acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label
0.000727338,0.69487232,0.674552858,-0.086097255,0.012071631,-0.006989844,02:35.9,387.1,1,0.003636689,0.692808598,0.677720934,-0.068229452,0.00962817,3.51062E-05,02:36.5,0,15.5,5
0.00654604,0.690744877,0.68088901,-0.050361648,0.007184709,0.007060057,02:36.5,387.6,2,0.005697479,0.690623462,0.681620121,-0.052652404,0.007184709,0.004616596,02:37.6,0.5,16.6,5
0.000969784,0.692929983,0.681620121,-0.051888824,0.005962978,0.005838326,02:37.0,388.1,3,0.005212587,0.697664469,0.660662144,-0.054790422,0.005657546,0.004005731,02:38.7,1,17.7,5
0.010425175,0.688316941,0.681620121,-0.053415984,0.00840644,0.003394865,02:37.6,388.7,4,-0.035791168,0.740760118,0.621670663,-0.054179564,0.009933602,0.004922028,02:39.8,1.6,18.8,1
0.004364027,0.693172812,0.679914176,-0.05311054,0.006268411,0.004922029,02:38.1,389.2,5,0.003569659,0.699121207,0.678939402,-0.056164876,-0.028245474,0.016375752,02:40.9,2.1,19.9,1
0.006061148,0.702156126,0.641410112,-0.056470305,0.005046681,0.003089433,02:38.7,389.8,6,-0.022462043,0.67204988,0.683082253,-0.058761053,0.030855739,0.034701709,02:42.0,2.7,21,1
-0.050601307,0.742702484,0.641166389,-0.046085596,0.015125956,-0.002408355,02:39.2,390.3,7,-0.019746852,0.645099849,0.682473034,-0.045016579,-0.002741851,-0.029286425,02:43.1,3.2,22.1,4
-0.020981029,0.738817751,0.602174938,-0.062273532,0.004741248,0.012252411,02:39.8,390.9,8,-0.05393359,0.590228766,0.781413943,-0.025774322,0.012987929,0.002173135,02:44.2,3.8,23.2,4
0.041943144,0.731048465,0.694048584,-0.06135723,-0.070700608,0.007670922,02:40.3,391.4,9,0.003412307,0.681033164,0.704040229,-0.05051437,0.012224347,0.013474142,02:45.3,4.3,24.3,5
-0.034803826,0.667193949,0.663830221,-0.050972521,0.01420966,0.025080582,02:40.9,392,10,0.025237842,0.650077105,0.708061188,-0.050361656,0.050861577,0.044017402,02:46.4,4.9,25.4,1
-0.003208863,0.622520208,0.74230057,-0.065022424,0.060024556,0.054707546,02:41.4,392.5,11,0.014633364,0.681154579,0.697825938,-0.067618594,0.029634007,0.040352212,02:47.5,5.4,26.5,1
-0.041715223,0.721579552,0.623863935,-0.052499682,0.001686922,0.014695872,02:42.0,393.1,12,-0.026794837,0.739788979,0.770813107,-0.016153194,0.071783708,0.045544565,02:48.6,6,27.6,1
-0.001234178,0.584158897,0.596082509,-0.08792986,-0.022136822,-0.07296329,02:42.5,393.6,13,0.009241984,0.63296026,0.664073884,-0.099689014,0.000159759,-0.040129283,02:49.7,6.5,28.7,5
-0.038259525,0.7060408,0.768863559,-0.002103299,0.016653121,0.01439044,02:43.1,394.2,14,0.108615771,0.719151616,0.621670663,-0.072352797,-0.105061777,-0.07006168,02:50.8,7.1,29.8,5
-0.084911466,0.596784174,0.734258592,0.007670552,0.046280086,0.009198085,02:43.6,394.7,15,-0.136870367,0.683339685,0.859396935,-0.025621608,0.269704051,0.313103549,02:51.9,7.6,31,5
-0.022955714,0.583673358,0.828569293,-0.059219196,-0.020304227,-0.004851815,02:44.2,395.3,16,-0.09379755,0.607709795,0.697460383,-0.044863857,0.214573465,0.182531096,02:53.0,8.2,32.1,5
0.018425889,0.640972376,0.740594745,-0.050972521,0.005352113,0.000951404,02:44.7,395.9,17,-0.059857643,0.626404852,0.72390148,-0.023330867,0.167384125,0.148017213,02:54.2,8.8,33.2,5
-0.011601276,0.721093953,0.667485714,-0.050056219,0.019096581,0.025996881,02:45.3,396.4,18,-0.023325968,0.752778351,0.729750216,-0.057844751,0.104770429,0.118390244,02:55.3,9.3,34.3,5
-0.038259525,0.564492702,0.742544293,-0.053415984,0.063689746,0.071506336,02:45.8,397,19,-0.01754728,0.67787686,0.724023342,-0.026843339,0.05070886,0.038366901,02:56.4,9.9,35.4,5
