acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Minutes,Label
-0.01875951,-0.01350865,0.86731708,0.023571424,-0.04170762,0.115710437,40:40.7,72,121,-0.113420982,0.106100354,0.837829769,0.085383652,0.015552656,0.199004658,41:45.5,63.6,143.4,02:23.4,5
-0.062202584,0.021365747,0.887543917,-0.006360974,0.00258011,0.120291933,40:41.2,72.5,122,-0.052580556,-0.024846268,0.635561407,-0.105817169,-0.05179524,0.057894787,41:46.5,64.1,144.4,02:24.4,5
-0.034556992,-0.103244685,1.028400779,0.09687525,-0.024603393,0.165801391,40:41.8,73.1,123,-0.024051793,-0.034254078,1.026572943,0.042623088,-0.02186284,-0.034804016,41:47.6,64.7,145.5,02:25.5,5
0.166317895,0.067496337,0.416965306,0.126196787,-0.097601786,1.034757137,40:42.3,73.6,124,-0.166737482,-0.03146901,0.882670015,0.028878618,-0.044464855,-0.021975847,41:48.7,65.2,146.6,02:26.6,5
-0.239677414,-0.004824518,1.30572772,-0.101655953,-0.113178857,0.690840065,40:42.9,74.2,125,-0.061585493,-0.001822468,0.884985089,0.018341193,0.01539994,-0.064889131,41:49.8,65.8,147.6,02:27.6,5
-0.122430481,-0.098420165,0.838317156,0.026320316,0.00258011,-0.761797488,40:43.4,74.7,126,0.021182106,-0.026534848,1.034614921,-0.009758608,0.025173784,-0.017241641,41:50.8,66.3,148.7,02:28.7,4
0.388883233,0.243763745,0.659199953,0.147271633,0.078632832,-0.918484449,40:43.9,75.2,127,-0.048256369,-0.073091444,0.889371634,-0.025435898,0.003095574,-0.009562319,41:51.9,66.8,149.8,02:29.8,4
1.084460497,-0.056205634,1.785810471,-0.308739275,0.248453379,-0.429181367,40:44.5,75.8,128,-0.028015847,0.006191994,0.953585744,0.005508706,-0.000483758,-0.008790626,41:52.9,67.4,150.8,02:30.8,5
-0.132797584,0.000242793,0.85293895,-0.084551722,0.020906068,-0.067854568,40:45.0,76.3,129,-0.026164579,0.002306529,0.958216012,0.00474843,0.001273577,-0.003969482,41:54.0,67.9,151.9,02:31.9,5
-0.375437021,-0.11820069,0.816140711,0.040675648,-0.118982077,1.3398844,40:45.5,76.8,130,-0.027275339,0.002792115,0.959921896,0.003074374,-0.000554085,-0.003692076,41:55.1,68.4,153,02:33.0,1
-0.095525391,0.062883273,1.003056169,-0.045761779,0.0071616,0.942516506,40:46.0,77.3,131,-0.029373441,1.64502E-05,0.961384088,0.003033511,-0.002388078,-0.007500027,41:56.1,68.9,154,02:34.0,1
0.127284095,-0.187432528,0.88364476,0.044035412,-0.016662145,-0.106644511,40:46.6,77.9,132,-0.02431331,0.008012155,0.958337843,0.004202403,-0.000686886,-0.005042769,41:57.2,69.5,155.1,02:35.1,1
0.221110672,0.098816581,0.999400795,-0.15144147,-0.151357934,-0.309451789,40:47.1,78.4,133,-0.027028503,0.020151784,0.959556341,0.004984789,-0.036801555,-0.001630987,41:58.2,70,156.1,02:36.1,1
-0.059981063,-0.058376666,0.981123507,0.025098585,0.02579299,-0.025094004,40:47.6,78.9,134,-0.026781667,0.002185133,0.959921896,0.004311595,0.001897494,-0.002198025,41:59.3,70.5,157.2,02:37.2,5
0.00775827,-0.080328226,0.849770904,0.00249657,0.017851742,-0.057469863,40:48.2,79.5,135,-0.02727534,0.003156304,0.960043728,0.002198733,0.000744479,-0.002124896,42:00.4,71.1,158.3,02:38.3,5
0.011637404,-0.144976765,1.037173748,0.028763779,-0.01146979,-0.074268654,40:48.7,80,136,-0.02665825,0.002063737,0.960043758,0.003288068,-0.000177884,-0.001477789,42:01.5,71.6,159.4,02:39.4,5
0.062066156,-0.001447355,0.927266538,0.008910656,-0.002306812,-0.015320161,40:49.3,80.6,137,-0.028139263,0.006676796,0.950052142,0.00139964,0.002046278,-0.003108442,42:02.5,72.2,160.4,02:40.4,5
-0.003208863,0.019666197,0.960409284,0.010470964,-0.003736467,-0.004470649,40:49.8,81.1,138,-0.032582306,0.02549322,0.979905039,-0.002767829,-0.001280467,-0.0057689,42:03.6,72.7,161.5,02:41.5,5
-0.004196206,0.029863488,0.962602496,0.002195567,0.000847139,-0.001964669,40:50.4,81.7,139,-0.02604116,0.037390056,0.945056379,0.004298002,0.00261589,-0.00246177,42:04.6,73.3,162.5,02:42.5,5
-0.062449418,0.031805828,0.959678233,-0.000247888,0.001763437,-0.003186399,40:50.9,82.2,140,-0.02900319,0.054992519,0.994892359,-0.016055267,-0.007656283,-0.037096474,42:05.7,73.8,163.6,02:43.6,5
-0.00172785,0.031563032,0.962115169,0.000946425,-0.001823226,0.002569977,40:51.5,82.8,141,0.016971214,0.081092725,0.921052217,0.028908208,0.034617836,-0.22330308,42:06.8,74.4,164.7,02:44.7,5
-0.000493671,0.027921148,0.96357733,-0.000902049,-0.000596588,-0.003125476,40:52.0,83.3,142,0.176136967,0.057850434,1.071778744,0.025701165,0.076920256,-0.414809346,42:07.9,74.9,165.8,02:45.8,5
0,0.026707184,0.960896671,0.000553802,-0.000236027,-0.00212545,40:52.6,83.9,143,-0.17673433,-0.151972314,0.949321061,-0.06821936,-0.078086805,0.585329823,42:09.0,75.5,166.9,02:46.9,2
-0.001481014,0.02743556,0.961140394,0.00079526,-0.001139152,-0.002624922,40:53.1,84.4,144,-0.169205837,0.053292973,0.805905491,-0.02713868,-0.047085391,1.165651798,42:10.1,76,168,02:48.0,2
-0.016044317,0.012625214,0.948711812,-0.002549678,-0.001676547,0.003148068,40:53.7,85,145,-0.154657401,0.037378326,1.003299952,-0.007590994,-0.129094053,0.832424775,42:11.1,76.6,169,02:49.0,2
0.007515823,0.091775589,0.906308532,0.000796467,-0.006753457,0.081473276,40:54.3,85.6,146,0.216261752,-0.085032128,1.009026825,4.48227E-05,0.036755864,-0.773081779,42:12.2,77.2,170.1,02:50.1,3
0.008485607,0.066767953,0.904602706,-0.036143467,-0.006650221,0.142360896,40:54.8,86.1,147,0.122880898,0.000702567,0.879745603,0.091980033,0.031258076,-1.098825634,42:13.2,77.7,171.1,02:51.1,3
0.095038801,0.078422002,1.015484691,-0.095091961,0.001291027,0.066919044,40:55.3,86.6,148,0.21735277,0.067530021,0.856472582,0.021119675,0.082723474,-1.416322827,42:14.3,78.2,172.2,02:52.2,3
0.054550331,0.108285487,1.006711721,-0.005600203,0.019311551,-0.007606519,40:55.9,87.2,149,0.233717866,-0.033524135,0.834174335,0.108320689,0.105325487,-0.621434469,42:15.4,78.8,173.3,02:53.3,2
-0.032582305,-0.059100345,0.980148733,-0.043168414,-0.023143582,0.054090869,40:56.4,87.7,150,-0.381484494,-0.027740978,0.83039701,-0.110063639,-0.060982576,1.287977576,42:16.4,79.3,174.3,02:54.3,2
-0.009873426,0.006312607,1.051064491,-0.038586926,0.06818077,0.126172975,40:56.9,88.2,151,-0.238936909,0.016000048,0.816384435,-0.023473488,-0.112600688,1.327225626,42:17.5,79.8,175.4,02:55.4,2
-0.022215208,0.218756109,1.154392004,-0.039197791,-0.023143582,-0.018602094,40:57.4,88.7,152,-0.379262969,0.013871316,0.899485081,-0.025764233,-0.114433289,1.544999123,42:18.5,80.3,176.4,02:56.4,2
0.016728768,0.154173285,0.912644684,0.095497988,-0.002068731,-0.052199684,40:58.0,89.3,153,-0.337177493,0.029111632,0.942497581,-0.099984359,-0.061440723,1.723677218,42:19.6,80.9,177.5,02:57.5,2
0.14619489,0.15708679,0.745468676,0.091832809,-0.09156049,-0.348469347,40:58.5,89.8,154,-0.357541427,-0.033998753,0.919224501,-0.226586193,-0.071367287,1.250103891,42:20.7,81.4,178.6,02:58.6,2
-0.05899372,0.115569271,1.06056869,-0.097840853,0.023282176,-0.539670169,40:59.0,90.3,155,-0.307310373,-0.003975488,0.860980958,-0.075397037,-0.07121457,1.308288813,42:21.7,81.9,179.6,02:59.6,2
0.016243877,-0.11578843,0.58316654,-0.077987731,-0.012453441,-0.214384407,40:59.5,90.8,156,-0.221658409,0.075629886,0.960409284,-0.099373493,-0.064647768,1.410456061,42:22.8,82.4,180.7,03:00.7,2
-0.152297601,0.006798192,1.003056169,0.171550721,-0.134931922,1.077290177,41:00.1,91.4,157,-0.188705862,0.063869331,1.057766199,-0.098762631,-0.052430462,1.409845233,42:23.8,83,181.7,03:01.7,2
-0.255721718,-0.024363814,1.144887805,-0.054163989,-0.12057659,1.00856781,41:00.6,91.9,158,-0.10046211,-0.198167078,1.185585141,-0.070968261,-0.061288007,0.245688707,42:24.9,83.5,182.8,03:02.8,5
0.040730912,0.117997192,1.058131695,0.019750707,-0.027725071,-0.036622617,41:01.2,92.5,159,0.020715956,-0.111205144,0.948833644,0.072126918,-0.022498064,-0.306991622,42:26.0,84.1,183.9,03:03.9,5
0.251901299,0.006798192,0.861468375,0.13703683,0.010454006,-0.531728923,41:01.7,93,160,0.181591988,-0.154867023,0.678208351,-0.001787771,0.048820453,-0.574092433,42:27.0,84.6,184.9,03:04.9,5
0.168742359,0.144704372,0.699409962,-0.015984911,0.071235098,-0.900996923,41:02.2,93.5,161,0.232626848,0.013953542,0.844896972,0.057466161,-0.036547964,-0.857075751,42:28.1,85.1,186,03:06.0,3
0.163166106,-0.013267424,0.817359269,-0.030951109,0.006788814,-1.457800627,41:02.7,94,162,0.026419498,0.035461033,1.000253737,-0.117088594,-0.035478951,0.666116767,42:29.1,85.6,187,03:07.0,2
0.052610762,-0.083705381,0.929216087,0.034411468,0.136903107,-1.494452596,41:03.3,94.6,163,-0.356554091,-0.121457241,1.064589649,-0.080894822,-0.10603389,1.76949209,42:30.2,86.2,188.1,03:08.1,2
0.401247978,-0.076951064,1.138551593,0.050599404,0.003429056,-1.557371616,41:03.8,95.1,164,-0.031076834,0.034355149,0.97040084,-0.075549753,-0.086791629,-0.189552724,42:31.3,86.7,189.2,03:09.2,3
0.188138023,-0.104209587,0.874871671,-0.100895181,0.175387621,-1.113883495,41:04.3,95.6,165,0.294450559,-0.241828971,1.01341337,0.394969195,0.047598721,-1.127689034,42:32.4,87.2,190.3,03:10.3,5
0.098433048,-0.234712794,0.688687265,-0.088677876,0.093531676,-0.373209387,41:04.8,96.1,166,0.087644195,-0.192257039,0.99294281,0.12970097,0.039199326,-0.283167847,42:33.5,87.7,191.4,03:11.4,5
-0.020734195,-0.250392497,1.029375434,-0.047749907,-0.051854249,-0.154825047,41:05.4,96.7,167,-0.069093721,-0.09564607,0.877917886,-0.124113537,-0.013793236,0.440249294,42:34.5,88.3,192.4,03:12.4,5
0.048974074,-0.125437453,1.082988739,-0.048055336,0.006483382,-0.013715171,41:05.9,97.2,168,-0.360503465,-0.079604547,1.130631536,0.066323705,-0.086180765,1.204594493,42:35.6,88.8,193.5,03:13.5,2
-0.010860768,-0.044868015,0.908501863,-0.06118894,0.039164674,0.037292078,41:06.5,97.8,169,-0.28595908,-0.03409273,1.065442681,-0.082269266,-0.106186602,0.886180967,42:36.6,89.4,194.5,03:14.5,2
0.028123727,-0.152454779,0.94651854,0.009976864,0.001291027,0.062337551,41:07.0,98.3,170,0.13589094,-0.194669291,0.774103045,0.262869602,0.017971757,-0.882579356,42:37.7,89.9,195.6,03:15.6,3
0.073703557,-0.049451306,1.2947613,0.000813879,-0.006039356,-0.018907527,41:07.5,98.8,171,0.228626505,-0.09275136,0.820039898,-0.166568678,0.105783634,-1.07836169,42:38.8,90.4,196.7,03:16.7,3
0.022305025,-0.085635193,1.053745151,0.058846079,0.004956219,0.025380205,41:08.1,99.4,172,0.294814229,-0.064266332,0.873531312,-0.018891994,0.04576613,-0.870972902,42:39.9,91,197.8,03:17.8,3
0.055277668,-0.144976765,0.922148883,0.030440845,-0.020089256,0.049814817,41:08.6,99.9,173,0.244385488,-0.102882843,0.792258441,0.03089352,0.064855667,-0.712606102,42:40.9,91.5,198.8,03:18.8,3
0.05406544,-0.105656944,0.962115169,-0.016595777,0.04710592,0.22879833,41:09.1,100.4,174,0.127647772,-0.098178942,0.763258517,-0.017059404,0.031868945,-0.465511143,42:42.0,92,199.9,03:19.9,5
-0.017278496,-0.167169556,0.889006078,0.015474647,-0.071401939,0.325925887,41:09.6,100.9,175,0.028729842,-0.106380623,0.997085661,-0.040577713,0.010946808,-0.000489975,42:43.0,92.5,200.9,03:20.9,5
0.075158238,-0.141358376,1.054719925,0.024637625,-0.063460685,0.321649849,41:10.2,101.5,176,0.04097336,-0.004182286,0.964064747,0.004317284,-0.004491469,-0.00434373,42:44.1,93.1,202,03:22.0,5
-0.009626591,-0.193463162,1.003543615,-0.015984911,-0.018256661,0.052258272,41:10.7,102,177,0.056974789,-0.006995551,0.963089913,0.002034303,-0.003539613,0.000108701,42:45.2,93.6,203.1,03:23.1,5
-0.00789874,-0.152695999,0.925073266,-0.010611173,0.0138819,-0.018890053,41:11.2,102.5,178,0.057580903,0.00619121,0.944812655,-0.004450776,-0.000603064,-0.002580508,42:46.2,94.1,204.1,03:24.1,5
-0.017278496,-0.127608508,0.935795903,0.001847848,-0.008999781,-0.011785066,41:11.8,103.1,179,0.053338103,0.008740532,0.959556341,-0.00130455,0.005593561,0.001249498,42:47.3,94.7,205.2,03:25.2,5
-0.015797481,-0.135810181,0.945300102,-0.000585601,-0.003443136,-0.01428969,41:12.3,103.6,180,0.049822636,0.000364972,0.961749643,0.001130555,0.002354646,0.000938653,42:48.3,95.2,206.2,03:26.2,5
-0.019993687,-0.118924372,0.957484901,0.00186155,-0.004219177,-0.013833588,41:12.9,104.1,181,0.04836796,-0.000481668,0.961262167,-9.33483E-05,-0.001419655,-0.002052808,42:49.4,95.7,207.3,03:27.3,5
0.051883429,-0.124231339,0.909232914,-0.005468834,-0.019490808,-0.014444454,41:13.4,104.7,182,0.04836796,0.023186691,0.966136158,0.003142949,0.00054414,-0.002407463,42:50.5,96.3,208.4,03:28.4,5
-0.056772202,-0.136051401,0.948955536,0.037291735,0.007387263,-0.011084694,41:13.9,105.2,183,0.03406365,0.032291412,0.937745452,-0.027681511,-0.004278297,0.107811663,42:51.6,96.8,209.5,03:29.5,1
-0.008886083,-0.096972808,0.968451262,-0.021721415,-0.002071838,-0.013621625,41:14.4,105.7,184,-0.024625992,0.027435561,0.979052097,-0.018671252,-0.026116729,0.463029802,42:52.7,97.3,210.6,03:30.6,2
0.002424459,-0.135086507,0.947493374,0.006680585,0.001580622,-0.00609669,41:15.0,106.2,185,0.028743852,0.018488329,1.106505513,0.013551891,-0.040624781,0.647205696,42:53.8,97.8,211.7,03:31.7,2
0.028123727,-0.151731089,0.912157297,0.030809768,5.35E-05,-0.015259669,41:15.5,106.8,186,0.048610404,-0.047621727,0.94030425,-0.020351127,0.09529274,-0.699904919,42:54.9,98.4,212.8,03:32.8,3
-0.000493671,-0.066819578,0.903871596,-0.003704119,-0.00208457,-0.100475371,41:16.0,107.3,187,0.059461212,-0.144494314,1.075677931,0.105487116,-0.088577703,0.17790845,42:56.0,98.9,213.9,03:33.9,3
0.024002146,-0.039802272,0.951879859,-0.013783395,-0.015523605,-0.184469342,41:16.5,107.8,188,0.076612912,-0.033132507,0.79554835,0.054479867,-0.015121154,0.032369809,42:57.1,99.4,215,03:35.0,5
0.063763276,-0.003618388,0.961871505,-0.044021226,0.001886055,-0.122466519,41:17.1,108.4,189,0.080007154,-0.137739986,0.95261097,0.097698577,-0.035279708,0.032217093,42:58.2,100,216.1,03:36.1,5
-0.001481014,-0.14328818,0.954073131,0.112665705,-0.049121194,0.379970133,41:17.6,108.9,190,-0.081664953,-0.084429068,0.495435674,-0.108773872,-0.035890572,0.269843675,42:59.2,100.5,217.1,03:37.1,5
-0.106879838,0.22118403,0.948468089,-0.223004729,-0.048510328,0.728163302,41:18.2,109.5,191,-0.06689246,-0.058859117,0.998304129,-0.014089759,-0.040472062,0.390336841,43:00.3,101.1,218.2,03:38.2,5
-0.052822832,0.30251953,0.725729227,-0.323797524,0.533338785,0.843311429,41:18.7,110,192,-0.156000122,0.083277851,1.162433982,0.00912312,-0.031156367,0.223570637,43:01.3,101.6,219.2,03:39.2,5
-0.133538082,-0.001206129,1.107845902,0.070516013,-0.019799661,0.430366516,41:19.3,110.6,193,0.100736275,-0.045229856,0.922514409,0.026838209,0.014505809,-0.669972502,43:02.4,102.2,220.3,03:40.3,5
-0.355690151,0.160485893,1.400282145,-0.188490868,-0.063781954,0.12615563,41:19.8,111.1,194,0.222565345,0.081821097,0.971253812,0.056465171,0.019698164,-0.691200063,43:03.5,102.7,221.4,03:41.4,3
-0.096265905,0.0881337,0.881938875,-0.013783395,-0.015523605,0.044605128,41:20.3,111.6,195,-0.023696222,-0.010734553,0.873896867,0.048676647,-0.022756971,0.009615079,43:04.5,103.2,222.4,03:42.4,5
-0.044183582,-0.025569946,0.88437587,-0.012256235,-0.008804088,0.092863478,41:20.8,112.1,196,-0.003579117,0.095660277,1.077383816,-0.173678298,0.015574824,-0.051624163,43:05.6,103.7,223.5,03:43.5,5
-0.010367097,-0.07164409,0.915569067,-0.064179778,-0.020105094,0.067818008,41:21.4,112.7,197,-0.034063321,0.063854445,0.935917735,0.007523475,-0.012128391,0.000481718,43:06.6,104.3,224.5,03:44.5,5
-0.084664628,-0.035701431,0.998913348,0.058909565,-0.020715959,-0.024422647,41:21.9,113.2,198,-0.007281651,0.018209442,0.984413475,-0.010410462,-0.007955212,0.151812907,43:07.7,104.8,225.6,03:45.6,5
-0.158221662,-0.070920415,1.090543389,0.012178376,-0.053091817,0.039107338,41:22.4,113.7,199,-0.010990771,0.004087544,0.922148883,-0.022933198,0.029460285,-0.036944441,43:08.8,105.3,226.7,03:46.7,5
-0.180190027,-0.07043796,0.883157432,0.043027073,0.067248635,-0.039083414,41:22.9,114.2,200,-0.025461052,0.023793672,0.914716154,-0.019268006,-0.083549789,0.251078524,43:09.8,105.8,227.7,03:47.7,2
-0.157974809,-0.090218484,0.833199501,0.010651216,0.028458692,-0.018008562,41:23.5,114.8,201,-0.091699442,-0.018915843,0.866829693,-0.246662583,-0.090574738,0.92700091,43:10.9,106.4,228.8,03:48.8,5
-0.07651905,-0.219756782,0.827350795,0.012483805,0.005551246,-0.077262491,41:24.0,115.3,202,0.309239767,-0.65307605,1.496542394,0.991408527,0.124449827,0.050409289,43:11.9,106.9,229.8,03:49.8,5
-0.03974054,-0.134845272,1.06056869,0.018897891,0.008605572,-0.121550217,41:24.6,115.9,203,0.149104238,-0.027371284,0.834296137,0.056326564,-0.051021213,-0.047634583,43:13.0,107.5,230.9,03:50.9,5
-0.015550646,-0.230853185,0.638973176,0.13190797,0.230655089,-0.066572353,41:25.1,116.4,204,0.086795639,-0.000902981,1.023526728,-0.05561449,0.025031512,-0.114218891,43:14.1,108,232,03:52.0,5
-0.091329187,0.048801307,0.872434676,0.113582008,0.12772429,-0.413238376,41:25.6,116.9,205,0.051762203,-0.03147998,0.960287392,-0.09913864,0.005483824,0.070873273,43:15.1,108.5,233,03:53.0,5
0.008485607,-0.090459712,1.08103919,-0.04218863,0.001886055,-1.124896288,41:26.1,117.4,206,-0.006194023,0.005764417,0.951879919,0.001195977,-0.009635091,0.045522369,43:16.2,109,234.1,03:54.1,5
0.135042369,0.143976003,1.128803849,-0.039745167,-0.068058014,-0.977677882,41:26.7,118,207,0.065824065,0.109122764,0.942984968,-0.497575492,0.045953644,-0.043663956,43:17.2,109.6,235.1,03:55.1,5
-0.67608285,-0.104209587,1.419290543,-0.244385034,-0.164574727,-0.026866108,41:27.2,118.5,208,-0.117370348,-0.032799628,0.691855341,0.603967249,-0.007802496,-0.153619699,43:18.3,110.1,236.2,03:56.2,5
0.002666905,0.012625214,0.905821204,-0.043410361,-0.050037488,-0.058936536,41:27.7,119,209,0.443191126,-0.039292298,1.024135977,0.063962378,0.087645195,-1.066557825,43:19.4,110.6,237.3,03:57.3,3
-0.120208964,0.090076044,1.321568012,0.487126112,-0.126701072,-0.240058079,41:28.2,119.5,210,-0.002723314,-0.029550171,0.822842389,0.019674649,-0.000166681,0.066139102,43:20.4,111.1,238.3,03:58.3,2
0.070794202,-0.159450322,0.842216313,0.132213384,0.081603974,-0.1850802,41:28.8,120.1,211,-0.239553988,0.250440542,1.084572852,0.129935831,-0.165100291,0.754278779,43:21.5,111.7,239.4,03:59.4,5
-0.034803826,-0.240984678,0.875846446,-0.046159253,0.000969757,-0.091312394,41:29.3,120.6,212,0.245112814,0.043095679,0.839170098,-0.047520526,0.191034149,-1.074346334,43:22.5,112.2,240.4,04:00.4,3
0.032002863,-0.246532872,0.857325554,-0.017754022,0.008911004,0.01955965,41:29.9,121.2,213,0.030474067,0.107698091,0.836489409,0.015245877,0.103069544,-0.095129341,43:23.6,112.8,241.5,04:01.5,3
0.056489896,-0.246774092,0.937501729,-0.013921343,-0.022418553,0.003014755,41:30.4,121.7,214,-0.191297628,-0.073544823,1.014997423,-0.238568634,-0.134709749,1.075135767,43:24.7,113.3,242.6,04:02.6,2
0.003879135,-0.097696491,0.946031153,0.018144354,-0.005225011,-0.001240103,41:31.0,122.3,215,0.139527619,0.084408041,1.105530739,0.101836033,0.154076785,-0.657278093,43:25.8,113.9,243.7,04:03.7,3
0,-0.024605041,0.964795828,-0.002580941,-0.018350365,-0.019837819,41:31.5,122.8,216,-0.000289392,-0.015172902,0.952732891,0.015551312,0.05664379,-0.117578626,43:26.9,114.4,244.7,04:04.7,2
0.005576256,-0.012784973,0.895585895,-0.053282756,0.003946217,-0.025641039,41:32.0,123.3,217,-0.230174243,0.087162531,0.878039747,0.058311876,-0.153341129,1.369572759,43:27.9,114.9,245.8,04:05.8,5
0.011637404,-0.039561048,0.995989025,0.012690693,-0.035454594,1.53E-05,41:32.6,123.9,218,0.115101196,-0.067087411,0.963089913,-0.06584648,0.052215017,-0.795486346,43:29.0,115.5,246.8,04:06.8,3
-0.045170926,-0.020986654,1.007199049,-0.011133056,-0.026902476,0.013148904,41:33.1,124.4,219,-0.067386134,0.161942646,0.98136723,0.058770027,-0.01925622,-0.157132171,43:30.0,116,247.9,04:07.9,5
-0.064917773,-0.039078593,0.950661421,0.018493913,0.017996117,-0.029611662,41:33.6,124.9,220,-0.164022285,0.157329589,0.738645136,0.037542462,-0.036360447,0.315066658,43:31.1,116.5,249,04:09.0,5
0.017213661,-0.054034602,0.927266538,0.017883047,-0.042479541,0.06568332,41:34.1,125.4,221,0.040529322,0.0339808,0.989652902,-0.07867465,-0.067514572,0.246191591,43:32.2,117,250.1,04:10.1,4
0.019638117,-0.063442409,0.951148808,0.079275005,0.038460102,-0.023808442,41:34.7,126,222,0.041579475,-0.074176963,0.957119375,0.001142289,0.000600869,-0.004854874,43:33.3,117.6,251.2,04:11.2,4
0.090674773,-0.235436469,1.062761903,-0.045646943,-0.012852577,0.024144478,41:35.2,126.5,223,0.069218308,0.098088201,1.000862926,-0.009754252,0.006560773,-0.007126478,43:34.4,118.1,252.3,04:12.3,1
-0.174265966,-0.046315372,0.782510579,-0.250592232,-0.033927429,1.043678641,41:35.7,127,224,0.11273735,0.038239832,0.96564877,0.010862451,0.003964595,-0.005446598,43:35.5,118.6,253.4,04:13.4,1
-0.02665825,-0.10276223,0.806392908,0.034681842,-0.001246138,0.762986004,41:36.3,127.6,225,0.030658258,-0.004481431,0.910085857,-0.031898117,0.025497595,0.058083387,43:36.6,119.2,254.5,04:14.5,1
0.088250317,0.004127474,1.214341402,-0.148577735,0.022272175,0.487485737,41:36.8,128.1,226,0.063399606,0.000885024,0.916300118,0.046750784,-0.025356936,0.012115777,43:37.7,119.7,255.5,04:15.5,5
-0.066398792,-0.058859117,0.942132056,-0.041370884,-0.026291611,0.153342471,41:37.4,128.7,227,0.031881638,-0.017792726,0.937379956,0.010404304,0.004728177,-0.068518432,43:38.7,120.3,256.6,04:16.6,5
0.058187019,-0.014714779,1.019383907,-0.047479536,-0.018350365,0.028420538,41:37.9,129.2,228,0.209836937,0.048315721,0.950417727,-0.046864314,0.019999809,0.00539626,43:39.8,120.8,257.7,04:17.7,5
-0.055291187,-0.020262975,0.957484901,0.004138574,-0.007660223,-0.078480884,41:38.5,129.8,229,0.138436619,-0.043541276,0.949808449,-0.017390067,0.014502021,0.003563664,43:40.8,121.4,258.7,04:18.7,5
0.237596989,-0.049933761,0.968938649,0.000473388,0.037543803,-1.127031088,41:39.0,130.3,230,0.062551048,-0.045591694,0.981001645,-0.003492884,-0.02138631,0.026471112,43:41.9,121.9,259.8,04:19.8,5
0.31833148,0.200303867,0.853670061,-0.539531469,0.072668552,-0.683237433,41:39.6,130.9,231,0.019208604,0.039939381,0.864270866,0.017887399,0.00045212,0.008297871,43:43.0,122.5,260.9,04:20.9,5
0.131163239,-0.555060804,1.27014792,0.827279508,-0.031483967,-0.609017313,41:40.1,131.4,232,0.004612884,-0.010701632,0.935186684,0.004448365,-0.011459752,-0.084095497,43:44.1,123,262,04:22.0,5
0.131648123,-0.220239252,1.069098115,0.099738993,0.008527706,-0.285564214,41:40.7,132,233,0.126677989,-0.000881869,1.066417396,-0.001660287,0.028399205,-0.06576954,43:45.2,123.6,263.1,04:23.1,5
-0.179943189,-0.056205634,0.694048584,-0.211802274,-0.0317894,0.762375176,41:41.3,132.5,234,-0.097500077,0.069924263,0.976980656,-0.035868742,0.079711886,-0.055995697,43:46.3,124.1,264.1,04:24.1,5
-0.280652136,0.011411251,1.440979481,-0.288771302,0.01830155,0.835678995,41:41.8,133.1,235,0.121222954,0.027037711,1.084329098,0.013611345,0.019694375,0.09107011,43:47.3,124.7,265.2,04:25.2,5
0.037821561,0.049772479,0.798107207,-0.097875923,-0.00032984,0.527192056,41:42.3,133.6,236,0.109048836,-0.251792816,1.045337677,0.394485846,-0.044446472,0.12680573,43:48.4,125.2,266.2,04:26.2,5
-0.390493989,-0.076951064,1.016459584,0.33003518,-0.010714548,0.214429006,41:42.9,134.2,237,0.083554178,-0.093836876,0.859396935,0.04995783,0.017709063,0.046782386,43:49.4,125.8,267.3,04:27.3,5
0.139163956,0.053171575,0.704527617,0.242681444,0.043347023,-0.20248653,41:43.4,134.7,238,-0.006137133,-0.000496531,1.090665221,0.085082579,-0.009627156,-0.126092486,43:50.5,126.3,268.3,04:28.3,5
-0.133291259,-0.092871971,0.611679077,0.270781249,-0.061416365,0.117606863,41:43.9,135.2,239,-0.092933623,-0.038475531,1.072753549,-0.020597108,-0.012681484,-0.049581612,43:51.6,126.8,269.5,04:29.5,5
-0.077259555,-0.129538313,1.026694775,-0.374597877,0.0683925,0.402880937,41:44.4,135.7,240,-0.09700641,0.089357084,1.070560277,-0.162623283,-0.027494964,0.06129043,43:52.6,127.3,270.5,04:30.5,5
-0.142671004,0.122367457,0.86999774,0.204502374,0.032046016,0.233365834,41:45.0,136.3,241,-0.231902093,-0.096007902,0.979417622,0.168465696,-0.042155728,0.9371185,43:53.7,127.9,271.6,04:31.6,2
-0.08417096,0.089833252,0.805661798,-0.03373507,-0.000940705,0.164643481,41:45.5,136.8,242,0.089124694,-0.075865541,0.908380032,0.139602309,0.02076339,-0.060119033,43:54.7,128.4,272.6,04:32.6,5
-0.160196334,-0.037390016,0.524191916,-0.176982969,-0.154573321,0.062934428,41:46.0,137.3,243,0.312997684,-0.020515908,1.030228376,0.017429251,0.043059971,-0.956716508,43:55.8,128.9,273.7,04:33.7,3
0.055035222,-0.012302521,0.746930897,-0.034651369,0.05098284,0.052855145,41:46.5,137.8,244,-0.171180524,0.02699306,1.025110781,-0.0383122,-0.005198384,1.489646077,43:56.8,129.4,274.7,04:34.7,3
-0.087379821,-0.055723183,1.007442713,0.06247621,-0.049809925,-0.044577859,41:47.1,138.4,245,0.254931875,-0.153299056,0.88230443,-0.044268137,0.025497596,-1.065755963,43:58.0,130,275.8,04:35.8,5
