acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Minutes,Label
0.039276235,-0.012784973,1.045703173,0.022769965,0.006084246,-0.025030173,41:47.6,138.9,246,0.024857938,0.002109954,0.949808449,-0.090999328,0.006866205,0.302276731,43:59.1,130.5,277,04:37.0,2
-0.094784886,0.003399096,0.882182598,0.049342602,-0.068441316,-0.046410456,41:48.2,139.5,247,-0.16821849,0.041373461,1.055329204,-0.023498718,-0.048111668,0.464614213,44:00.2,131.1,278.1,04:38.1,3
-0.238690078,-0.066337116,0.883157432,0.008414634,-0.020488393,0.002458762,41:48.7,140,248,0.236627214,0.048922702,0.92531693,-0.253031325,0.118349116,-1.340950727,44:01.2,131.6,279.1,04:39.1,5
-0.00789874,0.070652634,0.862930536,0.057589285,0.045485053,-0.095279679,41:49.2,140.5,249,-0.261892624,-0.06883944,0.963333637,0.031173721,-0.029938426,1.343649268,44:02.3,132.1,280.2,04:40.2,2
-0.115272246,-0.07429757,0.907039642,-0.020906899,-0.014685173,-0.034498584,41:49.8,141,250,-0.126503274,0.071016829,0.936648846,0.024454203,-0.090414084,1.134427965,44:03.3,132.6,281.2,04:41.2,2
0.073218666,-0.048486404,0.991358757,-0.030680742,-0.02262642,-0.009147677,41:50.3,141.6,251,0.022564679,-0.131829953,0.622036189,0.18770794,0.01999981,0.022042342,44:04.4,133.2,282.3,04:42.3,5
-0.030854454,-0.004583292,1.077871084,0.011163525,0.072973989,-0.025335606,41:50.8,142.1,252,0.017046849,-0.069074383,1.017799944,-0.183087256,-0.067812074,-0.451378211,44:05.5,133.7,283.4,04:43.4,5
-0.06689246,-0.077915959,0.821745753,-0.044730641,-0.003995031,0.021701019,41:51.3,142.6,253,0.220625781,-0.183693521,0.90959847,0.014985792,0.083682511,-1.209614694,44:06.6,134.2,284.5,04:44.5,5
-0.029620279,-0.068266928,0.956997514,-0.006141156,0.01018618,-0.040825658,41:51.9,143.2,254,0.222080454,-0.080207611,0.924585849,0.020941727,-0.005656532,-1.008029222,44:07.7,134.8,285.6,04:45.6,3
-0.028386101,-0.000241226,0.941157222,0.001769841,-0.001396391,-0.014013474,41:52.4,143.7,255,0.061644062,-0.026581047,0.884010315,0.046903498,0.02656661,-0.075390669,44:08.8,135.3,286.7,04:46.7,3
-0.027645594,0.012625214,0.966014266,0.009247571,0.000428874,-0.003567778,41:52.9,144.2,256,0.028487395,-0.20407712,0.939329565,-0.392308623,0.065661987,0.463392466,44:09.8,135.8,287.7,04:47.7,3
-0.026411416,0.002670718,0.957728624,0.004805811,0.001605683,-0.004344711,41:53.5,144.8,257,0.022478243,0.416979082,1.352395654,-0.848930411,0.126443076,0.464919642,44:10.9,136.4,288.8,04:48.8,5
-0.025917742,0.001942341,0.958703399,0.004691049,0.000941471,-0.003594253,41:54.0,145.3,258,-0.04541776,-0.007653427,0.946031153,-0.092526492,-0.027800397,0.391310379,44:11.9,136.9,289.8,04:49.8,5
-0.027892428,0.001213963,0.959678233,0.001617499,0.000334727,-0.004355161,41:54.5,145.8,259,0.046041088,-0.090700934,1.006102443,0.053623019,-0.003060355,-0.273463728,44:13.0,137.4,290.9,04:50.9,5
-0.02665825,0.004370267,0.96016556,0.004531249,-0.001442897,-0.003028991,41:55.1,146.4,260,0.202563573,-0.08587642,0.796523213,0.112418795,-0.010238022,-0.418086082,44:14.1,138,292,04:52.0,5
-0.034063317,0.005098644,0.963089943,0.003128551,-0.003466616,-0.010334575,41:55.6,146.9,261,-0.248440091,0.11158671,1.196917057,-0.106729107,0.035882305,0.354963899,44:15.1,138.5,293,04:53.0,5
-0.024683565,-0.005065744,0.959678233,0.002938472,-0.00130954,-0.00466548,41:56.1,147.4,262,-0.064917777,-0.075865544,0.929581612,-0.003492882,-0.054220319,0.395891875,44:16.2,139,294.1,04:54.1,5
-0.024930399,0.003884681,0.960652947,0.003456265,-0.001581332,-0.001797187,41:56.6,147.9,263,-0.032005403,-0.001433235,1.002690703,0.043391027,-0.040170418,0.175674949,44:17.2,139.5,295.1,04:55.1,5
-0.023696221,0.012139629,0.956022739,0.004948542,0.000207559,-0.008288352,41:57.2,148.5,264,0.036686657,-0.012181908,1.020358682,0.030410137,0.007018922,-0.025299719,44:18.3,140.1,296.2,04:56.2,5
-0.026164578,0.037632849,0.958216012,0.006855406,-0.071636505,-0.000325439,41:57.7,149,265,-0.003085445,-0.068508154,0.966623545,0.004916448,0.051136069,-0.375910253,44:19.4,140.6,297.3,04:57.3,5
-0.027892428,0.002670718,0.960896671,0.003114171,-0.001966604,-0.002936535,41:58.2,149.5,266,0.283055618,-0.091545228,0.89388001,0.018355485,0.136657204,-1.54052484,44:20.4,141.1,298.3,04:58.3,3
-0.025670907,0.001213963,0.961140394,0.005127609,0.00162683,-0.001947852,41:58.8,150.1,267,0.322331846,0.082063895,0.994770527,0.117162935,0.063964241,-1.438052237,44:21.5,141.7,299.4,04:59.4,3
-0.027892428,0.003156303,0.958703399,0.003495581,0.002168158,-0.002448197,41:59.3,150.6,268,0.111161457,-0.031118141,0.930556417,0.003658539,0.064566322,-0.541135836,44:22.5,142.2,300.4,05:00.4,3
-0.027398758,0.002427926,0.959434509,0.000716753,0.000609535,-0.002616426,41:59.9,151.2,269,-0.237332478,-0.069336757,0.914716125,-0.020812254,-0.133362807,1.213740706,44:23.6,142.8,301.5,05:01.5,2
-0.027151922,0.003884681,0.960652947,0.003680713,0.000879424,-0.001633367,42:00.4,151.7,270,-0.12909504,-0.044626789,0.889371634,0.048826382,-0.053034021,0.538581923,44:24.7,143.3,302.6,05:02.6,2
-0.02665825,0.001456755,0.959678233,0.002117105,-0.001231795,-0.001223108,42:00.9,152.2,271,-0.1371172,0.040670149,1.197891891,-0.146803219,-0.028599409,1.111573458,44:25.7,143.8,303.6,05:03.6,2
-0.02665825,0.002670718,0.960409284,0.004459031,0.000876028,-0.00173247,42:01.5,152.8,272,-0.204996999,-0.097503024,0.994770527,0.01629781,-0.000652323,1.345840275,44:26.8,144.4,304.7,05:04.7,2
-0.03060762,0.007040984,0.953098357,0.000522591,0.00086197,-0.002855734,42:02.0,153.3,273,0.297602355,0.314901967,1.892062366,-0.406115532,0.051423939,-0.150932208,44:27.8,144.9,305.7,05:05.7,5
-0.025670907,0.006312607,0.947005928,0.002276689,0.003230587,-0.00336115,42:02.5,153.8,274,0.043735152,-0.048968856,1.026573002,-0.005269118,-0.004438736,-0.238412179,44:28.9,145.4,306.8,05:06.8,5
-0.03060762,0.004127474,0.966501713,0.001050077,-0.001891333,-0.005616183,42:03.0,154.3,275,0.032692714,-0.543602534,0.841485232,0.085749809,-0.073619226,-0.119598895,44:29.9,145.9,307.8,05:07.8,4
-0.034556992,0.046858966,0.993308365,-0.006585736,-0.000669602,-0.005921616,42:03.6,154.9,276,0.024487038,-0.204559565,0.940548003,-0.002825655,0.012054625,0.134215616,44:31.0,146.5,308.9,05:08.9,4
-0.025177237,0.015781516,0.964308441,0.000480093,0.001699592,-0.00536338,42:04.1,155.4,277,0.027116629,-0.089977259,0.950052172,-0.004957227,-0.000193076,0.008288796,44:32.1,147,310,05:10.0,5
-0.026905084,0.058998596,0.925804317,0.00811591,0.003532188,0.00043984,42:04.6,155.9,278,-0.030607621,-0.059582796,0.951148808,0.001750249,6.90478E-05,0.004612805,44:33.1,147.5,311,05:11.0,5
-0.029620279,0.077936418,0.985022664,0.008161746,-0.006406253,0.050913535,42:05.2,156.5,279,-0.009873425,-0.050416211,0.965161413,-0.002523229,-0.00183169,0.004911967,44:34.2,148.1,312.1,05:12.1,5
-0.028386101,0.03204862,1.004762053,-0.040272281,-0.008906312,-0.125106484,42:05.7,157,280,0.00380451,-0.068146316,0.959800065,0.002466109,-0.002462867,0.00407014,44:35.2,148.6,313.1,05:13.1,5
0.030063294,0.145675555,0.992089868,-0.034163631,0.022247814,-0.150457382,42:06.3,157.6,281,0.000213913,-0.015800297,0.967598319,-0.001019817,-0.037929754,0.00336615,44:36.3,149.2,314.2,05:14.2,5
0.003879135,0.016509894,0.850014567,0.091980048,0.046987858,-0.296148777,42:06.8,158.1,282,-0.000304075,-0.044385565,0.951514363,-0.002366208,0.004455969,0.005304817,44:37.4,149.7,315.3,05:15.3,5
0.102554627,-0.020262975,0.927266538,0.067545436,0.066535547,-0.393581778,42:07.4,158.7,283,-0.005800638,-0.056688085,0.958337843,0.001269545,-0.001443282,0.000893298,44:38.4,150.3,316.3,05:16.3,5
0.249719307,0.135963842,1.216290951,-0.016143106,0.087304965,-0.436036915,42:07.9,159.2,284,-0.002962028,-0.05729115,0.957119375,-0.000150006,0.001141457,0.001698246,44:39.5,150.8,317.4,05:17.4,5
-0.013822797,-0.061271381,1.018652797,0.059909619,-0.035784386,-0.065547124,42:08.5,159.8,285,-0.008762666,-0.010940528,0.976858795,-0.002698731,-0.000564153,0.010351875,44:40.5,151.4,318.4,05:18.4,5
-0.339645863,-0.242673248,0.879989326,-0.196348339,-0.120389223,1.23620677,42:09.0,160.3,286,0.017634901,-0.028344042,0.981001645,0.00778267,0.002735787,0.041525806,44:41.6,151.9,319.5,05:19.5,1
-0.199690044,0.076722458,0.672603309,-0.022557192,-0.038533278,1.050809145,42:09.5,160.8,287,-0.032088635,-0.095404841,1.003543615,-0.030243693,0.002735788,-0.489621514,44:42.7,152.4,320.6,05:20.6,1
-0.13872163,0.029863488,0.939207673,-0.031720169,-0.055637505,1.280494452,42:10.1,161.4,288,0.129829779,-0.010131487,0.974421859,-0.031465422,0.060004406,-1.342542171,44:43.8,153,321.7,05:21.7,3
-0.324588895,0.108528279,1.238711119,-0.097388186,-0.118556626,1.274996638,42:10.6,161.9,289,0.192138381,-0.034798394,0.977102518,-0.007947112,0.037096958,-0.83644031,44:44.9,153.5,322.8,05:22.8,3
0.015274093,-0.033771627,0.767888784,0.082206197,-0.13963148,0.389852911,42:11.1,162.4,290,-0.180178555,-0.040405337,0.863783479,-0.020469848,0.020603595,1.240196109,44:46.0,154,323.9,05:23.9,2
0.323665291,-0.07043796,1.002325177,-0.040577717,0.029578198,-0.671525419,42:11.7,163,291,-0.196974844,-0.074780028,0.973690778,-0.010696005,-0.154562011,1.593276203,44:47.0,154.6,324.9,05:24.9,2
0.108858213,-0.099626295,1.015728474,0.040667363,0.043933529,-0.87463814,42:12.2,163.5,292,-0.135019094,-0.008991119,0.941766471,0.052833978,-0.04949319,0.615281001,44:48.1,155.1,326,05:26.0,5
0.31833148,-0.066819578,1.015484691,-0.141065046,0.088221259,-0.994978547,42:12.7,164,293,0.253113531,-0.095887296,1.079333425,-0.054525584,0.017396553,-0.958918758,44:49.1,155.6,327,05:27.0,3
-0.072569683,0.068224713,0.744006515,0.325025111,-0.025705107,-1.20267272,42:13.2,164.5,294,0.226808153,-0.068025703,0.877430499,0.014960334,0.078635797,-1.496174753,44:50.2,156.1,328.1,05:28.1,3
0.257477582,0.145432755,0.781779468,-0.033247333,0.039352041,-1.382572532,42:13.8,165.1,295,0.171772931,-0.009013047,0.93421188,-0.036657777,0.057102796,-0.455260366,44:51.3,156.7,329.2,05:29.2,5
0.177227959,-0.010372713,0.931165695,0.075486682,0.126094908,-1.450073123,42:14.3,165.6,296,-0.053810168,-0.042817596,0.980514258,-0.043377295,-0.020171658,0.31000109,44:52.3,157.2,330.2,05:30.2,5
0.211412832,-0.068990611,0.705989778,-0.017059404,0.135257885,-1.13150692,42:14.8,166.1,297,-0.243873626,-0.052801053,0.966258019,0.012058726,-0.094086355,1.479349852,44:53.4,157.7,331.3,05:31.3,2
0.2560229,0.001942341,0.962358892,0.233700782,0.075393088,-0.111362018,42:15.4,166.7,298,-0.267940089,0.016124575,0.931774914,-0.055900034,-0.100042287,1.503937125,44:54.5,158.3,332.3,05:32.3,2
-0.323848367,-0.035701431,0.767157674,-0.082116552,-0.019596454,1.296376944,42:15.9,167.2,299,-0.107895713,-0.030515076,0.963942885,-0.049791381,-0.052547515,0.547322206,44:55.5,158.8,333.4,05:33.4,2
-0.43912062,-0.019780524,0.893636346,-0.138010725,-0.102368698,1.279578209,42:16.4,167.7,300,0.249355622,-0.068387544,0.927997619,0.030995546,0.051605008,-1.239000499,44:56.6,159.3,334.5,05:34.5,3
-0.222645745,-0.029912012,0.862443149,-0.013699643,-0.096565478,1.173593044,42:16.9,168.2,301,0.232990526,-0.028102817,0.918006063,-0.04520989,0.038624121,-1.527328908,44:57.6,159.8,335.5,05:35.5,3
-0.255228072,0.061912108,0.77032572,-0.033247333,-0.128635898,1.480858207,42:17.5,168.8,302,0.2102006,0.095015717,1.021089852,0.033744445,0.120174631,-1.190589488,44:58.7,160.4,336.6,05:36.6,3
-0.285588831,0.075022906,0.94993031,-0.021030027,-0.142074943,1.477193117,42:18.0,169.3,303,-0.14282752,-0.025435993,0.88364476,0.005950075,-0.014063006,0.818088243,44:59.7,160.9,337.6,05:37.6,5
-0.472937107,-0.047280274,0.849039853,-0.030498438,-0.086791635,1.612805128,42:18.5,169.8,304,-0.195370421,-0.045560361,0.961993307,0.003964761,-0.160365231,1.336254656,45:00.8,161.4,338.7,05:38.7,2
-0.246835634,0.0883765,0.822964251,-0.13495639,0.000562099,1.768270373,42:19.1,170.4,305,-0.228199556,-0.010432204,0.93896392,-0.040322969,-0.120353561,1.340836108,45:01.9,162,339.8,05:39.8,2
-0.427519351,-0.030153235,1.062030911,-0.065012328,-0.123443544,1.679084063,42:19.6,170.9,306,-0.24152869,-0.022130897,0.923489213,0.006408222,-0.056976289,1.140777767,45:03.0,162.5,340.9,05:40.9,2
-0.259177417,-0.072367772,0.875359058,-0.225059032,-0.136882588,1.359906912,42:20.2,171.5,307,-0.2423926,-0.070076119,0.898997664,-0.030090977,-0.095766231,1.022269964,45:04.1,163.1,342,05:42.0,2
-0.455905437,0.004370267,0.963089943,-0.228113353,-0.005851986,1.14030087,42:20.7,172,308,0.065775752,-0.04731472,0.957606763,-0.049485946,-0.061099626,-0.55330424,45:05.2,163.6,343.1,05:43.1,2
-0.367291421,-0.084187843,0.720855296,-0.099220783,-0.032424625,1.397780538,42:21.2,172.5,309,0.236263536,-0.045109241,0.920808524,0.013127739,0.102306824,-1.482124925,45:06.2,164.1,344.1,05:44.1,5
-0.247329324,0.076236866,1.00110662,-0.051573291,-0.110004514,1.218797088,42:21.7,173,310,0.284267828,-0.008271378,0.97040081,-0.013903046,0.066723922,-1.302835882,45:07.3,164.6,345.2,05:45.2,5
-0.247082487,0.025250427,1.144887805,-0.074480735,-0.071214572,1.42496407,42:22.3,173.6,311,0.270812094,0.008254948,0.943228662,-0.022455163,0.039540418,-1.072692394,45:08.3,165.2,346.2,05:46.2,2
-0.196234331,0.126009345,0.775930762,-0.124266252,-0.058080964,1.395948052,42:22.8,174.1,312,-0.185867243,-0.069955513,0.869875938,0.042449275,-0.039413916,1.453693509,45:09.4,165.7,347.3,05:47.3,2
-0.237209067,0.132321954,1.185097814,-0.156031251,-0.024483375,1.475055099,42:23.3,174.6,313,-0.235481203,-0.036545722,1.000010014,0.047488909,-0.125393197,1.47064501,45:10.5,166.2,348.4,05:48.4,2
-0.140202656,-0.004583292,0.930434585,-0.041494012,-0.080377549,1.344635367,42:23.8,175.1,314,-0.274234414,-0.02775741,0.933602631,-0.056358181,-0.119742692,1.386803746,45:11.5,166.7,349.4,05:49.4,2
-0.173031792,-0.216138408,1.017921686,-0.113881543,-0.067243941,0.444525331,42:24.4,175.7,315,-0.233753368,-0.039078597,0.957484901,0.003812047,-0.093628202,1.528066337,45:12.6,167.3,350.5,05:50.5,2
-0.027892428,-0.180195749,1.353248596,-0.028054979,-0.055332072,0.046852082,42:24.9,176.2,316,-0.143534929,-0.014628589,0.912522882,-0.088581324,-0.07438595,0.656056197,45:13.6,167.8,351.5,05:51.5,2
0.042912927,-0.209142864,0.716956139,0.210182458,-0.048917986,-0.312336683,42:25.5,176.8,317,0.077097799,-0.066337124,0.994892448,0.017556516,0.05695008,-0.555747673,45:14.7,168.4,352.6,05:52.6,3
-0.001481014,-0.013267424,1.18071115,-0.065928623,0.003921858,-0.30164656,42:26.0,177.3,318,0.046307169,-0.141478989,0.994526803,0.032364909,0.022757134,-0.367734551,45:15.8,168.9,353.7,05:53.7,3
0.133102804,-0.156314373,0.536620498,0.07121063,0.069895305,-0.33157894,42:26.5,177.8,319,0.005554307,-0.10565694,0.952976525,0.00047785,0.000504637,-0.021410946,45:16.8,169.4,354.7,05:54.7,4
0.230081171,-0.153419673,0.819796205,-0.074786171,0.027745601,-0.816605926,42:27.0,178.3,320,0.004242804,-0.048003953,0.960043758,-0.002732731,0.000454524,0.006776542,45:17.9,169.9,355.8,05:55.8,4
0.142558202,0.063126065,0.838073432,0.08281707,-0.109088212,-1.049956441,42:27.6,178.9,321,0.002666905,-0.048848243,0.959068924,-0.000919484,-6.12042E-06,0.006577955,45:18.9,170.5,356.8,05:56.8,5
0.322695494,-0.03521898,0.851720512,0.032115251,0.035992283,-0.664195061,42:28.1,179.4,322,0.002303236,-0.045471082,0.959678203,-0.001747701,0.000574944,0.003944732,45:20.0,171,357.9,05:57.9,5
0.217231542,-0.00410084,1.076896429,0.033336982,0.037214015,0.163527355,42:28.6,179.9,323,0.003030574,-0.049692534,0.959434509,-0.002021298,-0.001037341,0.005413251,45:21.1,171.5,359,05:59.0,5
-0.164392546,0.075022906,0.923611045,-0.267514169,-0.108171917,1.168706179,42:29.1,180.4,324,0.004606472,-0.046556598,0.961627781,-0.001748748,0.001971322,0.005994216,45:22.1,172,360,06:00.0,5
-0.284107834,-0.063201189,0.892417848,-0.101969674,-0.044031065,1.86387074,42:29.7,181,325,0.001575898,-0.054275827,0.961384058,-0.002084397,-0.000778667,0.003983963,45:23.2,172.6,361.1,06:01.1,5
-0.429000348,-0.179713294,1.236761451,-0.05981997,-0.168036714,1.67511344,42:30.2,181.5,326,0.001697121,-0.049089467,0.961384058,-0.001861159,-0.000181364,0.004488951,45:24.2,173.1,362.1,06:02.1,5
-0.304842025,0.013110799,0.827350795,-0.015837673,-0.220571116,0.904506922,42:30.8,182,327,0.002788128,-0.054758277,0.961993337,-0.001199666,-0.002784732,0.002698121,45:25.3,173.6,363.2,06:03.2,5
0.242688358,0.055599499,1.113450885,-0.135261834,0.046987858,-1.28361237,42:31.3,182.6,328,0.00327302,-0.045229856,0.96150589,0.001540828,-0.00114599,0.00318747,45:26.4,174.2,364.3,06:04.3,5
0.354213476,-0.178507164,0.908745527,0.406881064,0.066840976,-1.289110184,42:31.9,183.1,329,0.003394243,-0.045471082,0.960774809,-0.001840798,0.000946859,0.004507444,45:27.4,174.7,365.3,06:05.3,5
0.234687641,-0.305150777,1.118081212,0.383057326,0.028356466,-0.966267884,42:32.4,183.7,330,0.00327302,-0.047762727,0.961505949,0.000727903,0.000899471,0.003505601,45:28.5,175.3,366.4,06:06.4,5
0.163893431,-0.140875921,1.011341929,0.017149054,-0.009517178,-0.727114141,42:33.0,184.3,331,0.003879135,-0.048365792,0.961871475,-0.000133701,0.000397547,0.003753468,45:29.6,175.9,367.5,06:07.5,5
0.011394958,-0.243638158,0.974543691,0.242252886,0.08791583,0.160778448,42:33.5,184.8,332,0.005455033,-0.041611467,0.958703399,-0.003087968,0.0033786,0.002774171,45:30.6,176.4,368.5,06:08.5,5
0.011394958,-0.057411764,0.80103153,-0.084254578,0.016750026,0.264930964,42:34.0,185.3,333,0.006380919,-0.018695007,0.950783253,0.002230007,-0.009860102,-0.000202999,45:31.7,176.9,369.6,06:09.6,5
-0.149582401,-0.133880377,0.954804242,-0.163972497,-0.044336498,0.615567625,42:34.5,185.8,334,0.003387658,-0.040767178,0.929337949,-0.002523707,0.00041569,0.00110556,45:32.8,177.4,370.6,06:10.6,5
-0.44084847,-0.103485912,1.372744322,0.210487902,-0.092900284,1.067913413,42:35.1,186.4,335,0.009089527,0.005827022,0.96357736,0.004491435,-0.001509605,-0.014556162,45:33.8,178,371.7,06:11.7,1
-0.28015846,-0.055723183,0.888518751,-0.077840492,-0.079461247,1.341275573,42:35.6,186.9,336,-0.035791168,0.013474988,0.961018503,0.01954072,0.002799692,-0.03772201,45:34.9,178.5,372.8,06:12.8,1
-0.317183793,-0.080810674,1.031081438,-0.069899246,-0.096870907,1.078298092,42:36.1,187.4,337,-0.02604116,-0.021466754,0.918858975,0.019540716,-0.007126869,-0.160047784,45:35.9,179,373.8,06:13.8,1
-0.254734367,0.012625214,1.099803925,-0.094639286,-0.115502298,0.694063842,42:36.6,187.9,338,0.038306455,-0.019727256,0.93214038,-0.003214011,0.002341543,-0.067807123,45:37.0,179.5,374.9,06:14.9,5
0.04048847,-0.256423116,0.668704152,0.536384523,-0.007990015,-0.79522562,42:37.2,188.5,339,-0.267199591,0.143004826,0.806271017,-0.520769577,-0.096313193,1.340542614,45:38.1,180.1,376,06:16.0,2
0.23129341,-0.132915467,0.879501939,-0.010645319,0.043933529,-0.969933093,42:37.7,189,340,0.009926939,-0.066337122,1.014875472,0.031910738,0.03914617,-0.113622013,45:39.1,180.6,377,06:17.0,5
0.320755959,-0.14545922,0.876577556,-0.373804718,0.113572165,-0.998643756,42:38.3,189.5,341,-0.033957458,0.024382718,0.690027624,-0.30956294,0.25691964,-0.108582377,45:40.2,181.1,378.1,06:18.1,5
0.136497051,-0.040043499,0.76350224,0.040667363,0.097995102,-1.158079624,42:38.8,190.1,342,-0.00069138,-0.081413738,0.866220474,0.077420197,-0.038739143,-0.017258028,45:41.2,181.7,379.1,06:19.1,5
0.178197742,0.006312607,0.719393075,-0.137399852,-0.057470098,-0.982150376,42:39.3,190.6,343,-0.23918373,-0.001918057,0.811144948,0.03191074,0.077936113,0.025655259,45:42.3,182.2,380.2,06:20.2,5
0.411430717,-0.134845272,1.027669549,0.099615864,0.149002358,-0.759795427,42:39.9,191.2,344,-0.030552253,0.269256972,1.186681807,-0.348963752,0.006464884,-0.099572117,45:43.4,182.8,381.3,06:21.3,5
0.135527268,-0.063683636,0.807611346,-0.083949149,0.034770552,-0.729863048,42:40.4,191.7,345,0.141703547,0.055735804,1.138673544,0.06321758,0.006770313,0.130571363,45:44.5,183.3,382.4,06:22.4,5
0.353243709,-0.14208205,0.776905537,0.145736188,0.094940782,-0.695349157,42:40.9,192.2,346,0.168015026,-0.331077049,0.700141013,0.020609736,-0.203978196,0.152257085,45:45.5,183.8,383.4,06:23.4,3
0.072006434,-0.103485912,0.702090621,-0.045159206,0.063786656,-0.677023232,42:41.4,192.7,347,0.360032178,-0.175371226,0.783363521,0.204785589,0.072438329,-1.229367435,45:46.6,184.3,384.5,06:24.5,5
0.183289111,-0.092871971,0.824426413,0.011040397,-4.88E-05,-0.253999054,42:42.0,193.3,348,0.079401037,0.039127988,0.891686767,0.00946144,0.046476558,-0.154397268,45:47.6,184.9,385.5,06:25.5,5
0.032487754,-0.137498766,1.046677947,-0.079062223,0.024996709,-0.000489975,42:42.5,193.8,349,0.075764349,0.186409125,1.140379429,-0.149668962,0.004021421,0.088116231,45:48.7,185.4,386.6,06:26.6,5
0.02497193,-0.075262479,0.947493374,-0.002093203,-0.003103092,-0.000489975,42:43.0,194.3,350,0.116010375,0.070394263,0.628128588,-0.033910006,0.046934704,0.097431925,45:49.8,185.9,387.7,06:27.7,5
0.038306456,-0.020504201,0.963089943,0.009653643,-0.00725513,-0.00498623,42:43.6,194.8,351,-0.000507014,-0.017488877,0.940426171,0.01957158,0.013284073,-0.012045138,45:50.9,186.4,388.8,06:28.8,5
0.043640263,0.012139629,0.965039551,-0.001019076,-0.001727808,-0.003701231,42:44.1,195.4,352,0.111282676,-0.044023726,1.014997363,-0.000250686,0.009718555,-0.291648149,45:52.0,187,389.9,06:29.9,5
0.063278385,-0.012784973,0.96357733,0.000831828,-0.003742031,0.000850919,42:44.6,195.9,353,-0.1351491,-0.031118142,0.900216162,0.006774262,-0.027696943,0.511334226,45:53.0,187.5,390.9,06:30.9,2
0.050671194,-0.001206129,0.962602496,0.003236778,-0.003337195,-0.000633516,42:45.2,196.5,354,-0.11366782,0.079514567,1.129656732,-0.031099383,-0.054422295,0.946881115,45:54.1,188.1,392,06:32.0,5
0.042670481,0.008254947,0.94578743,-0.014747746,0.014554785,0.002029728,42:45.7,197,355,0.284146599,-0.13255363,0.952245444,-0.048356324,0.100737476,-1.314083874,45:55.1,188.6,393,06:33.0,3
0.072491325,0.004127474,0.943837881,0.005846195,-0.015760913,-0.007190744,42:46.2,197.5,356,0.265599504,-0.041732079,0.946884096,0.00570525,0.034611314,-1.203059137,45:56.2,189.1,394.1,06:34.1,3
0.054792777,0.016752686,0.957972288,-0.004808668,0.008985193,0.003087507,42:46.7,198,357,0.202199891,-0.096731585,1.007564634,0.052894589,0.080884356,-1.252233803,45:57.3,189.6,395.2,06:35.2,3
0.051883429,0.000728378,0.961140394,0.002199568,0.00220193,-0.00058851,42:47.3,198.6,358,0.25687144,-0.041367105,1.002325118,0.019602435,0.092185367,-1.105167955,45:58.3,190.2,396.2,06:36.2,3
0.049943861,-0.000241226,0.961871505,0.002810434,0.001285632,2.24E-05,42:47.8,199.1,359,-0.131316564,-0.101676717,0.851354927,-0.058282888,-0.001277015,0.95100449,45:59.4,190.7,397.3,06:37.3,2
0.049701411,0.00097117,0.961627781,-0.000549324,0.00342366,0.001854951,42:48.3,199.6,360,-0.280281886,-0.017726146,0.942984968,-0.045760147,-0.078398759,1.638533294,46:00.4,191.2,398.3,06:38.3,2
0.048731629,-0.001206129,0.962602496,-0.001140691,-0.000838071,-0.00057862,42:48.8,200.1,361,-0.137240618,0.147375096,1.286110103,0.121158775,-0.147884674,1.362269461,46:01.5,191.7,399.4,06:39.4,2
0.048004292,0.000242793,0.959921837,0.000953995,-0.00200124,-0.003526997,42:49.4,200.7,362,-0.210674226,-0.011878015,0.961018562,-0.068362162,-0.074122701,1.250633836,46:02.6,192.3,400.5,06:40.5,2
0.049458966,0.000242793,0.964064717,0.000947431,0.001298097,-0.003179799,42:50.0,201.2,363,0.343667075,-0.046793907,1.078845948,0.093211692,0.018117951,-1.450001419,46:03.7,192.8,401.6,06:41.6,3
0.047276955,0.04613059,0.968207598,0.005338468,-0.000209816,-0.001635127,42:50.5,201.8,364,0.236748427,0.053657157,1.008904934,-0.012467993,0.107609708,-1.541325688,46:04.7,193.4,402.6,06:42.6,3
0.043882709,0.012625214,0.948711812,-0.065555155,-0.005347311,0.001826546,42:51.1,202.4,365,0.216504201,-0.056810243,0.899728745,-0.038429767,0.080731638,-1.260022283,46:05.8,194,403.7,06:43.7,3
0.024244592,0.051957611,0.926779091,0.010192133,-0.003209283,0.21379678,42:51.6,202.9,366,-0.147477207,-0.069352444,0.853060842,-0.089742444,0.104708105,0.680085734,46:06.8,194.5,404.7,06:44.7,5
-0.056525361,0.041274738,0.913375795,0.034321308,-0.016342886,0.318560183,42:52.2,203.5,367,-0.205614097,-0.009819761,0.942863107,-0.049883489,-0.149411839,1.30561173,46:07.9,195.1,405.8,06:45.8,2
0.007273377,0.013596384,1.044728398,-0.071663812,-0.035890572,0.607499421,42:52.7,204,368,-0.293364167,-0.013357488,0.925438792,-0.030488517,-0.098099165,1.506891847,46:09.0,195.6,406.9,06:46.9,5
-0.080221586,-0.123266436,1.282576442,0.146720514,-0.060019754,1.404067755,42:53.3,204.6,369,-0.182288118,0.007087985,0.980514258,-0.063627958,-0.082674816,1.147397637,46:10.0,196.2,407.9,06:47.9,2
0.13770929,0.160243094,0.930434585,-0.119616732,-0.021229807,-0.109656364,42:53.8,205.1,370,0.218686216,-0.122060305,1.031081349,-0.144720322,0.06530729,-0.545462675,46:11.1,196.7,409,06:49.0,3
