acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label,
0.01236474141,0.6766628623,0.6959982514,-0.02248829603,-0.001945021213,0.0006351149641,2022-07-08 18:12:07,50.8,1,0.02121401764,0.6799405813,0.6936830878,-0.03134584427,0.002941900573,0.0000242497772,12:07.8,0,12.5,,
0.03006329387,0.6832183003,0.6913679242,-0.04020339251,0.007828822359,-0.0005866154097,2022-07-08 18:12:08,51.3,2,0.01333452528,0.6852820516,0.6843007505,-0.03348387033,0.005843510735,0.0007878313772,12:08.9,0.5,13.6,,
0.01527409256,0.6837038994,0.6867377162,-0.03501103818,0.008439688012,-0.0005866154097,2022-07-08 18:12:08,51.9,3,0.01309207967,0.6852820516,0.6874688268,-0.03760720789,0.005538077676,-0.001961062197,12:10.0,1.1,14.7,,
0.01139495801,0.6868602037,0.6818637848,-0.03195670247,0.003247333458,0.002162278164,2022-07-08 18:12:09,52.4,4,0.01418308634,0.6823685169,0.7174435258,-0.0388289392,0.004774496425,-0.00211377861,12:11.1,1.6,15.8,,
0.01187985018,0.6873458028,0.6884436011,-0.03714905679,0.003552765818,-0.001197480597,2022-07-08 18:12:09,53,5,0.01333452528,0.6860104501,0.6864940524,-0.03684362769,0.004774496309,-0.0001284665777,12:12.1,2.2,16.9,,
0.01430430915,0.6832183003,0.6864940524,-0.038065359,0.007523389533,-0.002724643797,2022-07-08 18:12:10,53.5,6,0.01478920085,0.6813973784,0.6561537385,-0.04066153616,0.005996226799,0.001704129158,12:13.2,2.7,17.9,,
0.0121222958,0.6812759638,0.6884436011,-0.03592732549,0.004163631238,-0.00211377861,2022-07-08 18:12:11,54.1,7,0.0117586269,0.6855248511,0.6866158545,-0.03730178624,0.005079928786,-0.0007393317064,12:14.3,3.3,19,,
0.01624387689,0.6834610701,0.7464434505,-0.04173055291,0.005385361612,-0.00211377861,2022-07-08 18:12:11,54.6,8,0.0117586269,0.6866173744,0.7159813344,-0.03684362769,0.004927212838,-0.000433899113,12:15.4,3.8,20.1,,
0.0121222958,0.6873458028,0.6857629418,-0.03531646729,0.002941900631,0.001245980267,2022-07-08 18:12:12,55.1,9,0.03636688786,0.6977858245,0.6644394398,-0.04203598201,0.004316347535,-0.002571927733,12:16.5,4.3,21.2,,
0.01454675477,0.6846750975,0.687225163,-0.0383707881,0.006607091986,-0.001502913423,2022-07-08 18:12:12,55.7,10,0.008904653136,0.7090757191,0.6077799797,-0.03592733294,-0.05386856385,-0.06793451123,12:17.5,4.9,22.3,,
0.01648632251,0.6846750975,0.6867377162,-0.038065359,0.005385361612,0.0006351149641,2022-07-08 18:12:13,56.2,11,-0.01157730445,0.7277707756,0.6299563646,-0.04371586442,0.03989924863,0.01224155352,12:18.6,5.4,23.3,,
0.0130920792,0.6781196594,0.6255697608,-0.04325771332,0.006607091986,0.002773143351,2022-07-08 18:12:13,56.7,12,-0.007714545354,0.6413365901,0.6922208667,-0.0392870903,0.08495055791,0.04736630619,12:19.7,5.9,24.4,,
0.01115251239,0.6844322681,0.6877124906,-0.03470560908,0.005079928786,0.0003296823706,2022-07-08 18:12:14,57.3,13,-0.009516342601,0.6605171859,0.6853973866,-0.007063947618,-0.003624900361,0.02216811525,12:20.8,6.5,25.5,,
0.01236474141,0.686617434,0.6855192184,-0.0398979634,0.005079928786,-0.001808345784,2022-07-08 18:12:14,57.8,14,-0.02406647545,0.7289847136,0.6908805668,-0.09151607007,0.08464512974,0.08050574735,12:21.9,7,26.6,,
0.01018272806,0.6871029735,0.6843007803,-0.03440016508,0.005385361612,-0.001197480597,2022-07-08 18:12:15,58.4,15,-0.002233173698,0.6813973784,0.6969729662,-0.04783920944,0.09105921164,0.05118421372,12:22.9,7.6,27.7,,
0.01333452575,0.6861317754,0.7476618886,-0.0392870903,0.004469064064,0.0003296823706,2022-07-08 18:12:15,58.9,16,0.04715572763,0.6678009629,0.6321496069,-0.03272029012,-0.05386856571,-0.004862672184,12:24.0,8.1,28.7,,
0.0130920792,0.6897736788,0.6855192184,-0.03714905679,0.006607091986,0.0009405475575,2022-07-08 18:12:16,59.4,17,0.2285052761,0.6418221593,0.7357207835,-0.03837079555,-0.6459497288,-0.5693021566,12:25.1,8.6,29.8,,
0.05964169651,0.7057979703,0.6433596611,-0.04692290723,0.002025603084,-0.006084403023,2022-07-08 18:12:16,60,18,0.05091364309,0.6678009629,0.6447000206,-0.06876133382,-0.100141611,-0.1134439697,12:26.2,9.2,30.9,,
0.02521437593,0.7332335711,0.6024186611,-0.04783920944,-0.03523717448,-0.04395804927,2022-07-08 18:12:17,60.5,19,0.07915859204,0.7127176523,0.6668764353,-0.05761304498,0.01821353333,-0.06136770546,12:27.2,9.7,32,5,
-0.007405069657,0.6849178672,0.6131412983,-0.02401545644,-0.07249995321,-0.09191097319,2022-07-08 18:12:18,61.1,20,0.004418725148,0.6896522939,0.6579814851,-0.04279956222,0.03409602866,0.03026208002,12:28.3,10.3,33.1,5,
0.05188342929,0.7176948786,0.5924270153,-0.04722833633,-0.03676433861,-0.07389044762,2022-07-08 18:12:18,61.6,21,-0.02875635307,0.7042198777,0.6300782263,0.0204249844,0.02661293,-0.0741958702,12:29.4,10.8,34.1,5,
-0.07503803819,0.7378466725,0.667485714,-0.04020339251,0.1165628359,0.09837355465,2022-07-08 18:12:19,62.1,22,-0.008402880281,0.6965718865,0.6589562595,-0.02844423056,-0.003472184297,-0.001808346016,12:30.5,11.3,35.2,5,
-0.04961396381,0.6584534645,0.8378297091,0.00438977778,0.1458843648,0.05164236203,2022-07-08 18:12:19,62.7,23,-0.03937028535,0.7130817771,0.7168342769,-0.03913437575,-0.001792305149,-0.004251806764,12:31.5,11.9,36.3,5,
0.0341848731,0.6242197156,0.5466120243,-0.08296395838,0.02401675098,0.04309025034,2022-07-08 18:12:20,63.2,24,0.001585182734,0.6835824847,0.6763806343,-0.03699634224,0.002636468154,-0.001350197126,12:32.6,12.4,37.3,5,
-0.02048736066,0.6395156384,0.7425442934,-0.04081425071,-0.007748240605,0.03178924322,2022-07-08 18:12:20,63.8,25,0.004971656948,0.6483775973,0.6021749079,-0.0392870903,0.0179081019,-0.0141783678,12:33.7,13,38.4,5,
0.001454675454,0.6815187335,0.6282504797,0.02668635547,0.0004984398838,0.01254698727,2022-07-08 18:12:21,64.3,26,-0.04850320518,0.699121207,0.6111916602,-0.05425329506,0.01363204222,0.02064095181,12:34.8,13.5,39.5,5,
-0.04270256683,0.6873458028,0.615090847,-0.1211430281,0.06097409874,0.0745498091,2022-07-08 18:12:21,64.9,27,0.0530105615,0.6667084098,0.512860015,-0.03134583682,0.01607550401,0.03682888113,12:35.8,14.1,40.6,5,
-0.005430384073,0.7706236243,0.7666702867,-0.061889112,0.1083161607,0.0864616856,2022-07-08 18:12:22,65.4,28,0.0257429909,0.725464195,0.5288221687,-0.05562773347,0.006912526675,-0.01219305443,12:36.9,14.6,41.6,5,
-0.04665193707,0.6820043921,0.728166163,-0.08326940238,0.1049563959,0.07516067475,2022-07-08 18:12:22,65.9,29,-0.003437128849,0.7039770782,0.658590734,-0.0150052011,-0.03340458032,-0.04594336078,12:38.0,15.1,42.7,5,
0.04218558967,0.6807903647,0.6657797694,-0.01240901649,0.07716202736,0.02720775269,2022-07-08 18:12:23,66.5,30,0.03794278856,0.6849178672,0.6100950539,-0.0757862851,0.00889783632,-0.034795071,12:39.0,15.7,43.8,5,
0.02569926716,0.6769056916,0.6528638601,-0.05180983245,-0.06150438264,0.003994873725,2022-07-08 18:12:23,67,31,-0.04307889985,0.7337191701,0.5235826969,-0.08510197699,0.009508702205,0.02323712851,12:40.1,16.2,44.9,5,
0.0686121881,0.6586962342,0.6114353538,-0.0136307478,-0.04623274878,-0.01372021809,2022-07-08 18:12:24,67.5,32,-0.1619851245,0.701913327,0.7157376409,-0.06234725565,0.3175375094,0.348370159,12:41.2,16.7,45.9,5,
0.1692272574,0.6409723759,0.7203679085,-0.0634162724,-0.2493454367,-0.1673528254,2022-07-08 18:12:25,68.1,33,-0.06652220804,0.5626718104,0.7580190897,-0.05944564193,0.5672286414,0.5679762028,12:42.3,17.3,47,5,
0.2877832949,0.6426719427,0.7510736585,-0.01332531869,-1.042554021,-0.9712514877,2022-07-08 18:12:25,68.6,34,0.3369998187,0.5687416196,0.8346616924,-0.2379710078,-0.8006513417,-0.8533545136,12:43.3,17.8,48.1,5,
0.07806758583,0.6533548236,0.7001410723,-0.07593899965,-0.1641297489,-0.2098079622,2022-07-08 18:12:26,69.2,35,0.0001071989536,0.631867677,0.6327588856,-0.01515791565,-0.3087520748,-0.3779486213,12:44.4,18.4,49.1,2,
0.02375970036,0.6822471023,0.5892589688,-0.06158366799,-0.03615347296,-0.01707997732,2022-07-08 18:12:26,69.7,36,-0.03714876529,0.6818829477,0.6465277374,-0.07273195684,0.0360813411,0.03484356916,12:45.5,18.9,50.2,3,
0.1318905801,0.7130818367,0.6833259463,-0.05516958237,0.04906222969,-0.1035174057,2022-07-08 18:12:27,70.2,37,0.07272549905,0.9620655775,0.5481960475,0.1415290162,-0.01966011152,0.04919890035,12:46.6,19.4,51.3,5,
0.02642660402,0.7123534679,0.6504269242,-0.06005650759,-0.01263516303,-0.01921800524,2022-07-08 18:12:27,70.8,38,-0.1120633911,0.7515644431,0.6431159675,-0.06799775362,-0.05447943136,-0.06549104583,12:47.7,20,52.4,5,
-0.04837978631,0.6856462359,0.661880672,-0.02798607945,0.05303285271,0.07180091739,2022-07-08 18:12:28,71.3,39,0.02199825086,0.753385365,0.6745528579,-0.01989211887,-0.05142510496,-0.06228400394,12:48.7,20.5,53.5,5,
0.05721723661,0.6936583519,0.6540822983,-0.05761304498,0.0151592046,-0.01127675734,2022-07-08 18:12:28,71.9,40,0.01683074236,0.7197585702,0.7267040312,-0.04615932703,0.1187008694,0.04385383055,12:49.8,21.1,54.5,2,
-0.01604431681,0.6778768897,0.630200088,-0.01821224391,0.07044251263,-0.1270357072,2022-07-08 18:12:29,72.4,41,-0.006420603022,0.570805341,0.7113511264,-0.06089804322,0.09745114297,0.01310631447,12:50.9,21.6,55.6,5,
-0.04146838933,0.7305628657,0.6299563646,0.05906221271,-0.01721665263,-0.02135603316,2022-07-08 18:12:29,72.9,42,0.009819060506,0.6924444139,0.6762587428,-0.04051201791,0.008242661133,0.006182544748,12:52.0,22.1,56.7,5,
-0.03159496188,0.7407601476,0.7730063796,-0.04050882161,-0.00469391467,-0.00364094181,2022-07-08 18:12:30,73.5,43,0.01030395133,0.7345689237,0.6338554919,-0.03409793228,-0.03833581414,0.006029828393,12:53.0,22.7,57.8,5,
0.01478920132,0.6523836255,0.5449061394,-0.01637963951,-0.002250453923,2.42E-05,2022-07-08 18:12:30,74,44,-0.01315421425,0.7366326749,0.5999816656,-0.03745768964,0.01603119262,-0.02176453988,12:54.1,23.2,58.8,5,
-0.04171522334,0.7373610735,0.7330400944,-0.03440016508,-0.02576876618,-0.003335508984,2022-07-08 18:12:31,74.5,45,0.03939746227,0.7641896307,0.6612714231,-0.01745185256,0.04443642683,0.002822784707,12:55.2,23.7,59.9,5,
-0.03702534735,0.6888024807,0.7006284595,-0.04386858642,0.02218415588,-0.005168104544,2022-07-08 18:12:32,75.1,46,0.00973007828,0.690623492,0.6234983802,-0.05364561826,-0.02749295626,-0.04513013549,12:56.2,24.3,61,5,
0.01575898379,0.6623381376,0.6526201963,-0.04845006764,-0.0004178581294,-0.003030076623,2022-07-08 18:12:32,75.6,47,-0.0570190344,0.6341742277,0.5665951669,-0.03440336138,0.009464391507,0.008167856373,12:57.3,24.8,62,5,
-0.01258861832,0.7048268318,0.7001410723,-0.02554261684,0.005690794438,0.0003296823706,2022-07-08 18:12:33,76.1,48,0.006041394197,0.7300772369,0.5064020753,-0.03654139489,0.0421456825,0.09002379887,12:58.4,25.3,63.1,5,
0.05067119375,0.6620953679,0.5941329002,-0.04997722805,-0.03706977144,-0.02074516937,2022-07-08 18:12:33,76.7,49,0.2990570441,0.4432178587,0.5138348043,-0.3208991587,-0.6243082881,-0.6033082791,12:59.4,25.9,64.2,5,
-0.04072787985,0.6346598268,0.6102169156,-0.02859695256,0.07288597524,-0.007611566223,2022-07-08 18:12:34,77.2,50,-0.03381648305,0.646435231,0.7519266009,-0.1188554913,-0.4375362694,-0.4591440558,13:00.5,26.4,65.3,4,
