acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,,,,,,,,
-0.070841834,0.668407977,0.862686872,-0.060135499,0.180365011,0.124651618,13:47.8,12619.1,,,,,,,,
-0.124405168,0.764553785,0.782997966,-0.097092852,-0.060010467,-0.025315801,13:48.3,12619.7,,,,,,,,
-0.080715261,0.623976886,0.636536121,-0.10442324,-0.074671239,-0.142296493,13:48.9,12620.2,,,,,,,,
-0.101202615,0.471017599,0.766426623,0.161914021,0.023067206,-0.042725462,13:49.4,12620.8,,,,,,,,
0.166802794,1.15957737,0.273427874,-0.338690042,-0.019387929,0.004005731,13:50.0,12621.3,,,,,,,,
-0.010367097,0.5933851,0.503721356,-0.001186997,-0.017249901,-0.037838541,13:50.5,12621.9,,,,,,,,
0.085340962,0.670350313,0.726460338,-0.031424835,-0.198676869,-0.287071556,13:51.1,12622.4,,,,,,,,
0.108858213,0.648013413,0.740838468,-0.03814435,-0.239910275,-0.249808773,13:51.6,12623,,,,,,,,
0.17868264,0.547254443,0.472528189,-0.166731492,-0.395680904,-0.425127089,13:52.2,12623.5,,,,,,,,
0.006788486,0.808742046,0.944812715,-0.046696469,-0.505331218,-0.5720402,13:52.7,12624,,,,,,,,
0.244385481,0.916784763,1.121736646,0.023858473,-0.239299417,-0.514924288,13:53.3,12624.6,,,,,,,,
0.017698551,0.66670841,0.605830371,0.05623433,-0.358112693,-0.377479613,13:53.8,12625.1,,,,,,,,
0.173591286,0.718180418,0.67333442,-0.107477561,-0.322987944,-0.31211701,13:54.4,12625.7,,,,,,,,
-0.131316558,0.702884555,0.561233819,-0.086402699,0.051167008,0.07364437,13:54.9,12626.2,,,,,,,,
-0.218696386,0.603825092,0.815897048,-0.011877149,0.620493412,0.61823076,13:55.5,12626.8,,,,,,,,
-0.127120361,0.552110314,0.669678926,-0.042114973,0.667835474,0.693672597,13:56.0,12627.4,,,,,,,,
-0.053563334,0.652383626,0.781779468,-0.037838921,0.050250709,0.067535713,13:56.6,12627.9,,,,,,,,
0.185471117,0.680547595,0.715493977,-0.109310135,-0.421031833,-0.498430908,13:57.1,12628.5,,,,,,,,
0.081704274,0.553809822,0.40088132,-0.05127795,-0.535263598,-0.58028686,13:57.7,12629,,,,,,,,
0.149831578,0.642429173,0.632637024,-0.084570095,-0.657131255,-0.695434988,13:58.2,12629.6,,,,,,,,
-0.290772378,0.965343297,1.092980385,0.0296617,-0.267093778,-0.334719032,13:58.8,12630.1,,,,,,,,
-0.11625959,0.692929983,0.663830221,-0.068993047,0.198385537,0.274924487,13:59.3,12630.6,,,,,,,,
-0.031841796,0.757512867,0.679426789,-0.121527448,0.268024176,0.298748225,13:59.9,12631.2,,,,,,,,
0.008485607,0.572504938,0.644090772,-0.041198671,0.050556142,0.016528469,14:00.4,12631.8,,,,,,,,
0.017940998,0.720122755,0.823451698,-0.152070716,0.006879277,0.032716397,14:01.0,12632.3,,,,,,,,
0.044367604,0.820396125,0.976980627,-0.223236516,0.045363788,0.05195865,14:01.5,12632.9,,,,,,,,
-0.008639248,0.757512867,0.848308742,-0.140769705,0.018485716,0.006143759,14:02.1,12633.4,,,,,,,,
0.034669768,0.681275964,0.69112426,-0.129468694,-0.025191149,-0.011876767,14:02.6,12634,,,,,,,,
-0.043196239,0.670835853,0.696485579,-0.043947563,0.099425361,0.07944759,14:03.2,12634.5,,,,,,,,
0.022789916,0.570562541,0.582435489,-0.113280788,0.006573844,-0.006073547,14:03.7,12635.1,,,,,,,,
-0.034803826,0.69438678,0.646284044,-0.084570095,0.021540042,0.019582795,14:04.3,12635.6,,,,,,,,
0.052610762,0.628589988,0.76350224,-0.0415041,0.049334414,0.030272936,14:04.8,12636.2,,,,,,,,
0.00121223,0.581488192,0.800056756,-0.063800693,0.123554535,0.017444767,14:05.4,12636.7,,,,,,,,
-0.305582523,0.383855075,0.763258517,0.768503249,0.614690185,0.183905542,14:06.0,12637.3,,,,,,,,
0.068854645,0.558908522,0.528822124,-0.025621608,0.20388332,0.25415507,14:06.5,12637.8,,,,,,,,
0.100857504,0.590471566,0.710619986,-0.087319002,-0.276562184,-0.290736735,14:07.1,12638.4,,,,,,,,
-0.00394937,0.626404881,0.746930897,-0.041198671,-0.116210073,-0.106560878,14:07.6,12638.9,,,,,,,,
-0.113050722,0.594599009,0.625082433,-0.094954804,0.195331216,0.236134529,14:08.2,12639.5,,,,,,,,
0.013576971,0.598483682,0.922636271,-0.044863865,0.185557365,0.159165502,14:08.7,12640,,,,,,,,
-0.16834192,0.73954618,0.993064702,-0.240340754,0.212740868,-0.060135119,14:09.2,12640.6,,,,,,,,
0.016971214,0.49845314,0.710132658,-0.076628864,0.05727566,0.052569516,14:09.8,12641.1,,,,,,,,
-0.00567722,0.534871995,0.813460052,-0.082432076,0.032230187,0.008281787,14:10.4,12641.7,,,,,,,,
0.009212945,0.643157542,0.715250254,-0.052805111,0.006879277,0.002784,14:10.9,12642.2,,,,,,,,
-0.012341782,0.69487232,0.628981531,0.007059678,-0.001061972,0.007976355,14:11.5,12642.8,,,,,,,,
0.000242446,0.738089442,0.653838634,-0.050361648,0.037422542,0.023858851,14:12.0,12643.3,,,,,,,,
0.018425889,0.670107484,0.7157377,-0.073418543,0.117178835,0.01863254,14:12.6,12643.9,,,,,,,,
-0.072569683,0.653597653,0.645552933,-0.017218947,0.033490296,0.081857093,14:13.1,12644.5,,,,,,,,
-0.053069666,0.77329433,0.724267066,0.025847062,0.199645638,0.078802764,14:13.7,12645,,,,,,,,
0.031760417,0.568377435,0.681863785,-0.061812103,0.002336169,0.020465136,14:14.2,12645.5,,,,,,,,
-0.04467725,0.572747648,0.699166238,-0.019356966,-0.085017562,-0.086436287,14:14.8,12646.1,,,,,,,,
0.059156805,0.698999822,0.545149863,-0.041958988,-0.180923417,-0.116063245,14:15.3,12646.6,,,,,,,,
0.090674773,0.730562866,0.914594233,-0.061201245,-0.234984979,-0.207998455,14:15.9,12647.2,,,,,,,,
0.07855247,0.713324547,0.651889086,-0.045624182,-0.285075933,-0.255645961,14:16.4,12647.7,,,,,,,,
0.105948865,0.632231832,0.695023417,-0.035544902,-0.33730492,-0.326811761,14:16.9,12648.3,,,,,,,,
0.215534419,0.629561126,0.582922816,-0.094493389,-0.336388618,-0.319786817,14:17.5,12648.8,,,,,,,,
0.061823711,0.612808466,0.789821446,-0.080138057,-0.293017179,-0.294435918,14:18.1,12649.4,,,,,,,,
-0.019500017,0.639515638,0.730846822,-0.06761533,-0.238039315,-0.273361057,14:18.6,12649.9,,,,,,,,
-0.207095116,0.742216885,0.523948193,-0.063339263,-0.329363674,-0.07299725,14:19.1,12650.5,,,,,,,,
0.063035935,0.538028359,1.03668642,-0.005307063,-0.216048166,-0.209220186,14:19.7,12651,,,,,,,,
0.103524402,0.729106128,0.7566787,-0.126258373,-0.194057018,-0.163405299,14:20.2,12651.6,,,,,,,,
0.107645988,0.68904531,0.659199953,0.018516675,-0.108230442,-0.268779576,14:20.8,12652.1,,,,,,,,
0.028608618,0.721822321,0.757409811,-0.074029416,-0.141522601,-0.145995632,14:21.3,12652.7,,,,,,,,
0.070794202,0.732747972,0.703796506,-0.030352548,-0.091737077,-0.09926445,14:21.9,12653.2,,,,,,,,
-0.045664594,0.709682703,0.990384042,0.085711852,0.115040809,-0.30054456,14:22.4,12653.8,,,,,,,,
0.096008584,0.762368739,0.74912411,-0.188872069,-0.068829633,-0.151798859,14:23.0,12654.3,,,,,,,,
0.158802062,0.683703899,0.620452166,-0.008972257,-0.024847336,-0.114230655,14:23.5,12654.9,,,,,,,,
0.204139471,0.570805311,0.629225254,-0.052954555,-0.271331459,-0.378124446,14:24.1,12655.4,,,,,,,,
0.136981949,0.602611184,0.577074111,-0.006834239,-0.522397041,-0.517401695,14:24.6,12655.9,,,,,,,,
0.255053103,0.719394386,0.764964402,-0.054176286,-0.650984168,-0.687222242,14:25.2,12656.5,,,,,,,,
-0.142424181,0.288437575,0.539544821,-0.417335659,-0.210244939,-0.255340517,14:25.7,12657,,,,,,,,
-0.272506535,0.51496309,0.566595137,0.097623728,0.756449342,0.529315889,14:26.3,12657.6,,,,,,,,
-0.220424235,0.556480587,0.471066028,-0.32601133,0.315404594,0.769996762,14:26.8,12658.2,,,,,,,,
0.112979792,0.982095957,0.803468525,0.001107022,0.13122873,0.109651461,14:27.4,12658.7,,,,,,,,
0.01187985,0.577603519,1.137333155,0.263779074,-0.566379368,-0.74097842,14:27.9,12659.3,,,,,,,,
0.107645988,1.074357152,1.452920675,0.008742839,-0.634185374,-0.711656868,14:28.5,12659.8,,,,,,,,
0.103524402,0.807770848,0.909232914,-0.019967839,-0.60242039,-0.688444018,14:29.0,12660.3,,,,,,,,
-0.024930399,0.523218036,0.818577707,-0.318986386,-0.057528622,-0.309402108,14:29.5,12660.9,,,,,,,,
-0.092563368,0.657239497,0.929703474,-0.180319965,0.182846844,0.126144826,14:30.1,12661.4,,,,,,,,
-0.271025538,0.553567111,1.469979405,0.380454332,0.134893924,0.003360908,14:30.7,12662,,,,,,,,
-0.014316468,0.614750803,0.766670287,-0.076167434,0.027381644,0.012523887,14:31.2,12662.5,,,,,,,,
-0.069113985,0.797330797,0.623620212,-0.05784148,0.027381644,0.003360908,14:31.8,12663.1,,,,,,,,
-0.106386162,0.70579797,0.626300871,-0.081359804,0.058841206,0.058033347,14:32.3,12663.7,,,,,,,,
-0.124651998,0.71672368,0.727435052,-0.058452338,0.145889491,0.138667569,14:32.9,12664.2,,,,,,,,
-0.11156971,0.707740307,0.640922725,-0.072196811,0.22408025,0.171654284,14:33.4,12664.8,,,,,,,,
-0.014563303,0.810198843,0.754241765,-0.020578697,0.060062937,0.06200397,14:34.0,12665.3,,,,,,,,
-0.059981063,0.684189439,0.676502407,-0.070669651,0.115957104,0.094990693,14:34.5,12665.8,,,,,,,,
-0.119715296,0.575418413,0.540032268,-0.058146909,-0.059055787,-0.095599264,14:35.1,12666.4,,,,,,,,
0.083886288,0.646313787,0.630443752,-0.058452338,-0.326003909,-0.3701832,14:35.6,12667,,,,,,,,
-0.10169629,0.708711505,0.727435052,-0.113124788,-0.014768058,-0.029625813,14:36.2,12667.5,,,,,,,,
-0.15081659,0.687831342,0.779586196,-0.073723972,0.396955103,0.361022502,14:36.7,12668.1,,,,,,,,
-0.02270888,0.667193949,0.754729152,-0.059979513,0.112902783,0.002139178,14:37.3,12668.6,,,,,,,,
0.102069736,0.720365584,0.623863935,-0.094798833,-0.259114176,-0.275499076,14:37.9,12669.2,,,,,,,,
0.075885572,0.711139441,0.613872349,-0.033712298,-0.257586986,-0.288938105,14:38.4,12669.7,,,,,,,,
-0.18586725,0.66112417,0.507620513,0.316313475,-0.122280337,-0.299322844,14:38.9,12670.2,,,,,,,,
0.035881996,0.592413902,0.646284044,-0.099685758,-0.475055039,-0.478611767,14:39.5,12670.8,,,,,,,,
0.020123012,0.648013413,0.835392773,-0.042569846,-0.328752786,-0.389425457,14:40.0,12671.4,,,,,,,,
-0.102683626,0.689773679,0.673578084,-0.039210096,0.053037986,-0.057420183,14:40.6,12671.9,,,,,,,,
-0.318171173,0.474659503,0.719393075,-0.068226188,0.731709301,0.809703052,14:41.1,12672.5,,,,,,,,
-0.33939901,0.745858788,0.807611346,-0.136337668,0.94734472,1.012204885,14:41.7,12673,,,,,,,,
-0.170810267,0.728620529,0.655788243,-0.004390776,0.820284784,0.850630999,14:42.2,12673.6,,,,,,,,
0.188865364,0.769166887,0.774224877,-0.148249537,-0.049281944,-0.033901874,14:42.8,12674.1,,,,,,,,
0.241961017,0.636359334,0.806880236,-0.063950136,-0.664423227,-0.737007797,14:43.4,12674.7,,,,,,,,
0.299420685,0.540213466,0.671141088,-0.104878098,-0.891970515,-0.985019088,14:43.9,12675.2,,,,,,,,
-0.109348193,0.596298516,0.509082675,-0.078000039,-0.298514962,-0.324979156,14:44.4,12675.8,,,,,,,,
-0.055291187,0.634174168,0.662611723,-0.114346504,0.276614666,0.276417673,14:45.0,12676.3,,,,,,,,
0.047034506,0.744159281,0.661149561,0.040813252,0.120538592,0.060171377,14:45.5,12676.9,,,,,,,,
-0.00394937,0.735175908,0.692099035,-0.063339263,-0.013240895,0.018021675,14:46.1,12677.4,,,,,,,,
-0.130329221,0.747801125,0.739132524,-0.095409691,0.115651675,0.106597133,14:46.7,12678,,,,,,,,
-0.048379786,0.735175908,0.81199795,-0.095104247,-0.006215945,0.014661916,14:47.2,12678.5,,,,,,,,
-0.017031658,0.573476076,0.516149938,-0.068837062,0.048151065,0.029017249,14:47.8,12679.1,,,,,,,,
-0.052575991,0.687831342,0.623132825,-0.060895801,-0.019044116,-0.055893023,14:48.3,12679.6,,,,,,,,
0.055520114,0.705312431,0.627031982,-0.062117532,-0.135108516,-0.161572695,14:48.8,12680.2,,,,,,,,
0.143043086,0.708225965,0.713788033,-0.048067629,-0.289657414,-0.338112772,14:49.4,12680.7,,,,,,,,
-0.062449418,0.561093628,0.61460346,-0.053259984,-0.209634081,-0.192115963,14:50.0,12681.3,,,,,,,,
-0.161430523,0.691473246,0.712569594,-0.088079304,0.418640822,0.341780245,14:50.5,12681.8,,,,,,,,
-0.376671195,0.356176734,0.268310249,-0.122898638,0.404896349,0.501216114,14:51.1,12682.4,,,,,,,,
-0.091082357,0.709682703,0.628494143,-0.073418543,0.336784869,0.466702193,14:51.6,12682.9,,,,,,,,
0.079037368,0.778150201,0.900947213,0.011491731,0.12206576,0.039096523,14:52.2,12683.5,,,,,,,,
0.040973358,0.724007428,0.686250329,-0.071280509,-0.379454613,-0.353078961,14:52.7,12684,,,,,,,,
0,0.755570531,1.091518164,-0.920077801,-0.260641336,-0.406224251,14:53.3,12684.6,,,,,,,,
-0.047886115,0.616450369,0.187890276,-0.146111518,-0.295460641,-0.09926445,14:53.8,12685.1,,,,,,,,
-0.070841834,0.723764658,0.607536256,0.140384287,0.382294357,-0.192726836,14:54.4,12685.7,,,,,,,,
-0.161924183,0.789075851,-0.020728458,-0.05600889,0.024632752,0.191201985,14:54.9,12686.2,,,,,,,,
0.038306456,0.592171073,0.505427301,0.068607628,0.051816255,0.01405105,14:55.5,12686.8,,,,,,,,
0.087038085,0.860942483,0.758871973,-0.17543304,-0.039508101,0.026268356,14:56.0,12687.3,,,,,,,,
-0.042455733,0.731534004,0.572687566,-0.119844288,0.03135227,0.010691292,14:56.6,12687.9,,,,,,,,
-0.07972791,0.692929983,0.670653701,-0.07097508,0.021272991,0.025352059,14:57.1,12688.5,,,,,,,,
0.015031647,0.782763243,0.745468676,0.047227345,0.048761927,0.046426907,14:57.7,12689,,,,,,,,
0.042670481,0.727406561,0.610704303,0.00171788,0.035322893,0.020159703,14:58.2,12689.6,,,,,,,,
-0.020240523,0.698028684,0.595838785,-0.081970662,0.07594543,0.097434156,14:58.8,12690.1,,,,,,,,
0.049701411,0.779606938,0.832955837,-0.066088155,0.233243227,0.190285683,14:59.3,12690.6,,,,,,,,
-0.069113985,0.702156126,0.657494068,-0.191010118,0.297078639,0.246790722,14:59.9,12691.2,,,,,,,,
0.338696957,0.971170247,0.802493751,-0.162910312,-0.181534275,-0.058031049,15:00.4,12691.8,,,,,,,,
0.064248167,0.692201614,0.608023643,-0.043791577,-0.462837726,-0.476168305,15:01.0,12692.3,,,,,,,,
0.125586987,0.663552105,0.592914462,-0.127480119,-0.340359241,-0.444403321,15:01.5,12692.9,,,,,,,,
-0.006417727,0.688559771,0.671872199,-0.041653544,-0.254532665,-0.272750199,15:02.1,12693.4,,,,,,,,
-0.270038217,0.712353468,0.508351624,-0.093882531,0.242100775,0.226937592,15:02.7,12694,,,,,,,,
-0.234000191,0.686617434,0.739376247,-0.065782726,0.797377288,0.789544463,15:03.2,12694.5,,,,,,,,
-0.135759607,0.923097372,0.731334269,-0.079527199,0.652296841,0.660651922,15:03.7,12695.1,,,,,,,,
0.136254609,0.628347158,0.529796958,-0.108543307,-0.052641701,-0.047951773,15:04.3,12695.6,,,,,,,,
0.192502066,0.77305156,0.735720813,-0.010804862,-0.5028494,-0.544279814,15:04.8,12696.2,,,,,,,,
0.179167539,0.679090858,0.495435715,-0.166270047,-0.771935523,-0.798094273,15:05.4,12696.7,,,,,,,,
0.236142322,0.650198519,0.647015154,-0.004696205,-0.950613618,-1.038469672,15:06.0,12697.3,,,,,,,,
0.032487754,0.639030039,0.671872199,-0.088384748,-0.898995459,-0.927597761,15:06.5,12697.8,,,,,,,,
0.078794926,0.571048141,0.61533457,0.000801578,-0.82416451,-0.871092677,15:07.1,12698.4,,,,,,,,
-0.058746886,0.441154093,0.946762264,-0.133283347,-0.632047355,-0.590094686,15:07.6,12698.9,,,,,,,,
0.001697121,0.642914712,0.760577857,-0.041653544,-0.342191845,-0.359798491,15:08.2,12699.5,,,,,,,,
-0.104658313,0.552838683,0.631174803,-0.035717502,0.051658925,0.100509003,15:08.7,12700,,,,,,,,
-0.100955777,0.62713325,0.759846747,-0.057403222,0.242248878,0.25200358,15:09.3,12700.6,,,,,,,,
-0.107867181,0.467132896,0.929459751,-0.04640764,0.329908043,0.374482065,15:09.8,12701.1,,,,,,,,
0.053095657,0.504522979,0.639460504,-0.095582291,0.040052485,0.019874785,15:10.4,12701.7,,,,,,,,
0.122677632,0.604310751,0.662124336,-0.010672018,-0.376557618,-0.388183206,15:10.9,12702.2,,,,,,,,
0.035639551,0.717937648,0.749367833,-0.126736417,-0.482237309,-0.505774796,15:11.5,12702.8,,,,,,,,
-0.131316558,0.5933851,0.821745753,-0.105050698,0.321661353,0.334164947,15:12.0,12703.3,,,,,,,,
-0.178709,0.685403407,0.565620422,-0.090389952,0.238583699,0.200996339,15:12.6,12703.9,,,,,,,,
-0.04072788,0.44843787,1.014753699,-0.014642641,0.163447261,0.107839383,15:13.1,12704.5,,,,,,,,
0.13576971,0.594599009,0.742788017,-0.032663167,-0.482848167,-0.419337332,15:13.7,12705,,,,,,,,
0.105706416,0.500881076,0.731821656,-0.080310658,-0.539047778,-0.648106396,15:14.2,12705.5,,,,,,,,
-0.025670907,0.678848028,0.797376096,-0.139564589,-0.185662225,-0.224471316,15:14.8,12706.1,,,,,,,,
0.124374762,0.594356179,0.779098809,-0.059846669,0.188492745,0.127387077,15:15.3,12706.6,,,,,,,,
-0.498114347,0.316601515,0.258562356,-0.196680501,0.04066335,0.348520279,15:15.9,12707.2,,,,,,,,
-0.152050748,0.674234986,0.671384811,-0.080921516,0.426119328,0.469471604,15:16.4,12707.7,,,,,,,,
-0.323354691,0.591199934,0.889249802,-0.024111062,0.70864445,0.692131937,15:17.0,12708.3,,,,,,,,
-0.254487544,0.590228736,0.899485111,0.000628978,0.769730985,0.815526724,15:17.5,12708.8,,,,,,,,
-0.182411551,0.611837268,0.700384736,-0.078172639,0.649085104,0.662199557,15:18.1,12709.4,,,,,,,,
-0.021721536,0.69462955,0.727678776,-0.012810051,0.354342669,0.403803587,15:18.6,12709.9,,,,,,,,
-0.170069769,0.702641726,1.063493013,0.184499428,0.204375237,-0.047931258,15:19.1,12710.5,,,,,,,,
0.109343104,0.698999822,0.645796657,-0.091917112,-0.262631238,-0.269064486,15:19.7,12711,,,,,,,,
