acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,,,,,,,,
-0.04467725,0.653111994,0.712569594,-0.091917112,-0.180469871,-0.249516785,15:20.3,12711.6,,,,,,,,
-0.125145674,0.613779664,0.935308516,-0.036939234,-0.13251695,-0.175602093,15:20.8,12712.1,,,,,,,,
-0.001974685,0.562793195,0.812485278,-0.114824548,0.011036385,-0.025634676,15:21.4,12712.7,,,,,,,,
-0.015056974,0.619606674,0.724023342,-0.065344468,0.031500369,0.010406373,15:21.9,12713.2,,,,,,,,
-0.044430416,0.702398896,0.674552858,-0.060762972,0.046772003,0.049501747,15:22.5,12713.8,,,,,,,,
0.028851066,0.716480851,0.629225254,-0.033579469,0.042190515,0.007962911,15:23.0,12714.3,,,,,,,,
-0.002715192,0.68346107,0.644821882,-0.064733595,-0.00698414,-0.060148563,15:23.5,12714.9,,,,,,,,
0.122920074,0.681275964,0.600712717,-0.083059564,-0.115412727,-0.129176334,15:24.1,12715.4,,,,,,,,
0.010910066,0.7562989,0.70135957,-0.068398789,-0.266907305,-0.322209746,15:24.6,12716,,,,,,,,
0.077582695,0.59945488,0.787628174,-0.093138829,-0.158173278,-0.247378752,15:25.2,12716.5,,,,,,,,
-0.087873489,0.59387064,0.671872199,-0.015253514,0.163141832,0.240702569,15:25.7,12717.1,,,,,,,,
-0.1266267,0.727649331,0.756922424,-0.194847897,0.325326562,0.317977041,15:26.3,12717.6,,,,,,,,
0.047761846,0.572990477,0.683082283,-0.087030187,0.011036385,0.009795507,15:26.8,12718.2,,,,,,,,
0.056489896,0.78421998,0.672603309,-0.093444273,-0.129157186,-0.131314367,15:27.4,12718.7,,,,,,,,
0.030790633,0.730562866,0.726460338,-0.039077252,-0.275764853,-0.275173128,15:28.0,12719.3,,,,,,,,
-0.127614036,0.730320036,0.643603384,-0.009755731,0.023864556,0.008573777,15:28.5,12719.8,,,,,,,,
-0.167107731,0.557937324,0.799325645,-0.084586725,0.354342669,0.346076816,15:29.0,12720.3,,,,,,,,
-0.3026205,0.876723945,0.901190937,0.106308669,0.246219516,0.43098709,15:29.6,12720.9,,,,,,,,
0.322937965,0.753385365,0.649695814,-0.050683692,-0.346014351,-0.391542941,15:30.1,12721.4,,,,,,,,
0.12243519,0.801701069,0.810779393,0.070267618,-0.601661503,-0.601680636,15:30.7,12722,,,,,,,,
0.28317681,0.645585418,0.857569218,-0.045796782,-0.745825708,-0.784940183,15:31.2,12722.6,,,,,,,,
0.177712858,0.601882815,0.933602631,-0.128263578,-0.554319441,-0.580605805,15:31.8,12723.1,,,,,,,,
0.117101371,0.75605607,0.620695889,-0.039688125,-0.276375711,-0.328012973,15:32.3,12723.7,,,,,,,,
0.227899164,0.729834497,0.624351323,-0.08275412,-0.58638984,-0.647800982,15:32.9,12724.2,,,,,,,,
0.173591286,0.657725036,0.565133035,-0.045185909,-0.690236926,-0.760811031,15:33.4,12724.8,,,,,,,,
0.052610762,0.672535479,0.654813409,-0.063206434,-0.664275169,-0.747066557,15:34.0,12725.3,,,,,,,,
-0.366550952,0.45912075,0.253932118,-0.689954162,-0.223230436,0.091040589,15:34.5,12725.9,,,,,,,,
-0.294228077,0.980881989,0.800056756,-0.065955326,0.026002584,0.090735152,15:35.1,12726.4,,,,,,,,
0.045822278,0.628832757,0.679183066,0.002156153,0.024169989,0.053166937,15:35.6,12727,,,,,,,,
0.030790633,0.628347158,0.621183276,-0.007006839,0.031805802,0.000937962,15:36.2,12727.5,,,,,,,,
-0.030360786,0.769166887,0.689174712,-0.027470812,-0.007595005,-0.022885783,15:36.7,12728.1,,,,,,,,
0.028608618,0.653597653,0.661393285,-0.087641045,-0.015230821,-0.056483373,15:37.3,12728.6,,,,,,,,
-0.056031693,0.636602163,0.650670588,-0.126736417,0.071817473,-0.010973911,15:37.9,12729.2,,,,,,,,
-0.045911428,0.760183573,0.730359435,-0.080616102,0.066319689,0.089513421,15:38.4,12729.7,,,,,,,,
0.045822278,0.650198519,0.659931064,-0.052821726,-0.00698414,-0.019831456,15:38.9,12730.3,,,,,,,,
0.047519401,0.687831342,0.593889236,-0.081532404,0.085867375,-0.004254393,15:39.5,12730.8,,,,,,,,
-0.119715296,0.75605607,0.660662174,-0.09100081,0.02081023,0.011628103,15:40.0,12731.4,,,,,,,,
-0.04541776,0.678848028,0.697704077,-0.076340035,0.125879049,0.087375395,15:40.6,12731.9,,,,,,,,
0.212140173,0.59945488,0.57025063,-0.131928787,-0.194519773,-0.157581568,15:41.1,12732.5,,,,,,,,
0.100372612,0.586344063,0.826376021,0.08431752,-0.079066232,0.03453555,15:41.7,12733,,,,,,,,
-0.324342042,0.779606938,0.773250103,-0.136510268,0.456968009,0.354018062,15:42.3,12733.6,,,,,,,,
-0.162171021,0.738089442,0.632149637,-0.098636612,0.533937037,0.436790317,15:42.8,12734.1,,,,,,,,
-0.073063351,0.740517378,0.556847334,-0.16888611,0.149702802,0.06904944,15:43.4,12734.7,,,,,,,,
0.009212945,0.741731286,0.669435263,-0.061373845,-0.337767661,-0.341452003,15:43.9,12735.2,,,,,,,,
0.536047876,0.908044219,0.577561498,-0.431558192,-0.6905424,-0.876264572,15:44.4,12735.8,,,,,,,,
0.215534419,0.53220129,0.575368285,-0.053738028,-0.655723035,-0.753786087,15:45.0,12736.3,,,,,,,,
0.156620055,0.637330532,0.701603234,-0.05954124,-0.691458702,-0.675289869,15:45.5,12736.9,,,,,,,,
-0.260658443,0.567406237,0.557334661,-0.070842251,0.099000975,0.109061114,15:46.1,12737.4,,,,,,,,
-0.394690216,0.576389611,0.788603008,-0.071453109,0.912368,0.969159365,15:46.7,12738,,,,,,,,
-0.429740876,0.356905073,0.823939025,0.034532011,1.102347136,1.161581993,15:47.2,12738.5,,,,,,,,
-0.379880071,0.444553196,0.947737038,-0.108715907,1.215968132,1.190292597,15:47.8,12739.1,,,,,,,,
0.075643122,0.767710149,0.655057132,-0.233943269,0.99330765,1.119432211,15:48.3,12739.6,,,,,,,,
0.00775827,0.628347158,0.839048266,-0.000592753,0.302113682,0.241618872,15:48.8,12740.2,,,,,,,,
-0.033816483,0.622520208,1.021089792,0.029950514,-0.170085162,-0.224471316,15:49.4,12740.7,,,,,,,,
-0.098240592,0.467861295,0.610216916,0.007043064,-0.135265842,-0.221722424,15:49.9,12741.3,,,,,,,,
-0.014316468,0.50428021,0.842460036,-0.054348886,-0.003318948,-0.080612548,15:50.5,12741.8,,,,,,,,
-0.025917742,0.64412874,0.698678911,-0.05801408,-0.008816736,-0.011890208,15:51.0,12742.4,,,,,,,,
-0.059487391,0.808013678,0.664805055,-0.05618149,-0.031724181,-0.047320396,15:51.6,12742.9,,,,,,,,
-0.000987343,0.660153031,0.618990004,-0.008533999,-0.155118957,-0.115431868,15:52.2,12743.5,,,,,,,,
0.017940998,0.678119659,0.622889102,-0.050683692,-0.232393414,-0.24615702,15:52.7,12744,,,,,,,,
0.120253175,0.63296026,0.661393285,-0.125820115,-0.400381356,-0.404676557,15:53.2,12744.6,,,,,,,,
0.073218666,0.596055806,0.720611572,-0.055876046,-0.476128638,-0.486532509,15:53.8,12745.1,,,,,,,,
0.128253892,0.668893576,0.73547709,-0.000592753,-0.325855792,-0.368940949,15:54.3,12745.7,,,,,,,,
-0.112803891,0.698999822,0.898510277,-0.018002406,0.121297568,0.020485651,15:54.9,12746.2,,,,,,,,
-0.214993849,0.63320303,0.509082675,-0.089168206,0.580973625,0.506428897,15:55.5,12746.8,,,,,,,,
-0.280405313,0.618635476,0.781779468,-0.101690933,1.017131448,0.991150498,15:56.0,12747.3,,,,,,,,
-0.076272219,0.816997051,0.664317608,-0.002425343,0.760262609,0.81827563,15:56.6,12747.9,,,,,,,,
0.071521543,0.656996727,0.028999927,-0.444997191,0.207735002,0.673195124,15:57.1,12748.4,,,,,,,,
0.285601288,0.751928627,0.628981531,-0.413232207,-0.451694041,-0.445299089,15:57.7,12749,,,,,,,,
0.249719307,0.526859879,0.772519052,-0.052210867,-0.853948832,-1.011876583,15:58.2,12749.6,,,,,,,,
0.393489718,0.502337813,0.70818305,-0.04640764,-0.972456694,-1.056469798,15:58.8,12750.1,,,,,,,,
0.147649571,0.60503906,0.763258517,-0.021973029,-0.800192714,-0.789521694,15:59.3,12750.6,,,,,,,,
-0.202158406,0.740517378,0.807367623,-0.151476458,0.10419333,0.109977409,15:59.9,12751.2,,,,,,,,
-0.272259712,0.654568791,0.805661798,-0.05618149,0.716585696,0.690299392,16:00.4,12751.7,,,,,,,,
-0.139215305,0.633688629,0.884863257,-0.081532404,0.597772419,0.666475594,16:01.0,12752.3,,,,,,,,
0.070309311,0.642671943,0.805905521,-0.053738028,0.138096362,0.138077214,16:01.5,12752.9,,,,,,,,
0.034427322,0.50986439,0.805905521,-0.034190342,-0.079066232,-0.036324818,16:02.1,12753.4,,,,,,,,
0.003394243,0.545554876,0.782510579,-0.050378263,-0.017979715,-0.014944535,16:02.6,12754,,,,,,,,
0.002909351,0.64971292,0.707939327,-0.052210867,-0.002708083,-0.014639103,16:03.2,12754.5,,,,,,,,
-0.059487391,0.71162504,0.64530921,-0.079394355,-0.000264622,-0.039684579,16:03.7,12755.1,,,,,,,,
0.036366891,0.732747972,0.692830145,-0.065344468,-0.103500843,-0.111461245,16:04.3,12755.6,,,,,,,,
0.102069736,0.6832183,0.767157674,-0.026249081,-0.192992598,-0.21988982,16:04.8,12756.2,,,,,,,,
0.033942427,0.64947015,0.605830371,-0.076950908,-0.156951547,-0.160941333,16:05.4,12756.7,,,,,,,,
0.019880565,0.645585418,0.633368134,-0.112075642,-0.099835664,-0.139866471,16:06.0,12757.3,,,,,,,,
0.064005725,0.69997102,0.681620121,-0.04640764,-0.094948739,-0.144447967,16:06.5,12757.8,,,,,,,,
0.036851779,0.782763243,0.505670965,-0.091611668,-0.007289572,0.107533947,16:07.1,12758.4,,,,,,,,
-0.034310155,0.632231832,0.676015079,-0.017391548,0.050742626,-0.010973911,16:07.6,12758.9,,,,,,,,
-0.046898775,0.611837268,0.735964477,-0.070842251,0.286842048,0.274605602,16:08.2,12759.5,,,,,,,,
-0.123170987,0.713324547,0.834418058,-0.038160965,0.591969192,0.59653157,16:08.7,12760,,,,,,,,
-0.079234242,0.586586893,0.689418375,-0.033884898,0.409625947,0.481688917,16:09.2,12760.6,,,,,,,,
0.145225108,0.580274224,0.694048584,-0.070842251,-0.194519773,-0.228747368,16:09.8,12761.1,,,,,,,,
0.081946716,0.573718846,0.721099019,-0.023805633,-0.423594236,-0.454767495,16:10.4,12761.7,,,,,,,,
0.088492759,0.622520208,0.715250254,-0.03632836,-0.380222797,-0.395819008,16:10.9,12762.2,,,,,,,,
0.076612912,0.645585418,0.628006756,-0.045491338,-0.369838089,-0.515243173,16:11.5,12762.8,,,,,,,,
0.051883429,0.647527814,0.675040305,-0.085503027,-0.260493219,-0.171326041,16:12.0,12763.3,,,,,,,,
-0.010367097,0.824280798,0.799081981,-0.114519104,0.296921313,0.262082845,16:12.6,12763.9,,,,,,,,
-0.081702597,0.623976886,0.668947875,-0.118489727,0.428257346,0.504596353,16:13.1,12764.4,,,,,,,,
-0.166120395,0.644614279,0.608267307,-0.04488048,0.448415905,0.531474411,16:13.6,12765,,,,,,,,
-0.050601307,0.934265792,0.695998251,-0.077561766,0.452997386,0.484743237,16:14.2,12765.5,,,,,,,,
-0.104164645,0.480972081,0.473746687,-0.093749687,0.278289944,0.429154515,16:14.7,12766.1,,,,,,,,
0.044367604,0.710896671,0.672115922,-0.112381086,-0.343265444,-0.472482592,16:15.3,12766.6,,,,,,,,
0.007273377,0.725464225,0.914350629,-0.050683692,-0.562566102,-0.597710013,16:15.9,12767.2,,,,,,,,
0.444160908,0.501852214,0.380654454,-0.088557348,-0.556152046,-0.495695472,16:16.4,12767.7,,,,,,,,
-0.115519077,0.747801125,0.535158277,-0.111159369,-0.0647109,-0.231801689,16:16.9,12768.3,,,,,,,,
-0.001234178,0.721093953,0.740594745,-0.110548481,0.258742243,0.308508605,16:17.5,12768.8,,,,,,,,
0.059641697,0.491412163,0.647989869,-0.028081685,0.214454517,0.164649844,16:18.0,12769.4,,,,,,,,
-0.075038038,0.818696558,0.432318211,-0.018002406,0.001262541,0.101730727,16:18.6,12769.9,,,,,,,,
-0.029620279,0.843461454,0.54563725,-0.01006116,0.202542648,0.115169764,16:19.1,12770.4,,,,,,,,
-0.028386101,0.636844873,0.585847199,-0.136204824,0.199182883,0.079739578,16:19.7,12771,,,,,,,,
-0.135759607,0.941792369,0.741569459,-0.056792349,0.7895841,0.891274035,16:20.2,12771.5,,,,,,,,
-0.336436987,0.463491023,1.026938558,0.146014914,0.949630797,0.866533995,16:20.8,12772.1,,,,,,,,
0.056247454,-0.053069696,0.273671567,0.810330868,0.494536221,0.169536769,16:21.3,12772.7,,,,,,,,
-0.044183582,0.729591668,0.515662551,-0.091611668,-0.029586153,-0.03510309,16:21.9,12773.2,,,,,,,,
0.011637404,0.614265203,0.875359058,-0.131317899,-0.136793002,-0.139561042,16:22.4,12773.8,,,,,,,,
-0.073063351,0.608195424,0.454738319,-0.198207662,-0.085480317,-0.153000072,16:23.0,12774.3,,,,,,,,
0.013334526,0.634416997,0.6418975,-0.12765272,0.017755903,-0.05984313,16:23.5,12774.9,,,,,,,,
-0.030360786,0.49845314,0.638729453,-0.094665989,0.026002584,-0.041517176,16:24.1,12775.4,,,,,,,,
-0.009379755,0.639272869,0.666754603,-0.054959759,-0.006067842,-0.022885783,16:24.6,12775.9,,,,,,,,
0.333363146,0.734447539,0.891443074,-0.028081685,-0.164281934,-0.294415385,16:25.2,12776.5,,,,,,,,
0.011152512,0.692929983,0.510057509,-0.089168206,0.051658925,0.064773381,16:25.7,12777,,,,,,,,
-0.024930399,0.592656672,0.868779302,-0.04640764,0.10083358,0.146323889,16:26.3,12777.6,,,,,,,,
-0.064917773,0.651898086,0.46984753,-0.107799605,0.169250488,0.190306187,16:26.8,12778.2,,,,,,,,
-0.144398853,0.735661507,0.638242066,-0.107799605,0.533937037,0.439539224,16:27.4,12778.7,,,,,,,,
-0.175253302,0.607224226,0.744737566,-0.124292955,0.441696376,0.4160209,16:27.9,12779.3,,,,,,,,
-0.0747912,0.528316617,0.882669985,-0.063511863,0.323799402,0.347603977,16:28.5,12779.8,,,,,,,,
-0.058500048,0.604553521,0.77714926,-0.085503027,0.126184493,0.110588275,16:29.0,12780.3,,,,,,,,
0.013819417,0.721093953,0.629468977,-0.107494161,0.10083358,0.054388668,16:29.5,12780.9,,,,,,,,
-0.076765887,0.640486836,0.613628685,0.009791955,0.128322512,0.117307797,16:30.1,12781.4,,,,,,,,
-0.0533165,0.724735796,0.624595046,-0.076034606,0.088616267,0.062635355,16:30.7,12782,,,,,,,,
0.014789201,0.619363844,0.622401714,-0.054043457,0.011647251,0.011017238,16:31.2,12782.5,,,,,,,,
-0.170810267,0.665251613,0.576830447,-0.0348012,0.043412242,0.078517847,16:31.8,12783.1,,,,,,,,
-0.234247029,0.719394386,0.695754528,-0.108105019,0.363505632,0.37478748,16:32.3,12783.6,,,,,,,,
-0.093303874,0.652140856,0.637267232,-0.091306224,0.266683489,0.320420474,16:32.9,12784.2,,,,,,,,
-0.094784886,0.854872704,0.932871521,-0.043047875,0.022337392,-0.065951779,16:33.4,12784.7,,,,,,,,
0.120010726,0.741002917,0.726704001,-0.032357737,-0.288898438,-0.368940949,16:33.9,12785.3,,,,,,,,
-0.230050817,0.732747972,0.681620121,-0.070231378,0.003095137,0.026899735,16:34.5,12785.8,,,,,,,,
-0.147114038,0.630775094,0.592670739,-0.108410463,0.198877454,0.247727528,16:35.0,12786.4,,,,,,,,
0.079764709,0.574204445,0.888275027,-0.022278458,-0.325855792,-0.331372738,16:35.6,12786.9,,,,,,,,
0.073946007,0.709439933,0.72524178,-0.064122736,-0.43733871,-0.5076074,16:36.2,12787.5,,,,,,,,
0.028608618,0.53195858,0.11526861,-0.389713883,-0.587611556,-0.415366709,16:36.7,12788,,,,,,,,
-0.437639624,1.012445092,0.898266554,-0.7715047,-0.423288792,-0.34878239,16:37.3,12788.6,,,,,,,,
-0.02270888,0.64995575,0.484713018,-0.050072834,-0.188105687,-0.364359438,16:37.8,12789.1,,,,,,,,
0.009940282,0.919212639,1.002081394,-0.096804038,-0.379001081,-0.232107133,16:38.4,12789.7,,,,,,,,
-0.300152153,0.639030039,0.693561196,0.062020943,0.019893931,-0.103214562,16:38.9,12790.2,,,,,,,,
0.035639551,0.486556321,0.533696115,-0.081837818,-0.127324596,-0.047014963,16:39.4,12790.8,,,,,,,,
0.195168972,0.530744553,0.566838861,-0.126430973,-0.366783768,-0.48958683,16:40.0,12791.3,,,,,,,,
0.129951015,0.437512219,0.617040396,-0.15391992,-0.68382287,-0.918108821,16:40.5,12791.9,,,,,,,,
0.375791162,0.503551841,0.368713349,-0.12246035,-1.036902905,-0.77119571,16:41.1,12792.4,,,,,,,,
-0.163652033,0.970684707,1.297441959,-0.521966219,0.203764379,-0.932464182,16:41.7,12793,,,,,,,,
-0.13156341,0.822824001,0.98136723,-0.068704218,-0.285538673,-0.459959865,16:42.2,12793.5,,,,,,,,
0.054550331,0.91290009,1.028888106,0.057744883,-0.097392201,-0.086721197,16:42.8,12794.1,,,,,,,,
-0.084664628,0.665251613,0.674552858,-0.12093319,-0.034167644,0.175339997,16:43.3,12794.6,,,,,,,,
0.033699982,0.712839007,0.706964552,0.063242674,-0.138625592,0.121583849,16:43.8,12795.2,,,,,,,,
-0.029620279,0.595084608,0.631174803,-0.106272444,0.071817473,0.04766915,16:44.4,12795.7,,,,,,,,
0.037821561,0.315630347,0.523460805,-0.154225364,-0.000264622,0.309730351,16:45.0,12796.3,,,,,,,,
-0.163898885,0.477330208,0.733771205,-0.141397193,-0.017063417,0.091956884,16:45.5,12796.8,,,,,,,,
0.049943861,0.630289495,0.721586347,-0.060457543,0.054407816,0.035757281,16:46.1,12797.4,,,,,,,,
0.017213661,0.68904531,0.653351307,-0.050989136,0.173221111,0.125554472,16:46.6,12798,,,,,,,,
0.027881281,0.642186344,0.705502391,-0.048545673,0.227282688,0.231539592,16:47.2,12798.5,,,,,,,,
0.004121581,0.696086347,0.641166389,-0.053432584,0.144510448,0.149683654,16:47.7,12799.1,,,,,,,,
0.105948865,0.62713325,0.602174938,-0.110853925,-0.201544717,-0.167966276,16:48.3,12799.6,,,,,,,,
0.118556052,0.665251613,0.606805146,-0.100774661,-0.214372888,-0.187819391,16:48.8,12800.1,,,,,,,,
0.018183446,0.704826832,0.676015079,-0.017696977,-0.274237692,-0.237299487,16:49.4,12800.7,,,,,,,,
-0.049860798,0.693658352,0.733771205,-0.077561766,-0.089756384,-0.130703494,16:49.9,12801.2,,,,,,,,
0.462829262,0.659181833,0.788846731,-1.93398118,-0.005456977,-0.163690224,16:50.5,12801.8,,,,,,,,
0.083158948,0.458392382,0.473990381,-0.041826144,-0.244305283,-0.306632698,16:51.0,12802.3,,,,,,,,
0.189835146,0.922611773,0.537838936,-0.065649897,-0.247054175,-0.292277366,16:51.6,12802.9,,,,,,,,
0.162196308,0.645099878,0.814434886,0.051025368,-0.363424003,-0.385128886,16:52.1,12803.5,,,,,,,,
-0.226595119,0.643157542,0.633124411,-0.074202016,0.396492362,0.394946039,16:52.7,12804,,,,,,,,
-0.032088634,0.707254767,0.858300269,-0.051599994,0.423675865,0.419380665,16:53.2,12804.5,,,,,,,,
0.205109254,0.609652162,0.844165862,-0.061679274,-0.57142365,-0.56899935,16:53.8,12805.1,,,,,,,,
0.140861079,0.33626774,0.545880914,-0.25990504,-0.55645746,-1.134660482,16:54.3,12805.6,,,,,,,,
-0.199443191,0.673749387,0.592914462,-0.135288522,-0.047606677,-0.166744545,16:54.9,12806.2,,,,,,,,
-0.289785057,0.471503168,0.65286386,-0.067482486,0.692151129,0.715955675,16:55.4,12806.7,,,,,,,,
-0.1557533,0.724493086,0.740838468,-0.076950908,0.593496382,0.596836984,16:56.0,12807.3,,,,,,,,
0.068369746,0.651412487,0.729140997,-0.098331198,-0.15908958,-0.218668088,16:56.5,12807.9,,,,,,,,
0.144255325,0.727649331,0.723535955,-0.108715907,-0.187494814,-0.217140928,16:57.1,12808.4,,,,,,,,
0.302572489,0.530987382,0.298284948,-0.442553759,-0.322496027,-0.463625044,16:57.6,12809,,,,,,,,
0.082674064,0.723764658,0.415259421,-0.148116693,-0.95046556,-0.371689826,16:58.2,12809.5,,,,,,,,
0.128981218,0.67204982,0.676502407,-0.089779064,-0.568063915,-0.606567562,16:58.7,12810,,,,,,,,
0.144255325,0.635388196,0.664317608,-0.063206434,-0.600439727,-0.638027132,16:59.3,12810.6,,,,,,,,
0.103039511,0.645099878,1.338383079,-1.055862546,-0.331048161,-0.360694259,16:59.8,12811.2,,,,,,,,
-0.147114038,0.565463901,0.583653927,-0.120627776,0.0186722,-0.039684579,17:00.4,12811.7,,,,,,,,
0.096251033,0.728863299,0.415259421,-0.111464784,-0.017368849,-0.026245542,17:00.9,12812.3,,,,,,,,
-0.177968502,0.709439933,0.870485127,0.005515903,-0.031113317,-0.031743329,17:01.5,12812.8,,,,,,,,
-0.042455733,0.63296026,0.588284194,-0.014337212,-0.032945912,0.122194715,17:02.0,12813.4,,,,,,,,
-0.086392477,0.772323191,0.787140787,-0.106272444,-0.006067842,-0.032048762,17:02.6,12813.9,,,,,,,,
-0.068126634,0.556237817,0.820527315,-0.069009662,0.051658925,-0.004254393,17:03.1,12814.5,,,,,,,,
-0.051094979,0.619121075,0.730846822,-0.053738028,0.011036385,0.00307599,17:03.7,12815,,,,,,,,
-0.03579117,0.726920962,0.632393301,-0.057708651,-0.00118092,-0.000283769,17:04.2,12815.6,,,,,,,,
0.015516539,0.75071466,0.628006756,-0.050072834,0.026002584,0.00887921,17:04.8,12816.1,,,,,,,,
-0.172044441,0.725464225,0.691855371,0.003683314,0.01042552,0.032702953,17:05.3,12816.7,,,,,,,,
-0.080221586,0.688802481,0.663342834,-0.020140439,0.043106809,0.090429723,17:05.9,12817.2,,,,,,,,
-0.016291153,0.623248518,0.668460429,-0.060762972,0.108774826,0.094094917,17:06.4,12817.8,,,,,,,,
-0.055044349,0.703855693,0.560746431,-0.070536822,-0.07143043,-0.085499465,17:07.0,12818.3,,,,,,,,
0.152983367,0.69462955,0.731821656,-0.075729176,-0.38938579,-0.417199284,17:07.5,12818.9,,,,,,,,
0.132133037,0.726920962,0.575368285,-0.0479348,-0.424205095,-0.473398894,17:08.1,12819.4,,,,,,,,
-0.06689246,0.617907107,0.581460714,-0.018002406,-0.003929813,-0.051291019,17:08.6,12819.9,,,,,,,,
-0.140696332,0.619849443,0.694292307,-0.039993554,0.155506015,0.196414843,17:09.2,12820.5,,,,,,,,
-0.218696386,0.690502107,0.64945209,-0.035412073,0.214149088,0.241007999,17:09.7,12821.1,,,,,,,,
-0.177968502,0.670350313,0.623376548,-0.080921516,0.489343882,0.457865179,17:10.3,12821.6,,,,,,,,
-0.08417096,0.709925473,0.667729318,-0.02472192,0.130155116,0.122194715,17:10.8,12822.2,,,,,,,,
0.344758093,0.57153374,0.744981229,-0.093749687,-0.853643417,-0.924828351,17:11.4,12822.7,,,,,,,,
0.248991966,0.527345419,0.891930461,-0.061068401,-0.997502148,-1.025621057,17:11.9,12823.3,,,,,,,,
-0.158221662,0.720365584,0.441578716,-0.128874436,-0.294090807,-0.37046811,17:12.5,12823.8,,,,,,,,
-0.370747119,0.720608354,0.653107584,-0.091917112,0.740714908,0.737030566,17:13.1,12824.4,,,,,,,,
-0.289785057,0.612565637,0.628981531,-0.136815682,0.787751496,0.802087724,17:13.6,12824.9,,,,,,,,
-0.06689246,0.71162504,0.814191163,-0.040298983,0.755986512,0.739168584,17:14.1,12825.5,,,,,,,,
0.221110672,0.642671943,0.881695211,-0.06962052,-0.506366491,-0.550367951,17:14.7,12826,,,,,,,,
0.19298695,0.626890421,0.936527014,-0.147505835,-0.791029692,-1.048223019,17:15.3,12826.6,,,,,,,,
0.344030738,0.502823412,0.72865355,-0.025943652,-1.06652987,-1.024093866,17:15.8,12827.1,,,,,,,,
0.265478283,0.542398632,0.742788017,-0.067482486,-0.818213224,-1.094343424,17:16.4,12827.7,,,,,,,,
0.015516539,0.629318297,0.695267141,-0.043047875,-0.397327036,-0.458738118,17:16.9,12828.2,,,,,,,,
-0.094538055,0.61038059,0.802981138,-0.061373845,0.033332966,-0.036019389,17:17.5,12828.8,,,,,,,,
-0.079234242,0.713324547,0.806149185,-0.042437017,0.020199364,0.040033337,17:18.0,12829.3,,,,,,,,
-0.011848111,0.501852214,0.578292608,-0.093444273,0.003706003,-0.003643528,17:18.5,12829.9,,,,,,,,
-0.021721536,0.653597653,0.666998267,-0.051599994,0.135958329,0.133495718,17:19.1,12830.4,,,,,,,,
-0.07972791,0.386768579,2.275641203,0.144182324,0.277373642,0.24894926,17:19.6,12831,,,,,,,,
0.113949582,0.606738627,0.855375946,-0.056792349,-0.236058608,-0.264482975,17:20.2,12831.5,,,,,,,,
-0.044183582,0.729348898,0.743031681,-0.010366589,-0.174055785,-0.112072103,17:20.7,12832.1,,,,,,,,
-0.215734363,0.686860204,0.612166464,-0.090389952,0.488733023,0.4160209,17:21.3,12832.6,,,,,,,,
-0.055538021,0.661852539,0.957241178,0.05530142,0.445361584,0.408690512,17:21.8,12833.2,,,,,,,,
0.236142322,0.676905692,0.74985522,-0.060457543,-0.360675126,-0.367108345,17:22.4,12833.7,,,,,,,,
0.12219274,0.642671943,0.702821732,-0.051599994,-0.421761632,-0.393986404,17:23.0,12834.3,,,,,,,,
0.060126588,0.901246011,1.216047287,-1.186893106,0.281038821,0.029954061,17:23.5,12834.8,,,,,,,,
0.1040093,0.708225965,0.710376263,-0.100163773,0.24652493,0.159152061,17:24.0,12835.3,,,,,,,,
0.000242446,0.627861619,0.734502316,-0.095887735,-0.219870672,-0.250433087,17:24.6,12835.9,,,,,,,,
0.144740209,0.414932519,1.034736872,0.228176296,-0.425732255,-0.436441541,17:25.1,12836.5,,,,,,,,
0.153225824,0.776936233,0.916543841,-0.086113885,-0.449861437,-0.518908381,17:25.7,12837,,,,,,,,
0.144497767,0.621063411,0.752292216,-0.003647074,-0.385415167,-0.41017434,17:26.2,12837.6,,,,,,,,
0.233717859,0.657967865,0.678452075,-0.061068401,-0.279735476,-0.307243556,17:26.8,12838.1,,,,,,,,
0.072491325,0.598483682,0.769350946,-0.038771823,-0.343876332,-0.170715168,17:27.4,12838.7,,,,,,,,
0.070066869,0.567891836,0.562452376,-0.111464784,-0.280651778,-0.380547374,17:27.9,12839.2,,,,,,,,
0.088735208,0.723279059,0.74230057,-0.164915487,-0.233309716,-0.210115984,17:28.4,12839.8,,,,,,,,
-0.097500078,0.645342648,0.701115847,-0.053432584,-0.015536253,-0.247378752,17:29.0,12840.3,,,,,,,,
0.069339536,0.69462955,0.769594669,-0.044269606,-0.021950338,-0.109628648,17:29.5,12840.9,,,,,,,,
0.080007151,0.671321452,0.627519429,-0.077561766,0.001873407,-0.007614152,17:30.1,12841.4,,,,,,,,
-0.030854454,0.36977309,0.975762188,0.709843576,-0.134044111,-0.235466883,17:30.6,12842,,,,,,,,
0.131648123,0.750229061,0.727922499,-0.062901005,-0.210402265,-0.226914778,17:31.2,12842.5,,,,,,,,
0.019880565,0.745858788,0.742544293,-0.079394355,-0.148094013,-0.192706317,17:31.8,12843.1,,,,,,,,
0.256507784,0.659910202,0.735720813,-0.083059564,-0.458413541,-0.565639555,17:32.3,12843.6,,,,,,,,
-0.177228004,0.641943574,0.675527692,-0.020445868,-0.151453763,-0.165522814,17:32.9,12844.2,,,,,,,,
-0.355196506,0.605281889,0.695267141,-0.063206434,0.793860197,0.70587641,17:33.4,12844.7,,,,,,,,
