acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Minutes,Label,
0.010182728,0.745373249,0.831981063,-0.010974258,0.030672103,0.009841727,34:16.5,114.7,122,0.380155191,0.603582352,0.836976796,-0.026757076,-0.783861965,-0.842982918,35:22.9,65,164.4,02:44.4,3,
-0.035544332,0.807770848,0.657737792,-0.099244297,-0.009339571,-0.021617834,34:17.0,115.2,123,0.035998147,0.653840393,0.717687249,-0.070892088,-0.411386922,-0.45584707,35:24.0,65.5,165.5,02:45.5,3,
-0.046158265,0.726920962,0.737426698,0.004908234,0.017538501,0.01595038,34:17.5,115.8,124,0.054914001,0.642186344,0.623742074,-0.053787865,-0.131305192,-0.094978441,35:25.1,66.1,166.6,02:46.6,5,
-0.02270888,0.723036289,0.489343286,-0.020442665,0.01876023,-0.015203748,34:18.0,116.3,125,0.146801002,0.584158927,0.99635455,0.062276535,-0.137261122,-0.090855094,35:26.2,66.6,167.7,02:47.7,2,
0.035154656,0.799273133,0.631905913,-0.063814104,0.009597252,0.000373316,34:18.6,116.8,126,-0.15929595,0.643764496,0.743762761,-0.04309772,0.323178545,0.230460033,35:27.3,67.1,168.8,02:48.8,2,
-0.049860798,0.775965035,0.677964628,-0.079085737,-0.002620053,-0.005735337,34:19.1,117.3,127,-0.159085579,0.644614279,0.731577933,-0.100977197,0.637774125,0.687998101,35:28.4,67.6,169.9,02:49.9,5,
0.035397101,0.751443028,0.589990079,-0.058018938,0.015796138,-0.024506468,34:19.7,117.9,128,-0.073063349,0.6832183,0.765086263,-0.032407574,0.175196446,0.201749358,35:29.5,68.2,171,02:51.0,5,
0.077340245,0.83472085,0.74571234,-0.050993994,-0.023604671,-0.054438867,34:20.2,118.4,129,0.137466833,0.614508033,0.772153497,-0.045083031,-0.586247031,-0.602149315,35:30.6,68.7,172.1,02:52.1,3,
0.01066762,0.843461454,0.68698144,-0.03755495,-0.023604671,-0.012289163,34:20.7,119,130,0.076036339,0.675934523,0.760334164,0.001953587,-0.489424948,-0.545644261,35:31.7,69.3,173.3,02:53.3,3,
-0.083183609,0.808256507,0.691367924,-0.028086543,0.074439205,-0.011372864,34:21.3,119.5,131,-0.01925656,0.692808628,0.639338672,-0.042181425,0.054245122,0.033303265,35:32.8,69.8,174.4,02:54.4,5,
-0.020240523,0.859242916,0.647258878,-0.046107069,-0.014441691,-0.026644496,34:21.8,120,132,0.032730198,0.664523274,0.702943563,-0.052871563,0.055619571,0.036968455,35:33.9,70.3,175.5,02:55.5,5,
0.07540068,0.738089442,0.655788243,-0.02411592,0.021293925,0.09400139,34:22.3,120.6,133,0.008121938,0.617664307,0.717809051,-0.014539763,0.044776712,0.02230769,35:35.0,70.9,176.6,02:56.6,2,
-0.027645594,0.746587157,0.638242066,-0.03755495,0.02312652,0.04177241,34:22.9,121.1,134,-0.145262782,0.661366969,0.724388897,-0.010874577,0.596235316,0.608280195,35:36.1,71.4,177.7,02:57.7,2,
0.004848918,0.748286664,0.640435338,-0.061684132,0.040841613,0.056127746,34:23.4,121.6,135,0.009093741,0.67508474,0.654447854,-0.048748225,0.250485584,0.299945944,35:37.2,71.9,178.8,02:58.8,3,
0.004606472,0.737361073,0.683325946,-0.001513913,0.047866564,0.038412653,34:24.0,122.2,136,0.203897017,0.629682541,0.774955958,-0.042792283,-0.609612703,-0.691182911,35:38.3,72.5,179.9,02:59.9,5,
0.073946007,0.726678133,0.751804769,-0.093449116,0.064665355,0.013367178,34:24.5,122.7,137,0.131163239,0.715266943,0.702821702,-0.053940579,-0.121989496,-0.077874205,35:39.4,73,181,03:01.0,4,
-0.027892428,0.723036289,0.664805055,-0.006095394,0.072606608,0.096444853,34:25.0,123.3,138,0.003637194,0.585615695,0.767888814,-0.044166736,0.032712123,0.019253363,35:40.5,73.6,182.1,03:02.1,4,
-0.031348128,0.8009727,0.763258517,-0.021061599,0.027402578,0.020086695,34:25.6,123.8,139,0.016849991,0.62154898,0.742666185,-0.031377807,0.005516552,-0.00076806,35:41.6,74.1,183.2,03:03.2,5,
-0.04862662,0.770866454,0.745468676,-0.174999624,-0.018106883,0.045132171,34:26.1,124.4,140,0.013455749,0.68904534,0.718296468,-0.038250044,0.00230951,-0.001073492,35:42.7,74.7,184.3,03:04.3,5,
0.262084037,0.540941834,0.74571234,-0.108415335,-1.084982991,-1.141779065,34:26.7,124.9,141,0.01600143,0.653719008,0.689174652,-0.035195716,0.001240495,-0.000157195,35:43.8,75.2,185.4,03:05.4,5,
0.304754525,0.673506618,0.699166238,-0.051910296,-0.900807142,-0.970736742,34:27.2,125.4,142,0.0163651,0.685160637,0.690027624,-0.03534843,0.005058403,-0.002295223,35:45.0,75.7,186.5,03:06.5,5,
0.048731629,0.514720261,0.864880145,-0.043969035,-0.534287989,-0.495178133,34:27.7,126,143,0.014546755,0.704462677,0.666023493,-0.037944615,0.004142105,-0.00076806,35:46.1,76.3,187.6,03:07.6,1,
-0.010613933,0.623734117,0.576099336,-0.037860394,-0.022993805,-0.083454967,34:28.3,126.5,144,0.0073946,0.728013515,0.636658013,-0.03702832,0.010098041,0.014656288,35:47.2,76.8,188.7,03:08.7,1,
0.011152512,0.687345803,0.616796672,-0.077872068,0.090016268,0.068039618,34:28.8,127,145,0.026426606,0.665008873,0.605464846,-0.026949041,0.024758807,0.028553472,35:48.3,77.3,189.8,03:09.8,1,
0.062793493,0.701427758,0.5941329,0.119742841,0.158433169,0.019781264,34:29.4,127.6,146,0.01430431,0.745737374,0.684178919,-0.012869708,0.037681629,0.011064321,35:49.4,77.9,190.9,03:10.9,1,
0.004364027,0.726192594,0.577561498,0.020171806,-0.000697223,0.063152693,34:29.9,128.1,147,0.005939925,0.731776834,0.695023417,-0.043718413,0.033252856,0.038858691,35:50.5,78.4,192,03:12.0,5,
-0.329031914,0.558908522,0.743762791,-0.029919147,1.180410743,1.166375279,34:30.4,128.7,148,-0.011851995,0.716359496,0.662733555,-0.053797685,0.041499536,0.037484244,35:51.6,79,193.1,03:13.1,3,
-0.085651964,0.582702219,0.808829844,-0.039998412,0.90155077,0.947685599,34:30.9,129.2,149,0.274569988,0.65833205,0.713178843,-0.071360059,-0.448108956,-0.442044988,35:52.7,79.5,194.2,03:14.2,3,
0.086553194,0.687345803,0.732552767,-0.020756155,0.225017488,0.301084727,34:31.5,129.7,150,0.095038798,0.683096886,0.734380454,-0.058226459,-0.266223826,-0.266879365,35:53.8,80,195.4,03:15.4,5,
0.015274093,0.740760148,0.783241689,-0.033278897,-0.045290388,-0.086509287,34:32.0,130.3,151,0.121178376,0.691473246,0.748880446,-0.007830068,-0.469947398,-0.482514799,35:54.9,80.6,196.5,03:16.5,3,
0.016243877,0.754356503,0.741813183,0.077287711,-0.019328613,-0.016259788,34:32.6,130.8,152,0.209109604,0.550774962,0.60985136,-0.017756626,-0.723303735,-0.813298374,35:56.0,81.1,197.6,03:17.6,3,
0.014061864,0.612322867,0.438166946,0.041552097,-0.032156784,-0.039167233,34:33.1,131.3,153,-0.019613137,0.690016478,0.665779799,-0.02462887,-0.094417984,-0.100418586,35:57.1,81.6,198.7,03:18.7,5,
-0.004689877,0.677391291,0.597788334,-0.016174674,0.006327727,0.009396554,34:33.7,131.9,154,0.035518327,0.745858788,0.716225028,-0.026308745,-0.038371095,-0.062544942,35:58.2,82.2,199.8,03:19.8,5,
-0.015056974,0.802672267,0.720124185,0.055296563,0.080853283,0.051240824,34:34.2,132.4,155,-0.021721538,0.696450531,0.757166088,-0.028294057,-0.035164051,-0.04727331,35:59.3,82.7,200.9,03:20.9,5,
0.063520834,0.836906016,0.664805055,-0.018905818,-0.022006756,-0.044214647,34:34.7,133,156,0.00798079,0.622641563,0.976371408,-0.014702305,0.111290891,0.062987866,36:00.4,83.3,202,03:22.0,5,
0.016728768,0.735175908,0.506158352,-0.087322742,0.018310349,-0.011838789,34:35.3,133.5,157,-0.039493703,0.710046887,0.720246047,-0.027988628,-0.022794032,-0.044524416,36:01.6,83.8,203.1,03:23.1,5,
0.049458966,0.78421998,0.502990305,-0.02837424,-0.029948004,-0.006646435,34:35.8,134.1,158,-0.036901928,0.747072726,0.614481568,-0.057615586,-0.049213953,-0.033681558,36:02.7,84.4,204.2,03:24.2,5,
0.003394243,0.694144011,0.667973042,-0.084573835,0.021059243,-0.042076621,34:36.4,134.6,159,-0.074420949,0.728013545,0.699897349,-0.046314582,-0.001719179,-0.013675722,36:03.8,84.9,205.3,03:25.3,5,
0.067399964,0.788590312,0.615578234,-0.04486759,-0.057131507,-0.042992916,34:36.9,135.1,160,0.24632505,0.624948114,0.576221168,-0.054713979,-0.592884004,-0.602549851,36:04.9,85.4,206.4,03:26.4,3,
0.001697121,0.787376344,0.612653911,-0.057390332,-0.022923054,-0.052766763,34:37.4,135.7,161,0.017209776,0.655418575,0.718662024,-0.04967434,-0.196432486,-0.237863258,36:06.0,86,207.5,03:27.5,3,
-0.034803826,0.762854278,0.609242141,-0.081824929,-0.024144784,-0.027721286,34:38.0,136.2,162,-0.004377875,0.684675068,0.746930838,-0.030126654,-0.101442934,-0.045898864,36:07.1,86.5,208.6,03:28.6,2,
0.005576256,0.743188083,0.672359586,0.038515508,0.001511556,-0.027721286,34:38.5,136.8,163,-0.288427453,0.631017894,0.793720633,-0.061128065,0.832570046,0.935608834,36:08.2,87.1,209.7,03:29.7,2,
-0.016044317,0.766253352,0.709401548,-0.075105429,-0.005207961,-0.028637584,34:39.0,137.3,164,-0.019623434,0.649834335,0.591208547,-0.010884397,0.151607998,0.137207992,36:09.3,87.6,210.8,03:30.8,5,
-0.101202615,0.71672368,0.860737264,-0.040896967,0.997527301,0.916676402,34:39.6,137.8,165,0.013908728,0.695479333,0.743519098,-0.077468701,-0.045396045,-0.08193991,36:10.4,88.1,211.9,03:31.9,5,
0.048246738,0.695115149,0.771300554,-0.080297768,0.675601363,0.627126276,34:40.1,138.4,166,-0.057512704,0.644492894,0.683935195,-0.036540747,-0.039745542,-0.017035479,36:11.5,88.7,213,03:33.0,5,
-0.0747912,0.625676453,0.553922951,-0.012186304,0.235167503,0.234645337,34:40.7,138.9,167,0.083886286,0.738453597,0.652985722,-0.003095865,0.061199941,0.053519458,36:12.6,89.2,214.2,03:34.2,5,
0.00654604,0.574447274,0.568301082,-0.079992354,0.041828662,0.078263834,34:41.2,139.4,168,0.00658926,0.710532457,0.584141344,-0.016382188,0.020577402,0.024197924,36:13.7,89.7,215.3,03:35.3,5,
0.00945539,0.492140532,0.754972875,-0.035093755,0.108107544,0.07307148,34:41.8,140,169,0.010425174,0.521518454,0.85501039,-0.080981188,-0.083116977,-0.057199869,36:14.8,90.3,216.4,03:36.4,5,
0.056732342,0.673021019,0.871216238,-0.06655331,0.070233896,0.088953979,34:42.3,140.5,170,-0.042949403,0.634659797,0.667120099,-0.006302916,0.033405568,-0.006956203,36:15.9,90.8,217.5,03:37.5,5,
0.539684594,0.509378791,0.643115997,-0.050976247,-1.091020823,-1.070162773,34:42.8,141.1,171,-0.040727879,0.714295745,0.719271272,0.009426869,0.056465735,0.053977603,36:17.0,91.4,218.6,03:38.6,3,
0.115646705,0.512292325,0.472771913,-0.089766204,-0.639286101,-0.764424801,34:43.4,141.6,172,0.14562979,0.598847866,0.759481251,-0.055782989,-0.401072344,-0.40783653,36:18.2,91.9,219.7,03:39.7,5,
0.015274093,0.746829987,0.729872108,-0.075105429,-0.373254269,-0.297418296,34:43.9,142.2,173,0.130193457,0.597512513,0.716834277,-0.083577365,-0.453912169,-0.518861294,36:19.3,92.5,220.8,03:40.8,5,
-0.031348128,0.733233571,0.827838182,0.050860621,-0.103233606,-0.031341504,34:44.5,142.7,174,0.029527919,0.657967865,0.688809127,-0.024934299,-0.015616364,-0.047884175,36:20.4,93,221.9,03:41.9,5,
-0.049860798,0.715995312,0.758140922,-0.019694313,-0.068719715,-0.080516152,34:45.0,143.3,175,0.000688842,0.681397349,0.737182945,-0.050132491,-0.038981959,-0.003138294,36:21.5,93.6,223,03:43.0,5,
0.105706416,0.688316941,0.50469619,-0.056040794,-0.149353921,-0.139159217,34:45.6,143.8,176,-0.019376599,0.648134798,0.68356967,-0.026919611,-0.04111999,-0.032307111,36:22.5,94.1,224.1,03:44.1,5,
0.254810661,0.652626455,0.799325645,-0.067952663,-1.030221581,-1.158387899,34:46.1,144.4,177,0.079037366,0.692930013,0.611922801,-0.048147179,-0.003246343,-0.087284986,36:23.6,94.7,225.2,03:45.2,5,
0.059156805,0.732019603,0.54222548,-0.069785267,-0.490216762,-0.569513798,34:46.7,144.9,178,0.279540127,0.343551513,0.936405152,0.14992588,-0.062347556,-0.013675721,36:24.7,95.2,226.3,03:46.3,5,
-0.081949443,0.698271394,0.761796355,-0.137285873,-0.237929389,-0.227123812,34:47.2,145.5,179,0.056368675,0.651048273,0.683204114,-0.005233891,-0.033484172,-0.077511137,36:25.8,95.8,227.4,03:47.4,5,
-0.283614159,0.610866129,0.913375795,-0.080475405,0.813369691,0.90144974,34:47.8,146,180,-0.062572837,0.697785854,0.666754574,-0.056546569,0.012941586,0.013049633,36:27.0,96.3,228.5,03:48.5,5,
-0.355690151,0.578331888,0.577561498,-0.0786428,0.605370045,0.655576468,34:48.3,146.6,181,-0.013699378,0.646435231,0.634952128,-0.007929824,0.03127044,0.029167685,36:28.1,96.9,229.6,03:49.6,4,
0.102312177,0.67229265,0.646771431,-0.069479823,0.127978891,0.202009022,34:48.9,147.1,182,-0.01521112,0.625190854,0.78738448,-0.017497987,-0.008891053,0.000234424,36:29.2,97.4,230.7,03:50.7,4,
0.057217237,0.725464225,0.709401548,0.008710921,-0.012214682,0.010197331,34:49.4,147.6,183,-0.04751586,0.766860366,0.650548756,-0.033075042,0.009129471,-0.003125335,36:30.3,97.9,231.8,03:51.8,1,
-0.057019036,0.769895256,0.682838559,-0.104604587,0.046428379,0.029745018,34:49.9,148.2,184,-0.019760023,0.71672368,0.565376684,-0.029409848,0.01050392,0.012909878,36:31.4,98.5,232.9,03:52.9,1,
-0.069113985,0.678848028,0.450595468,-0.032827914,0.070557557,0.001034353,34:50.5,148.7,185,-0.065905119,0.712353408,0.625447959,-0.056746073,0.066092659,0.095223967,36:32.5,99,234,03:54.0,1,
-0.370253474,0.759940743,0.796401322,-0.108269766,0.94959265,0.949097216,34:51.0,149.2,186,-0.017772166,0.69997099,0.633489966,-0.074766599,0.118779786,0.163640883,36:33.6,99.5,235.1,03:55.1,1,
-0.0533165,0.452079773,0.212259963,-0.342536569,0.581546307,0.296082258,34:51.6,149.8,187,-0.015623076,0.673021019,0.621183276,-0.022079468,0.113129284,0.11110647,36:34.7,100.1,236.2,03:56.2,3,
-0.218449548,0.544583738,0.681132734,0.13821435,0.454180926,0.420393318,34:52.1,150.3,188,0.286207408,0.60224697,0.722073764,-0.022079468,-0.821800023,-0.892239749,36:35.8,100.6,237.4,03:57.4,3,
0.006788486,0.746344388,0.720611572,-0.062760308,0.129506052,0.104881451,34:52.6,150.9,189,0.251052745,0.673627973,0.742666125,-0.022537619,-0.769723743,-0.806871325,36:36.9,101.2,238.5,03:58.5,3,
0.009940282,0.756541669,0.639704227,-0.041685462,0.065365203,0.030355884,34:53.2,151.4,190,0.213594846,0.673142433,0.712813288,-0.035976656,-0.679926544,-0.663470685,36:38.0,101.7,239.5,03:59.5,3,
0.016001431,0.748529494,0.736939251,-0.094525293,-0.03145694,-0.06616082,34:53.7,152,191,0.040124798,0.657846481,0.691367954,-0.038725555,-0.270341374,-0.274960369,36:39.1,102.3,240.7,04:00.7,5,
-0.006664563,0.698999822,0.89802289,-0.011142194,0.003362381,0.013557089,34:54.3,152.5,192,-0.085281717,0.646556616,0.589624554,-0.088358343,-0.027217008,0.033984728,36:40.2,102.8,241.8,04:01.8,5,
-0.003208863,0.628589988,0.64945209,-0.031911612,-0.002135406,-0.001714541,34:54.8,153.1,193,0.011152512,0.641457975,0.726338476,-0.041627161,0.016765288,0.061015517,36:41.3,103.4,242.8,04:02.8,5,
-0.014563303,0.72279346,0.474477768,-0.063676611,-0.015574441,0.016916849,34:55.4,153.6,194,0.089220101,0.769288272,0.632515192,0.043435827,0.004395266,-0.024963767,36:42.4,103.9,243.9,04:03.9,5,
0.022062579,0.742216885,0.866098642,-0.077726513,-0.007633193,-0.036533859,34:56.0,154.2,195,0.066066513,0.631624877,0.662855446,-0.040558144,-0.020955641,-0.047565781,36:43.5,104.5,245,04:05.0,4,
0.015758984,0.760183573,0.702090621,-0.045656085,-0.003662569,-0.020956796,34:56.5,154.7,196,-0.035544334,0.579181701,0.782388717,-0.039183699,-0.029355036,-0.030156122,36:44.6,105,246.1,04:06.1,4,
0.019153228,0.742216885,0.701115847,-0.133009806,0.014357956,-0.050889194,34:57.1,155.3,197,0.009697837,0.670593083,0.700141042,-0.032616891,0.002104522,-0.000529157,36:45.7,105.6,247.2,04:07.2,5,
0.055762563,0.747801125,0.598275781,-0.045961514,0.03237848,-0.070742309,34:57.6,155.9,198,0.010546397,0.689652324,0.68771252,-0.035060354,-3.35067E-05,0.000998006,36:46.8,106.2,248.3,04:08.3,5,
-0.082196273,0.645828247,0.637754679,-0.276563168,0.001835218,0.112211831,34:58.2,156.4,199,0.011152512,0.688438326,0.68698144,-0.03536579,0.001799089,-0.002667186,36:47.9,106.7,249.4,04:09.4,5,
0.055762563,0.732747972,0.789334118,-0.026719257,0.018634012,0.027912423,34:58.7,157,200,0.012607187,0.688923895,0.688078016,-0.035671219,0.000882791,-0.00083459,36:49.0,107.3,250.6,04:10.6,5,
0.046549615,0.920426667,0.850989401,-0.098495916,0.091937847,0.088998951,34:59.3,157.5,201,0.009940282,0.687588543,0.686250329,-0.034296773,0.00302082,-0.00083459,36:50.1,107.8,251.6,04:11.6,5,
-0.264360964,0.759212375,0.686737716,-0.045961514,0.36530003,0.247213051,34:59.8,158.1,202,0.011758627,0.68625319,0.692342758,-0.037045673,0.000271926,-0.001903604,36:51.2,108.4,252.7,04:12.7,5,
-0.240911588,0.616450369,0.804686964,-0.082613423,0.936153591,1.017819524,35:00.4,158.6,203,0.009455391,0.683582515,0.690880597,-0.033227764,0.001188224,-0.000223725,36:52.3,108.9,253.8,04:13.8,5,
-0.01530381,0.775965035,0.786409736,0.164481565,0.517710924,0.457350671,35:00.9,159.2,204,0.018062221,0.739788979,0.653229415,-0.033991344,0.001646373,0.003899616,36:53.4,109.5,254.9,04:14.9,5,
-0.037025347,0.617421508,0.87682128,-0.069785267,0.060172845,0.145809412,35:01.5,159.7,205,-0.009839998,0.737118244,0.614481598,-0.016423628,0.003342215,-0.022602529,36:54.5,110,256,04:16.0,1,
-0.000987343,0.779606938,0.626788318,0.046279132,0.116372451,0.074338183,35:02.0,160.3,206,0.033699984,0.769895256,0.650061309,-0.006955214,0.004563946,-0.032987238,36:55.6,110.6,257.1,04:17.1,1,
0.032972645,0.657725036,0.68088901,0.013903275,0.081553131,0.019054877,35:02.6,160.8,207,-0.080098164,0.716845065,0.742178738,-0.064071119,0.004716662,0.03909486,36:56.7,111.1,258.2,04:18.2,1,
0.027153943,0.691230476,0.70818305,0.007794619,-0.014658143,0.044100352,35:03.1,161.4,208,-0.016537989,0.693658412,0.653594941,-0.039941937,0.132845648,0.097585212,36:57.8,111.7,259.3,04:19.3,1,
0.052853208,0.745858788,0.643603384,-0.120487079,0.050399002,-0.057303276,35:03.7,161.9,209,0.014322879,0.696693271,0.750951827,-0.043301687,0.169344842,0.118812777,36:58.9,112.2,260.4,04:20.4,5,
0.017940998,0.692929983,0.78397274,-0.005849838,-0.044441715,-0.001085126,35:04.2,162.5,210,0.135515444,0.69438675,0.658712596,-0.044065282,-0.186178725,-0.151495092,37:00.0,112.8,261.5,04:21.5,3,
-0.016784824,0.567406237,0.525654137,-0.093814433,0.042912014,-0.012386134,35:04.8,163,211,0.160014307,0.668043762,0.679792374,-0.053839125,-0.445338327,-0.512821883,37:01.1,113.3,262.6,04:22.6,3,
-0.008392412,0.636359334,0.681376398,-0.090454668,0.025502352,0.035566788,35:05.3,163.6,212,0.002432561,0.648741782,0.641288251,-0.042996265,0.05358588,0.00717715,37:02.2,113.9,263.7,04:23.7,2,
0.045337386,0.660638571,0.601687551,-0.026619256,0.029167544,0.053281877,35:05.9,164.1,213,-0.202034986,0.673628002,0.7996912,-0.011078559,0.596186936,0.650876388,37:03.3,114.4,264.8,04:24.8,5,
0.412885398,0.69438678,0.725729227,-0.022954077,-0.339489639,-0.199310899,35:06.4,164.7,214,0.096735924,0.717816263,0.68430078,-0.053075537,-0.072405074,0.014049385,37:04.4,115,265.9,04:25.9,5,
0.226444483,0.503066182,0.872678399,-0.069379821,-0.9500494,-1.065212369,35:07.0,165.2,215,0.014175316,0.663430721,0.656884879,-0.029251799,-0.005057182,-0.062308773,37:05.5,115.5,267,04:27.0,5,
-0.024683565,0.64947015,0.616796672,-0.080680847,-0.622014761,-0.657765269,35:07.5,165.8,216,0.045216163,0.683339685,0.736451894,-0.033527851,-0.094701655,-0.12843493,37:06.6,116.1,268.1,04:28.1,5,
0.085340962,0.760669112,0.653594911,-0.035782233,-0.215789407,-0.246652961,35:08.1,166.3,217,0.040249228,0.6608814,0.660905868,-0.03810934,0.015254088,0.021685201,37:07.7,116.6,269.2,04:29.2,5,
0.000727338,0.679090858,0.815653324,-0.023870364,-0.115912952,-0.067364007,35:08.6,166.9,218,0.015324399,0.681154579,0.645065576,-0.052770108,-0.024452154,-0.055741969,37:08.8,117.2,270.3,04:30.3,5,
0.018425889,0.650198519,0.676015079,-0.02845186,-0.030391818,-0.038347907,35:09.2,167.4,219,0.03927624,0.638908684,0.655788243,-0.09278179,-0.051024793,-0.072998911,37:09.9,117.7,271.4,04:31.4,5,
0.119525842,0.614265203,0.638729453,-0.023259506,0.001678608,-0.04659459,35:09.7,168,220,0.108009655,0.670107484,1.185585141,0.114454262,0.242648687,0.030084596,37:11.0,118.3,272.5,04:32.5,2,
0.060369033,0.746344388,0.816628158,-0.053802758,-0.000764853,-0.027963197,35:10.3,168.5,221,-0.172291295,0.643036157,0.704527587,-0.051548384,0.452328173,0.47418363,37:12.1,118.8,273.6,04:33.6,2,
0.016728768,0.594356179,0.928485036,-0.00859873,-0.074068688,0.030985299,35:10.8,169.1,222,-0.146867208,0.641822159,0.717443526,-0.001610145,0.600157559,0.604297921,37:13.2,119.4,274.7,04:34.7,5,
0.037579119,0.51496309,0.805418074,-0.033171162,0.010110109,0.006730626,35:11.4,169.6,223,0.076976581,0.757877022,0.725363672,-0.044981577,0.029914853,0.00931518,37:14.3,119.9,275.8,04:35.8,5,
0.012607188,0.620577812,0.709645271,-0.035309181,0.012248138,-0.006708409,35:11.9,170.2,224,1.73859E-05,0.669864714,0.769716501,-0.063918397,-0.026590182,-0.008399912,37:15.4,120.5,276.9,04:36.9,5,
0.011152512,0.618635476,0.742788017,-0.039890677,0.004001457,-0.004570381,35:12.5,170.7,225,-0.023341332,0.710046887,0.651889056,-0.047425032,-0.00139199,0.006108137,37:16.5,121,278,04:38.0,5,
0.014789201,0.661366999,0.6801579,-0.038974375,0.003696025,-0.003043218,35:13.0,171.3,226,-0.031224708,0.683946669,0.732674599,-0.063460253,0.00441123,0.000763066,37:17.6,121.6,279.1,04:39.1,5,
0.013576971,0.657725036,0.682838559,-0.040196106,0.00430689,-0.002432352,35:13.6,171.8,227,0.174561065,1.021428376,1.054841816,0.009232715,-0.429608524,-0.452346248,37:18.7,122.1,280.2,04:40.2,3,
0.015274093,0.657725036,0.675283968,-0.040501535,0.00430689,-0.003654083,35:14.1,172.4,228,-0.033225228,0.631139278,0.68088901,-0.064223826,-0.308046333,-0.346055679,37:19.8,122.7,281.3,04:41.3,3,
0.00775827,0.667922378,0.667485714,-0.037141785,0.00552862,-0.004875814,35:14.7,172.9,229,-0.038171226,0.613051265,0.731090575,-0.034291431,-0.054689984,-0.089339558,37:20.9,123.2,282.4,04:42.4,5,
0.031517968,0.702641726,0.680401623,-0.042944998,0.003085159,0.002760002,35:15.2,173.5,230,0.014304309,0.600061864,0.748514861,-0.030626245,0.00563296,-0.033598104,37:22.0,123.8,283.6,04:43.6,5,
-0.0533165,0.742702484,0.642384887,-0.05546774,-0.00852128,-0.00212692,35:15.8,174,231,0.0237597,0.674963325,0.706477195,-0.020852402,-0.005668047,-0.056047403,37:23.1,124.3,284.7,04:44.7,5,
0.027881281,0.708954334,0.710132658,-0.027062505,0.019883953,-0.008541005,35:16.3,174.6,232,0.115040587,0.617542893,0.761674523,-0.015965477,-0.012387564,-0.03909589,37:24.2,124.9,285.8,04:45.8,5,
0.057459682,0.692201614,0.738401473,-0.051191688,0.023854578,-0.002737785,35:16.9,175.1,233,-0.001848062,0.686860204,0.748880416,-0.000541128,0.032816463,0.001221216,37:25.3,125.4,286.9,04:46.9,5,
-0.033816483,0.720122755,0.730359435,0.019057825,-0.003939791,-0.002737785,35:17.4,175.7,234,0.029349628,0.568256035,1.031690598,-0.035055019,-0.10920971,-0.250302553,37:26.4,126,288,04:48.0,5,
-0.005183549,0.570562541,0.505670965,-0.132436752,0.013469868,0.01650447,35:18.0,176.2,235,-0.156000126,0.718908817,0.714641035,-0.069263466,0.067483064,0.07055442,37:27.5,126.5,289.1,04:49.1,3,
-0.010120261,0.698999822,0.768376172,0.042270705,-0.016157096,0.015893605,35:18.5,176.8,236,0.32778687,0.636602104,0.740838408,-0.039941937,-0.610119224,-0.761749476,37:28.6,127.1,290.2,04:50.2,5,
-0.003702535,0.68346107,0.658468902,-0.067685053,0.03332299,0.007341491,35:19.1,177.3,237,0.095160022,0.565342546,0.748758554,0.021144588,-0.159453377,-0.161879804,37:29.8,127.6,291.3,04:51.3,5,
0.03733667,0.684189439,0.61801523,-0.059743792,0.036071882,0.039106485,35:19.6,177.8,238,-0.01453646,0.694022596,0.700750291,-0.059947774,-0.05285739,-0.021228083,37:30.9,128.1,292.4,04:52.4,5,
-0.004936713,0.689530909,0.671628535,-0.023397312,-0.040286273,0.026889179,35:20.1,178.4,239,0.008414689,0.682489902,0.719149411,-0.022074133,-0.017732637,-0.028711181,37:32.0,128.7,293.5,04:53.5,5,
0.001939567,0.683946729,0.70135957,-0.031338558,-0.010964742,0.018947931,35:20.7,178.9,240,0.011595702,0.667193979,0.942741275,-0.005275335,-0.066601856,-0.023671542,37:33.1,129.2,294.6,04:54.6,5,
0.021092795,0.668407977,0.681863785,0.00409162,0.070585765,0.00825779,35:21.2,179.5,241,0.146437336,0.670107484,0.575368285,-0.030320816,-0.024604869,0.001832079,37:34.2,129.8,295.7,04:55.7,5,
0.04218559,0.712839007,0.76277113,-0.031338558,0.059284762,-0.072681859,35:21.8,180,242,-0.091205776,0.641093791,0.768498003,-0.040247366,-0.029949941,0.030084599,37:35.3,130.3,296.8,04:56.8,5,
0.48198247,0.67787689,0.764233291,-0.014234334,-0.508514464,-0.526860178,35:22.3,180.6,243,0.061202563,0.648013383,0.791283637,-0.011383988,0.03587079,0.001679365,37:36.4,130.9,297.9,04:57.9,5,
0.278327912,0.529287815,0.909720302,-0.039279819,-1.059209466,-1.159105659,35:22.9,181.1,244,0.030123565,0.660153002,0.90143466,-0.00145743,0.000135174,0.002137514,37:37.5,131.4,299,04:59.0,4,
-0.041468389,0.622762918,0.714275479,-0.096701145,-0.514012277,-0.573591352,35:23.4,181.7,245,-0.0072126,0.536328793,0.894245595,-0.036124028,-0.013609295,-0.003818423,37:38.6,132,300.1,05:00.1,4,
0.113464683,0.684917867,0.721099019,-0.045083031,-0.308761567,-0.338102788,35:24.0,182.2,246,0.034306098,0.676420122,0.734624147,-0.029466011,-0.035770832,-0.059122251,37:39.7,132.5,301.2,05:01.2,1,
