acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label,,,
0.012122296,0.643157542,0.740107358,-0.034972355,0.022861248,0.003274164,45:41.8,1534.5,395,-0.028756351,0.689166725,0.682960451,-0.052222215,0.006728641,0.002664272,49:16.4,216.4,431,5,,,
-0.106386162,0.598726511,0.78056103,-0.055741772,0.014919998,0.049089059,45:42.3,1535,396,-0.029126607,0.690744877,0.689905822,-0.054971114,0.006575925,0.002969705,49:17.5,216.9,432.1,5,,,
-0.029620279,0.584401727,0.731090546,-0.049022257,-0.056551237,-0.036737509,45:42.9,1535.6,397,-0.030977874,0.686981618,0.685153723,-0.053902097,0.004437896,0.003733286,49:18.5,217.5,433.1,5,,,
-0.038506363,0.594599009,0.821745753,-0.022536874,-0.015676387,-0.030178253,45:43.4,1536.1,398,-0.02727534,0.68625322,0.685397416,-0.055581979,0.006575925,0.002358839,49:19.6,218,434.2,5,,,
-0.068126634,0.656025529,0.789090395,-0.112334058,0.076869696,-0.080269203,45:44.0,1536.7,399,-0.030731037,0.684553653,0.680767149,-0.052527651,0.005201478,0.005413166,49:20.7,218.6,435.3,5,,,
-0.103424132,0.639272869,0.734014928,-0.136768684,-0.00315365,-0.029261954,45:44.5,1537.2,400,-0.029990532,0.693415612,0.69112426,-0.052833088,0.005201478,0.001747974,49:21.8,219.1,436.4,5,,,
-0.111076042,0.538999498,0.763258517,-0.022842303,-0.014454657,-0.044533584,45:45.1,1537.8,401,-0.029990532,0.688074142,0.685031861,-0.051916793,0.006423209,0.003275137,49:22.9,219.7,437.5,5,,,
-0.149335563,0.595570147,0.701115847,-0.048498645,-0.121050641,0.040071253,45:45.7,1538.3,402,-0.029496861,0.688559741,0.682351142,-0.053443953,0.007034074,0.003275137,49:23.9,220.2,438.5,5,,,
-0.133538082,0.635630965,0.571956515,-0.011235863,-0.092339978,-0.154794767,45:46.2,1538.9,403,-0.031101291,0.687952757,0.682473034,-0.049931481,0.006881358,0.00358057,49:25.0,220.8,439.6,5,,,
-0.071088664,0.787133515,0.681863785,-0.093397245,-0.046219651,-0.011546862,45:46.8,1539.4,404,-0.029126606,0.689530909,0.683082253,-0.051458634,0.005201478,0.00358057,49:26.1,221.3,440.7,5,,,
-0.07182917,0.693172812,0.741813183,-0.014901057,0.037468888,-0.032010846,45:47.3,1540,405,-0.034927243,0.686374605,0.682594836,-0.052680373,0.006728641,0.002816988,49:27.2,221.9,441.8,5,,,
-0.012588618,0.721579552,0.676258743,-0.06346485,-0.032169748,-0.037508633,45:47.9,1540.6,406,-0.024683565,0.685039252,0.680279762,-0.051458642,0.006423209,0.003427854,49:28.3,222.5,442.9,5,,,
-0.029867113,0.681518734,0.678939462,-0.11325036,-0.038583834,-0.017350081,45:48.4,1541.1,407,-0.032088634,0.687345803,0.680645257,-0.056192845,0.003521599,0.002969705,49:29.3,223,443.9,5,,,
-0.083430447,0.670593083,0.674552858,-0.062548548,-0.005902543,-0.040868394,45:49.0,1541.7,408,-0.031471543,0.689409494,0.682594866,-0.050695054,0.006728641,0.004191435,49:30.4,223.6,445,5,,,
-0.038012687,0.674720526,0.792989552,-0.038113937,-0.034613211,-0.025291331,45:49.5,1542.2,409,-0.031594962,0.68904537,0.677477241,-0.049320608,0.005506911,0.042370514,49:31.5,224.1,446.1,5,,,
0.00775827,0.65529716,0.682351172,-0.094618961,-0.03125345,-0.021320708,45:50.1,1542.8,410,-0.031348126,0.688559711,0.679183125,-0.058636308,0.006117776,0.005413166,49:32.6,224.7,447.2,5,,,
-0.058500048,0.64947015,0.638973176,-0.072933257,-0.012011196,-0.059194349,45:50.6,1543.3,411,-0.029743696,0.686981589,0.684666276,-0.050847776,0.007034074,0.002969705,49:33.7,225.2,448.2,5,,,
-0.037025347,0.719394386,0.726216614,-0.035059616,-0.0101786,-0.047893345,45:51.2,1543.9,412,-0.035544332,0.693172783,0.687225133,-0.054054819,0.005659627,0.002511556,49:34.7,225.8,449.3,5,,,
-0.010860768,0.586101234,0.733040094,0.051377818,-0.053855464,-0.009103402,45:51.7,1544.4,413,-0.030854457,0.688681126,0.68356964,-0.053443953,0.008255804,0.003275137,49:35.8,226.3,450.4,5,,,
-0.096759573,0.738089442,0.734502316,0.003730327,-0.062407579,-0.099511459,45:52.3,1545,414,-0.03060762,0.687588543,0.685519218,-0.051611356,0.005659627,0.002664272,49:36.9,226.9,451.5,5,,,
-0.076765887,0.630775094,0.666023493,-0.026507497,-0.015370955,-0.001162153,45:52.9,1545.5,415,-0.028509517,0.655904114,0.681985617,-0.053138517,0.00596506,0.002358839,49:37.9,227.4,452.5,5,,,
-0.080221586,0.651412487,0.60777998,-0.087594017,0.023113556,0.031213704,45:53.4,1546.1,416,-0.032212052,0.685524851,0.683204114,-0.051916793,0.008103088,0.003122421,49:39.0,228,453.6,5,,,
-0.022955714,0.659181833,0.661880672,-0.038113937,0.013339711,0.035184328,45:54.0,1546.6,417,-0.026287997,0.682489961,0.687590659,-0.050847769,0.005506911,0.002511556,49:40.1,228.5,454.7,5,,,
-0.122183643,0.633688629,0.688687265,-0.034143314,0.038996052,0.05503745,45:54.5,1547.2,418,-0.031965215,0.68601042,0.684666306,-0.051764071,0.00428518,0.003122421,49:41.2,229.1,455.8,5,,,
-0.019993687,0.584158897,0.636048794,-0.075682148,0.024640718,-0.001467586,45:55.1,1547.8,419,-0.03295256,0.689166725,0.680279732,-0.052069508,0.002299868,0.043134098,49:42.3,229.7,456.8,5,,,
-0.026411416,0.6832183,0.771300554,-0.014595628,0.028916776,0.011666017,45:55.6,1548.3,420,-0.025424072,0.682004362,0.687225163,-0.051458634,0.007797655,0.003122421,49:43.3,230.2,457.9,5,,,
-0.111322872,0.659910202,0.644334495,-0.049414948,-0.018730713,0.026937649,45:56.2,1548.9,421,-0.02949686,0.677998245,0.690515012,-0.05054234,0.006117776,0.004038719,49:44.4,230.8,459,5,,,
-0.078000069,0.643400371,0.680645287,0.004035756,0.005703897,-0.015517487,45:56.7,1549.4,422,-0.02665825,0.687345773,0.682594866,-0.054360248,0.006270492,0.002816988,49:45.5,231.3,460.1,5,,,
0.056489896,0.642914712,0.627031982,-0.06529744,-0.095699735,-0.074771412,45:57.3,1550,423,-0.028879771,0.685889035,0.684666276,-0.05634556,0.006881358,-0.033224061,49:46.6,231.9,461.2,5,,,
-0.044924092,0.678362489,0.661880672,0.011060715,-0.000710189,0.15552479,45:57.8,1550.5,424,-0.029743695,0.655782759,0.684422642,-0.051000491,0.006423209,0.003733286,49:47.6,232.4,462.2,5,,,
-0.061462075,0.626404881,0.628737867,-0.126994833,0.100388013,0.124370657,45:58.4,1551.1,425,-0.0283861,0.686496019,0.684788167,-0.053138517,0.00718679,0.003427854,49:48.7,233,463.3,5,,,
-0.099721596,0.635630965,0.718174636,-0.026202068,0.020364663,0.082220957,45:58.9,1551.6,426,-0.027645593,0.686131805,0.684666306,-0.054818399,0.008713953,0.002816988,49:49.8,233.5,464.4,5,,,
0.031275522,0.654083192,0.606805146,-0.116304681,-0.004069947,-0.074465983,45:59.5,1552.2,427,-0.030113949,0.690623492,0.682594895,-0.051000491,0.005354194,0.004038719,49:50.9,234.1,465.5,5,,,
-0.030113949,0.711139441,0.749367833,-0.035059616,-0.092339978,-0.086988717,46:00.0,1552.7,428,-0.02727534,0.685160667,0.686372191,-0.054207534,0.006117776,0.002816988,49:52.0,234.6,466.5,5,,,
0.015758984,0.692444444,0.705502391,-0.082707092,-0.048968542,-0.098289728,46:00.6,1553.3,429,-0.028139263,0.686738819,0.684422642,-0.051764071,0.005354195,0.002664272,49:53.0,235.2,467.6,5,,,
-0.005430384,0.690259278,0.611679077,-0.017653614,0.005307733,-0.007448907,46:01.1,1553.8,430,-0.029126606,0.686374605,0.684544444,-0.051000491,0.006575925,0.003275137,49:54.1,235.7,468.7,5,,,
0.024002146,0.763582647,0.754972875,-0.017042741,0.051733494,0.005073831,46:01.7,1554.4,431,-0.029743695,0.686131805,0.681254566,-0.05054234,0.006423209,0.005565882,49:55.2,236.3,469.8,5,,,
0.030548185,0.690987647,0.677720964,-0.057054415,-0.189252838,-0.158332616,46:02.3,1554.9,432,-0.029003189,0.688316971,0.65152356,-0.049626037,0.007492223,0.003122421,49:56.3,236.8,470.8,5,,,
0.003394243,0.636359334,0.692099035,-0.049724028,-0.188336551,-0.191319346,46:02.8,1555.5,433,-0.032088634,0.68649599,0.687225133,-0.051458642,0.007492223,0.003122421,49:57.3,237.4,471.9,5,,,
-0.106139332,0.808256507,0.76350224,-0.072936907,-0.030733315,-0.032494381,46:03.4,1556,434,-0.035420915,0.710289657,0.678695709,-0.052527659,0.009782967,0.000373527,49:58.4,237.9,473,5,,,
-0.034063317,0.775965035,0.85635072,-0.010628656,-0.01485082,-0.041351929,46:03.9,1556.6,435,-0.028879772,0.685767621,0.690880537,-0.050847776,0.009324818,0.003427854,49:59.5,238.5,474.1,5,,,
0.053095657,0.661609769,0.744981229,-0.110199705,-0.071661294,-0.13878493,46:04.5,1557.2,436,-0.031841801,0.683825284,0.715493977,-0.051000491,0.006117776,0.002511556,50:00.6,239.1,475.2,5,,,
0.060369033,0.714538515,0.677964628,-0.068355426,-0.062498309,-0.121986136,46:05.0,1557.7,437,-0.020857612,0.689166725,0.687468827,-0.051611356,0.008103088,0.006940329,50:01.6,239.6,476.2,5,,,
-0.017031658,0.695357978,0.713300645,-0.041171923,-0.097012199,-0.078003846,46:05.6,1558.3,438,-0.051465233,0.70579797,0.67126295,-0.060010754,0.207245156,0.203333501,50:02.7,240.2,477.3,5,,,
0.023517253,0.691958845,0.78056103,-0.025289416,-0.096401334,-0.053569235,46:06.1,1558.8,439,0.038306456,0.716116697,0.661393225,-0.071311757,-0.011597313,-0.027115412,50:03.8,240.7,478.4,5,,,
-0.022215208,0.586101234,0.70818305,-0.067744553,-0.067385234,-0.110074267,46:06.7,1559.4,440,-0.003281294,0.646071047,0.714641005,-0.031910948,-0.222956687,-0.247637764,50:04.9,241.3,479.5,5,,,
0.012364741,0.6385445,0.68698144,-0.045447975,-0.087849222,-0.107325375,46:07.2,1559.9,441,0.082795276,0.69183743,0.718905717,0.012987643,-0.583367169,-0.643783867,50:06.0,241.8,480.6,5,,,
0.024487037,0.691473246,0.729140997,-0.021624237,-0.092430711,-0.081363603,46:07.8,1560.5,442,-0.061462075,0.617542922,0.76009047,-0.034354411,-0.192871569,-0.220454264,50:07.1,242.4,481.7,5,,,
0.039276235,0.678605258,0.72524178,-0.036284998,0.046235707,0.056081079,46:08.3,1561,443,-0.049490549,0.654811561,0.689418375,-0.055734701,0.109812148,0.111245569,50:08.1,242.9,482.7,1,,,
-0.010367097,0.730320036,0.802250028,-0.097676948,0.054482386,0.032868199,46:08.9,1561.6,444,-0.018148499,0.685767621,0.679304957,-0.050084196,0.030399667,0.015797875,50:09.2,243.5,483.8,1,,,
0.016001431,0.696329057,0.645552933,-0.045142546,-0.030427882,-0.068840861,46:09.5,1562.1,445,0.033821204,0.642064959,0.704649448,-0.035270713,-0.153318055,-0.174792085,50:10.3,244,484.9,1,,,
-0.000493671,0.648498952,0.74571234,-0.029870912,-0.013629089,-0.043184523,46:10.0,1562.7,446,-0.140202645,0.648984522,0.719271213,-0.032674529,-0.248307601,-0.255731732,50:11.4,244.6,486,4,,,
0.017940998,0.681761563,0.746930897,-0.088819399,-0.008436735,-0.037992168,46:10.6,1563.3,447,-0.096389323,0.75350678,0.667241961,-0.089026846,0.026734478,0.021142945,50:12.5,245.2,487.1,5,,,
-0.034803826,0.62203455,0.762283742,-0.060719609,-0.043256052,-0.023331404,46:11.1,1563.8,448,0.010546397,0.76746735,0.688199908,-0.067646578,-0.201881841,-0.197852246,50:13.6,245.7,488.1,5,,,
-0.041962057,0.710653841,0.69039315,-0.041477352,-0.009963898,-0.017222751,46:11.7,1564.4,449,-0.11106017,0.747558355,0.772519022,-0.021068096,-0.510368779,-0.510767967,50:14.6,246.3,489.2,5,,,
-0.017772166,0.665494442,0.775687039,0.010446191,-0.02890072,0.002935803,46:12.2,1564.9,450,-0.033693066,0.622884393,0.748392999,-0.049931474,-0.085664723,-0.153259084,50:15.7,246.8,490.3,5,,,
0.106918648,0.692444444,0.68698144,-0.02895461,0.013248981,-0.035243277,46:12.7,1565.4,451,-0.015674064,0.753021181,0.638485759,-0.051458634,-0.038017239,-0.012454643,50:16.8,247.3,491.4,5,,,
0.003879135,0.63296026,0.799813092,-0.040255621,-0.01729428,-0.004700013,46:13.3,1566,452,-0.074544366,0.738210827,0.696241915,-0.0520695,0.014669889,0.021142946,50:17.9,247.9,492.4,5,,,
-0.046898775,0.675934553,0.737914085,-0.029260054,-0.011491061,0.005073831,46:13.8,1566.5,453,-0.119098205,0.716238111,0.643237859,0.002297498,0.063844541,0.045577554,50:18.9,248.4,493.5,5,,,
0.014789201,0.689773679,0.724267066,-0.030176342,-0.154433519,-0.06761913,46:14.4,1567.1,454,-0.059495156,1.424099803,0.465704694,0.461973585,0.014975323,-0.139056468,50:20.0,249,494.6,4,,,
-0.002962028,0.62737602,0.677720964,-0.129441962,-0.028289855,-0.071284324,46:14.9,1567.6,455,0.033802462,0.602853984,0.603393391,-0.116210356,0.016197048,-0.066516213,50:21.1,249.5,495.7,5,,,
0.014061864,0.646799445,0.696972966,-0.050334901,-0.047532111,-0.060594186,46:15.4,1568.1,456,0.013302614,0.671928436,0.651157975,-0.096815385,0.034828445,0.003427854,50:22.2,250,496.8,1,,,
0.003151797,0.623976886,0.586822033,-0.055527255,-0.046004947,-0.051125772,46:16.0,1568.7,457,-0.014439886,0.774144143,0.720124185,-0.037714168,-0.000754458,0.001747973,50:23.3,250.6,497.9,1,,,
-0.189322934,0.551139116,0.677233517,-0.059803307,0.093883194,0.112280682,46:16.5,1569.2,458,-0.116136171,0.662216723,0.623376578,-0.163399696,0.013142726,0.009689222,50:24.4,251.1,499,1,,,
-0.179449514,0.678605258,0.771787941,-0.063163072,0.597236156,0.593642533,46:17.0,1569.7,459,-0.022554229,0.732262433,0.696485609,-0.025496863,-0.006863111,-0.007873153,50:25.4,251.6,500,5,,,
-0.115025409,0.650684118,0.716712415,-0.104091033,0.47536853,0.470247716,46:17.6,1570.3,460,0.02135111,0.748893708,0.66858232,-0.059399888,0.023985584,0.008009342,50:26.5,252.2,501.1,5,,,
-0.006911398,0.636359334,0.687225163,-0.057970718,0.056314982,0.076850496,46:18.1,1570.8,461,0.087886646,0.636480719,0.658590704,-0.12094456,0.041089811,-0.022075771,50:27.6,252.7,502.2,5,,,
0.002424459,0.788590312,0.700628459,-0.094928071,-0.047837541,-0.020887943,46:18.7,1571.4,462,-0.022623457,0.606617242,0.591574103,-0.046113558,-0.000601742,0.090323441,50:28.7,253.3,503.3,5,,,
-0.125392511,0.710168302,0.714275479,-0.055832684,-0.10434258,-0.087472253,46:19.2,1571.9,463,-0.011950766,0.766617566,0.683813363,-0.006254606,-0.000601742,0.017477754,50:29.8,253.8,504.3,5,,,
-0.043936744,0.631746292,0.642384887,-0.057359844,-0.053029899,-0.022720538,46:19.7,1572.4,464,0.065217949,0.689652294,0.712569565,-0.089332297,0.047198461,0.002358839,50:30.8,254.3,505.4,5,,,
-0.021474702,0.703855693,0.784703851,-0.020402506,-0.059138548,-0.007754339,46:20.3,1573,465,0.023828245,0.728863299,0.600712746,-0.030994661,-0.026410799,-0.01795243,50:31.9,254.9,506.5,5,,,
-0.034803826,0.737603843,0.738157749,-0.059803307,-0.006298706,-0.001951119,46:20.8,1573.5,466,-0.035050662,0.783370256,0.725851059,-0.01893007,-0.100478209,-0.122868531,50:33.0,255.4,507.6,5,,,
0.468405485,0.469318062,0.800787866,0.008613601,-1.058819532,-1.050806761,46:21.4,1574.1,467,0.168257467,0.650077105,0.652620167,-0.020457231,-0.644453704,-0.707771987,50:34.1,256,508.6,5,,,
0.058429465,0.685889065,0.761065304,-0.048196867,-0.372206986,-0.456129402,46:21.9,1574.6,468,-0.073706281,0.585858479,0.269166291,-0.210130885,-0.378269181,-0.272530518,50:35.1,256.5,509.7,5,,,
0.034912214,0.643885911,0.7388888,0.018387437,0.001031677,-0.015390156,46:22.5,1575.2,469,-0.084047541,0.645464063,0.683935195,-0.020115919,-0.095726112,-0.045100569,50:36.2,257.1,510.8,5,,,
-0.046651937,0.640001237,0.69453603,-0.068355426,0.074030071,0.031341039,46:23.0,1575.7,470,-0.100708943,0.642793357,0.663830221,-0.051539607,-0.012783268,-0.03590223,50:37.3,257.6,511.9,5,,,
-0.038753197,0.679819226,0.740594745,-0.037506729,0.085941941,0.058524538,46:23.6,1576.2,471,-0.120332379,0.622520149,0.567204416,-0.025883265,-0.039814054,-0.0215469,50:38.4,258.1,512.9,3,,,
-0.039493702,0.691716015,0.69112426,-0.05216749,0.047152005,-0.013252126,46:24.1,1576.8,472,-0.093797542,0.658210695,0.706964552,-0.005471274,-0.055691794,0.005536621,50:39.4,258.7,514,3,,,
0.019153228,0.698271394,0.704283893,0.001261652,0.038551752,0.040123574,46:24.6,1577.3,473,-0.099598184,0.717330664,0.734624177,-0.064624466,-0.024074761,-0.031062562,50:40.5,259.2,515.1,5,,,
0.054792777,0.686860204,0.670653701,-0.000570938,0.042522375,0.025768241,46:25.1,1577.8,474,-0.025822355,0.668529361,0.636292458,-0.039273567,-0.034001322,-0.02357946,50:41.6,259.7,516.2,5,,,
-0.077506393,0.692687213,0.782266855,-0.043026075,0.050158191,0.069139674,46:25.7,1578.4,475,-0.102930464,0.681761563,0.664195746,-0.089211807,-0.044538748,-0.027091937,50:42.7,260.3,517.3,5,,,
-0.032582305,0.707983136,0.818821371,-0.120300531,0.050463624,0.015383532,46:26.2,1578.9,476,-0.010037709,0.711989254,0.698556989,-0.045076787,-0.062101122,-0.085735,50:43.8,260.8,518.3,5,,,
0.024729483,0.724493086,0.837342381,0.015616983,0.040384348,0.003777093,46:26.8,1579.4,477,-0.008916306,0.660153002,0.599616095,-0.086157471,-0.06805706,-0.117194559,50:44.8,261.3,519.4,5,,,
0.046549615,0.578817487,0.821014643,-0.100752831,0.010451949,0.023630213,46:27.3,1580,478,0.004078696,0.608559608,0.722561151,-0.037593685,0.008453812,-0.024190325,50:45.9,261.9,520.5,5,,,
-0.000246836,0.547254443,0.795913875,-0.054327086,-0.007263144,-0.01057824,46:27.8,1580.5,479,-0.083060194,0.684310883,0.770082057,-0.013006367,0.022045564,0.032925572,50:47.0,262.4,521.6,5,,,
-0.006664563,0.61038059,0.726216614,-0.048218429,0.001899835,-0.00233156,46:28.4,1581.1,480,0.001927916,0.689166725,0.71293512,-0.055308782,-0.147622257,-0.194469012,50:48.1,263,522.7,5,,,
-0.01530381,0.691473246,0.71841836,-0.04638584,0.009841084,-0.002026127,46:28.9,1581.6,481,-0.020515385,0.761518896,0.903993458,0.033266686,-0.051258264,-0.048472222,50:49.2,263.5,523.7,5,,,
-0.02270888,0.72230792,0.649208426,-0.046691269,0.015949735,0.012329206,46:29.4,1582.1,482,-0.030113949,0.696936071,0.668094933,-0.085546613,0.003414174,-0.028771816,50:50.2,264,524.8,5,,,
-0.000246836,0.695600688,0.608754694,-0.036611989,0.025723578,0.026989972,46:30.0,1582.7,483,0.028851063,0.689773709,0.685762912,-0.017893285,0.055795867,0.017195795,50:51.3,264.6,525.9,5,,,
0.006303594,0.690744877,0.627275705,-0.045469537,0.037940886,0.027906271,46:30.5,1583.2,484,0.034427319,0.616935909,0.714519173,-0.00796672,-0.12685284,-0.119332589,50:52.4,265.1,527,5,,,
-0.009626591,0.695115149,0.630687475,-0.04944016,-0.001765356,0.021492185,46:31.1,1583.8,485,-0.059610806,0.573476076,0.57841447,-0.108759478,-0.067904346,-0.005711652,50:53.5,265.7,528.1,5,,,
0.001454675,0.6557827,0.692586482,-0.035084829,0.011062814,-0.021879248,46:31.6,1584.3,486,0.107282314,0.628954142,0.604611903,-0.051949024,-0.069889657,-0.056566186,50:54.6,266.2,529.2,5,,,
-0.003702535,0.62713325,0.626544595,-0.042109773,0.01289541,-0.018824922,46:32.1,1584.8,487,0.049399026,0.633324414,0.670288175,-0.064319044,-0.02040957,-0.094592549,50:55.7,266.7,530.2,5,,,
-0.002962028,0.733233571,0.727678776,-0.107166916,-0.051550873,0.01965959,46:32.7,1585.4,488,-0.10823743,0.6106233,0.732552707,-0.031943187,-0.015675364,0.010323559,50:56.7,267.3,531.3,5,,,
0.004364027,0.642671943,0.65213275,-0.029281616,-0.013066363,-0.001415262,46:33.2,1585.9,489,-0.045917007,0.647649199,0.68564111,-0.14189893,0.277234517,0.27910427,50:57.8,267.8,532.4,5,,,
-0.044430416,0.738089442,0.689905822,-0.015842572,-0.002987087,-0.066472411,46:33.8,1586.5,490,-0.208699539,0.601518601,0.624229461,-0.019115008,0.471947819,0.581177115,50:58.9,268.4,533.5,5,,,
-0.007158234,0.642671943,0.663342834,-0.087924659,0.001594403,0.004693391,46:34.3,1587,491,-0.063560179,0.662823737,0.699653655,-0.061417423,0.090615186,0.0565966,51:00.0,268.9,534.6,5,,,
-0.036038004,0.642671943,0.705746055,-0.07265304,0.020531224,0.045621365,46:34.9,1587.5,492,-0.068250056,0.575296983,0.571469128,-0.463366769,-0.006512386,-0.141018301,51:01.1,269.4,535.7,5,,,
0.015758984,0.594356179,0.685275495,-0.020118624,-0.060408417,-0.03776174,46:35.4,1588.1,493,-0.122183645,0.574690014,0.651036143,-0.094404154,-0.008192265,9.15676E-05,51:02.1,270,536.7,5,,,
0.039518684,0.667922378,0.741325855,-0.018896893,-0.059797551,-0.044175826,46:35.9,1588.6,494,0.139940411,0.642671943,0.541007012,-0.069511399,0.0420514,-0.044654314,51:03.2,270.5,537.8,5,,,
0.041215803,0.710896671,0.748636723,-0.043636948,-0.024978235,-0.03623458,46:36.5,1589.2,495,-0.181917876,0.822824031,0.729750186,-0.218715221,0.008453811,0.054611289,51:04.3,271.1,538.9,5,,,
-0.031841796,0.628589988,0.704283893,-0.055548817,0.044660404,0.086854771,46:37.0,1589.7,496,-0.026380183,0.645949662,0.729262799,-0.042175181,-0.01216289,-0.032284292,51:05.4,271.6,540,5,,,
0.156377614,0.782763243,0.820039928,0.092280574,0.05687771,0.027295405,46:37.5,1590.2,497,-0.09058868,0.724978656,0.743031651,-0.12048357,-0.027115885,-0.020041575,51:06.5,272.1,541.1,5,,,
-0.062943093,0.652626455,0.720367908,-0.067766115,0.032443099,0.037985548,46:38.1,1590.8,498,-0.034927244,0.573233277,0.769960195,-0.081388198,0.047562391,0.009585389,51:07.5,272.7,542.1,5,,,
-0.012094947,0.647284985,0.673578084,-0.057381406,0.050463624,0.012329206,46:38.6,1591.3,499,-0.063313343,0.566313684,0.781413943,-0.039085776,0.008467014,-0.006144391,51:08.6,273.2,543.2,5,,,
0,0.695115149,0.742056906,-0.065628096,-0.004208817,0.028517134,46:39.2,1591.9,500,-0.142177336,0.697543055,0.725363672,-0.023661435,0.34169402,0.325708166,51:09.7,273.8,544.3,5,,,
0.092856787,0.653354824,0.657006681,-0.106250644,-0.001765356,-0.03470742,46:39.7,1592.4,501,-0.086022222,0.683825254,0.658834428,-0.054815553,0.479596838,0.505302548,51:10.8,274.3,545.4,5,,,
0.00654604,0.640244007,0.694292307,-0.044553235,0.004954162,0.004998823,46:40.2,1592.9,502,-0.002194677,0.685889035,0.658834428,-0.023661435,0.129571053,0.085943542,51:11.9,274.8,546.4,5,,,
0.010182728,0.667922378,0.666754603,-0.055243388,0.004037864,-0.031653091,46:40.8,1593.5,503,-0.069360815,0.737239659,0.649086535,-0.047027029,-0.005735602,-0.010267731,51:12.9,275.4,547.5,5,,,
0.000727338,0.654568791,0.686737716,-0.044204846,0.00993492,-0.006989363,46:41.3,1594,504,0.004864106,0.777057618,0.643603384,-0.070698053,0.019462589,-0.000646604,51:14.0,275.9,548.6,5,,,
-0.008392412,0.67787689,0.730846822,-0.067417726,-0.008085605,-0.002407874,46:41.9,1594.5,505,-0.103794388,0.7197586,0.629347116,-0.057564445,-0.027421317,-0.016223667,51:15.1,276.4,549.7,5,,,
0.028851066,0.664037704,0.667729318,-0.013661593,-0.035269108,-0.021344697,46:42.4,1595.1,506,-0.092563368,0.835206479,0.766304731,-0.01526203,0.045577079,0.03234012,51:16.1,277,550.7,5,,,
0.005576256,0.646556616,0.660418451,-0.07261008,-0.005336711,-0.031729404,46:42.9,1595.6,507,-0.065164614,0.692565829,0.674431026,-0.093452789,-0.008637213,0.017068489,51:17.2,277.5,551.8,5,,,
0.056974791,0.580031455,0.588040531,-0.092463195,0.00871319,-0.010959987,46:43.5,1596.2,508,-0.0554146,0.730562866,0.650061339,-0.014651172,-0.002070411,0.00088056,51:18.3,278.1,552.9,5,,,
0.003879135,0.6832183,0.74571234,-0.040539652,-0.016332285,-0.000269845,46:44.0,1596.7,509,-0.024436731,0.645099849,0.56403634,-0.079250172,0.042980899,-0.001868334,51:19.4,278.6,554,5,,,
0.057217237,0.662095368,0.707939327,-0.063752532,-0.019997478,-0.018290371,46:44.6,1597.3,510,-0.050354472,0.694993734,0.648842841,-0.063214958,-0.003903007,0.014625027,51:20.5,279.2,555,5,,,
0.056489896,0.71696651,0.728409886,-0.060698211,0.017570734,-0.003935037,46:45.1,1597.8,511,0.004417209,0.671442866,0.641410112,-0.06092421,-0.050023332,-0.050737553,51:21.5,279.7,556.1,5,,,
-0.004689877,0.691716015,0.727191448,-0.064668834,0.030093472,0.015307218,46:45.6,1598.3,512,-0.055167766,0.698271453,0.64945212,-0.106128246,0.060237842,0.041655814,51:22.6,280.2,557.2,5,,,
-0.024436731,0.6385445,0.701846898,0.002526343,0.026733713,0.029967984,46:46.2,1598.9,513,-0.051958904,0.706890583,0.631053001,-0.024883166,-0.004972022,-0.043254453,51:23.7,280.8,558.3,5,,,
-0.032335471,0.595570147,0.702090621,-0.04634288,0.053306352,0.032106012,46:46.7,1599.4,514,-0.065288026,0.680061996,0.64604038,-0.049623206,-0.007568197,-0.008129702,51:24.8,281.3,559.4,5,,,
-0.036531676,0.712353468,0.715493977,-0.028627783,0.043532509,0.035771206,46:47.3,1600,515,-0.046651935,0.682368517,0.60985136,-0.066574715,-0.066516696,-0.056693492,51:25.9,281.9,560.4,5,,,
-0.038259525,0.718423247,0.745224953,-0.080551326,0.034980398,0.044934183,46:47.8,1600.5,516,-0.054797513,0.71672368,0.589502722,-0.045805298,-0.0066519,-0.006907973,51:26.9,282.4,561.5,5,,,
-0.07972791,0.522004008,0.635561407,-0.050008073,0.001077374,-0.008516526,46:48.3,1601,517,-0.043319656,0.716359496,0.604733735,-0.024272293,-0.045441845,-0.016529099,51:28.0,282.9,562.6,5,,,
0.027638834,0.662580907,0.710376263,-0.107123971,0.003826268,0.015918083,46:48.9,1601.6,518,0.032002861,0.81238395,0.655910075,-0.045499869,-0.015814878,-0.052264716,51:29.1,283.5,563.7,5,,,
-0.008392412,0.665980041,0.732552767,-0.036334291,-0.016653258,-0.021086063,46:49.4,1602.1,519,-0.209686875,0.67811963,0.636536151,-0.169352792,-0.049870618,-0.050737554,51:30.2,284,564.7,5,,,
-0.024930399,0.687345803,0.796157598,-0.036028862,-0.001076195,0.001515952,46:50.0,1602.6,520,0.047519399,0.691473246,0.78190136,-0.067804307,0.063477119,-0.014393039,51:31.2,284.5,565.8,5,,,
-0.055538021,0.664037704,0.733040094,-0.138043359,0.081696048,0.034197245,46:50.5,1603.2,521,-0.017695013,0.73396197,0.751073718,-0.016033486,0.044387577,-0.007062656,51:32.3,285.1,566.9,5,,,
