acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed
0.1798948645591736,0.5008810758590698,0.8112668395042419,0.29545724391937256,0.025541553273797035,-0.06414899975061417,2022-07-14 14:59:21.934739,388.7
0.028123727068305,-0.0552407279610634,0.9638210535049438,0.0028048306703567505,-0.07158409059047699,-0.010218188166618347,2022-07-14 14:59:22.460701,389.2
0.0266690514981747,-0.0612713806331158,0.9616277813911438,0.002731531858444214,0.0007514250464737415,-0.00807581003755331,2022-07-14 14:59:22.990147,389.8
0.0225474685430527,-0.0636836364865303,0.955535352230072,0.0026404857635498047,-0.001360574271529913,-0.008427421562373638,2022-07-14 14:59:23.515977,390.3
0.0370942242443562,-0.0689906105399132,0.9604092836380005,0.00260799378156662,0.0057657817378640175,-0.006655124947428703,2022-07-14 14:59:24.041694,390.8
0.0254568196833134,-0.0607889257371426,0.9621151685714722,0.00014390796422958374,-0.0003213486634194851,-0.008759992197155952,2022-07-14 14:59:24.568156,391.3
0.0249719303101301,-0.056929312646389,0.9616277813911438,0.0007144734263420105,0.0011504818685352802,-0.006121136248111725,2022-07-14 14:59:25.094830,391.9
0.0298208482563496,-0.0914246141910553,0.8982665538787842,0.022094756364822388,0.006953701842576265,-0.007037433795630932,2022-07-14 14:59:25.627939,392.4
0.0397611297667027,0.0174810662865639,0.9920898675918579,-0.005059689283370972,-0.007592933718115091,-0.029187504202127457,2022-07-14 14:59:26.173262,393.0
0.0324877537786961,-0.0419733077287674,0.9138631820678711,-0.014222666621208191,0.020812300965189934,-0.06706114858388901,2022-07-14 14:59:26.701606,393.5
0.0157589837908745,-0.0144735537469387,0.8958296179771423,0.07007674127817154,0.0006537470035254955,-0.1180683970451355,2022-07-14 14:59:27.226535,394.0
0.0698244273662567,-0.1189243718981743,0.7788550853729248,-0.0013944953680038452,-0.0353873036801815,0.046559788286685944,2022-07-14 14:59:27.752456,394.5
0.0475194007158279,-0.0972140356898308,0.72572922706604,0.14399144053459167,0.07609560340642929,0.012351330369710922,2022-07-14 14:59:28.277132,395.1
-0.0029620276764035,-0.0762273892760277,0.991358757019043,0.013266265392303467,-0.025613456964492798,-0.04079394415020943,2022-07-14 14:59:28.801634,395.6
