acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label,,
0.062793493,-0.049210083,0.951148808,0.045353495,0.044010498,-0.181191951,34:46.5,68.1,44,0.044367605,-0.034254078,0.894732982,-0.035313435,0.004691475,-0.534460813,35:09.7,22.7,46,5,,
0.014789201,0.00097117,0.919711947,0.033136189,0.020797616,-0.260299027,34:47.0,68.7,45,0.065824069,-0.016130802,0.882670015,-0.066925712,0.024697312,-0.086391149,35:10.8,23.3,47,5,,
0.102554627,-0.026052397,1.001350403,-0.01176241,-0.023795545,-0.355288565,34:47.5,69.2,46,0.083037727,-0.016644587,1.033274651,-0.042032953,-0.024477341,0.014248898,35:11.8,23.8,48.1,5,,
0.022305025,-0.03521898,0.883401036,0.048102386,0.023241077,-0.429508686,34:48.1,69.7,47,-0.024806981,-0.040887789,1.04143846,-0.021416251,0.025308178,0.052427972,35:12.9,24.3,49.1,5,,
0.057944573,-0.081534348,0.916787565,-0.144625604,-0.052200779,-0.458219349,34:48.6,70.3,48,0.020504743,-0.002580635,0.98538819,-0.036738912,-0.005769875,0.061697079,35:13.9,24.9,50.2,5,,
0.056974791,-0.011337617,1.0912745,-0.063075088,-0.074191935,-0.408128381,34:49.1,70.8,49,-0.067509551,0.048194325,0.951879889,0.023227569,-0.015314927,-0.004628387,35:15.0,25.4,51.2,5,,
0.153468266,-0.086600095,0.932627857,-0.084149942,0.065085344,-0.250830591,34:49.7,71.3,50,-0.010490515,-0.02496688,0.950539559,0.007859759,0.019669931,-0.036664231,35:16.1,25.9,52.3,5,,
0.075643122,0.025250427,0.912888408,-0.005348325,-0.004858725,-0.275876045,34:50.2,71.8,51,0.038912569,-0.043541273,0.9669891,0.048822705,-0.007162681,-0.330234617,35:17.1,26.4,53.4,5,,
0.048489183,-0.052346017,0.895342231,0.098804206,0.027517132,-0.247165397,34:50.7,72.4,52,0.151892357,-0.058376666,1.04143846,-0.110002264,0.081107346,-0.631391138,35:18.2,27,54.4,5,,
0.020607902,-0.177542254,0.895342231,-0.015733033,-0.0008881,-0.172639847,34:51.2,72.9,53,0.121344179,-0.063563025,0.972837836,0.036910828,0.040637522,-0.635819942,35:19.2,27.5,55.5,5,,
0.043882709,-0.142323285,0.951879859,0.008855626,0.007234906,-0.019288383,34:51.8,73.4,54,0.049216522,-0.050174987,0.923732936,-0.03440769,0.029336518,-0.291597381,35:20.3,28,56.5,1,,
0.010910066,-0.062718727,0.965770602,0.004202306,-0.001895668,-0.01836361,34:52.3,74,55,0.048004295,-0.038957983,0.941766471,-0.057773285,0.017119211,-0.09673137,35:21.4,28.6,57.6,1,,
0.043397821,-0.019056847,0.979417682,0.011338867,0.000838886,0.006869865,34:52.8,74.5,56,0.039155016,-0.05451705,0.92056486,0.047295539,0.01635563,-0.170951493,35:22.4,29.1,58.7,1,,
0.015031647,-0.011337617,0.966745377,0.003819354,-0.002156739,0.00249726,34:53.3,75,57,0.103039514,-0.030153237,1.112963557,-0.013485555,0.008261664,-0.136895757,35:23.5,29.6,59.7,5,,
0.016001431,-0.018333169,0.964308441,5.82E-05,-0.000633826,0.001202732,34:53.9,75.5,58,0.069097089,0.001404293,0.94103533,-0.031964228,0.032848991,0.072478306,35:24.5,30.1,60.8,5,,
0.020123012,-0.017127039,0.963333607,0.000285886,-0.001523692,0.000246606,34:54.4,76.1,59,0.140254959,0.157498047,1.236883312,-0.274935886,0.002611162,-0.223638628,35:25.6,30.7,61.8,5,,
0.015758984,-0.020262975,0.965039551,0.001177251,-0.000887448,0.002290011,34:55.0,76.6,60,0.036730558,-0.049554689,0.975396663,0.067148656,0.006887218,-0.286405042,35:26.6,31.2,62.9,5,,
0.016728768,-0.034495305,0.962115169,0.002919614,-0.000878057,0.000421981,34:55.5,77.1,61,0.060247809,-0.053913988,0.941888332,0.018357979,0.011722644,-0.182014786,35:27.7,31.7,63.9,5,,
0.020365456,-0.031600595,0.959678233,-0.002593175,0.001212928,0.001278532,34:56.0,77.7,62,0.034092686,-0.039922885,0.922758102,0.070818223,0.038091069,-0.107556947,35:28.7,32.3,65,5,,
0.016971214,-0.018333169,0.963821054,0.000471011,-0.002991314,-0.001121054,34:56.5,78.2,63,0.064490614,0.001123901,1.008173853,0.017520227,0.043436139,-0.191092767,35:29.8,32.8,66,5,,
0.014789201,-0.015679682,0.964308441,0.001045823,-0.000860174,-0.000518419,34:57.1,78.7,64,0.135890938,-0.046677209,1.000984788,-0.009663276,-0.011541731,-0.454222977,35:30.9,33.3,67.1,5,,
0.015274093,-0.018333169,0.964308441,0.001651943,-0.00052111,0.001595909,34:57.6,79.2,65,0.063399607,-0.212037571,0.97174117,-0.026120352,0.009540275,-0.212534286,35:31.9,33.8,68.2,5,,
0.016243877,-0.020745426,0.965526879,0.001306683,-0.000243818,-0.001445136,34:58.1,79.8,66,0.024244592,-0.059703409,0.957606763,0.004158679,-0.000224008,-0.00134075,35:33.0,34.4,69.2,5,,
0.016486323,-0.017368264,0.963821054,0.011667617,-0.000535991,0.003026768,34:58.6,80.3,67,0.026305381,-0.019539298,0.965039551,0.002436846,-0.000219251,0.01292181,35:34.0,34.9,70.3,5,,
0.019153228,-0.016162137,0.963089943,-0.000831664,0.003670924,0.000859117,34:59.2,80.8,68,0.025941713,-0.021589717,0.962602556,0.001561567,0.000535988,0.010753455,35:35.1,35.4,71.3,5,,
0.015758984,-0.016644586,0.963089943,-0.001149662,0.000295747,0.000820388,34:59.7,81.4,69,0.026062937,-0.019298071,0.963455468,-0.000248723,-0.001381361,0.009570767,35:36.1,36,72.4,5,,
0.017456107,-0.013749876,0.965770602,0.006340623,-0.002081176,-0.001273721,35:00.2,81.9,70,0.026426605,-0.018091941,0.964308441,-0.000264373,-0.000134109,0.007842969,35:37.2,36.5,73.5,5,,
0.013576971,-0.014473554,0.964552164,0.000148535,-0.00021506,-0.000340464,35:00.8,82.4,71,0.028002503,-0.007236777,0.963821054,0.004467633,0.001355569,0.009464222,35:38.3,37,74.5,5,,
0.015274093,-0.019056847,0.962602496,0.002164923,-0.001414136,0.000851894,35:01.3,82.9,72,0.028002504,0.004741505,0.964308441,0.002248384,0.000668591,0.001489777,35:39.3,37.5,75.6,5,,
0.016486323,-0.01881562,0.963333607,0.001752093,0.001030345,0.000187572,35:01.8,83.5,73,0.017819775,0.022458313,0.967110962,-0.00077654,0.006788785,-0.103262134,35:40.4,38.1,76.6,5,,
0.015758984,-0.01640336,0.966501713,0.000177056,-0.000490353,0.001072124,35:02.3,84,74,0.041215806,-0.048365794,0.948711812,0.000918981,0.007225641,-0.150068171,35:41.4,38.6,77.7,5,,
0.013576971,-0.014956006,0.96284622,-0.003101856,-0.003141372,0.000145585,35:02.9,84.5,75,0.053095655,-0.021107266,0.983926058,0.011461493,-0.009131211,-0.094704889,35:42.5,39.1,78.8,5,,
0.018668335,-0.013026198,0.9491992,0.000451207,0.000137717,-0.003424521,35:03.4,85,76,-0.007787987,0.024522051,0.964064717,-0.006216452,0.006208169,0.00822608,35:43.6,39.6,79.8,5,,
0.024002146,0.053171575,0.983073056,-0.008406252,0.003325384,-0.017767644,35:03.9,85.6,77,0.002929611,-0.009123501,0.95675382,0.002678245,-0.004108791,0.021207142,35:44.6,40.2,80.9,5,,
0.01187985,0.049772479,0.951392472,-0.021263532,0.029126085,-0.013087323,35:04.4,86.1,78,0.039082584,-0.031359367,0.975274771,-0.001413912,-0.013157346,0.008884339,35:45.7,40.7,81.9,5,,
0.03733667,0.033262581,0.879501939,-0.024928726,0.008662099,0.030894976,35:05.0,86.6,79,0.058187021,-0.050536824,0.979539484,-0.007159349,-0.0105108,-0.088649718,35:46.7,41.2,83,5,,
-0.009132919,0.017481066,1.000619292,0.00439281,-0.016383376,0.031811275,35:05.5,87.2,80,0.030184517,0.011654044,0.968573123,0.013072819,0.023262575,-0.274504833,35:47.8,41.8,84.1,5,,
-0.033569649,-0.119406819,0.976005912,-0.064024098,-0.049370099,-0.004535209,35:06.0,87.7,81,0.011475993,0.012291597,0.990627676,-0.007391168,0.011961566,-0.471814305,35:48.9,42.3,85.1,4,,
0.041458253,-0.066337116,0.999644458,0.02332963,-0.019743133,-0.054626159,35:06.6,88.2,82,0.088977654,-0.0372694,0.98136723,0.000855513,0.028302211,-0.470898002,35:49.9,42.8,86.2,4,,
0.11273735,-0.002894711,1.044240952,0.139088601,0.024850029,-0.196041465,35:07.1,88.8,83,0.030937517,0.00890188,0.968573123,-0.048777288,-0.000103022,-0.206087928,35:51.0,43.4,87.2,4,,
0.080976941,-0.047280274,0.929703474,0.064563036,0.023933731,-0.308440655,35:07.6,89.3,84,0.043276597,-0.004454846,0.97515294,-0.01838674,-0.010793163,-0.042528758,35:52.0,43.9,88.3,4,,
0.238324329,0.049044099,0.972106695,0.039822988,-0.006609532,-0.645332873,35:08.1,89.8,85,-0.059487391,-0.037028177,0.900338024,0.024909995,-0.00153862,-0.004961874,35:53.1,44.4,89.4,5,,
0.242930815,-0.075262479,1.023770452,-0.050585065,0.030042384,-0.839893401,35:08.7,90.3,86,-0.030059252,-0.037390012,0.93555221,0.025766969,-0.008277196,0.040571945,35:54.2,44.9,90.4,5,,
0.057702132,-0.03401285,0.891443074,-0.029815648,0.014159886,-0.614789605,35:09.2,90.9,87,-0.053193083,-0.027499751,0.987094045,0.017978437,-0.014080415,0.046986027,35:55.2,45.5,91.5,1,,
0.031033078,-0.034495305,0.89802289,-0.040811222,-0.004776936,-0.45413202,35:09.7,91.4,88,-0.02554749,-0.054878891,0.974909216,-0.004239507,-0.051378874,0.026173403,35:56.3,46,92.5,1,,
0.073946007,0.009711703,0.996476471,0.000116751,0.015992483,-0.200317517,35:10.3,91.9,89,0.019880565,-0.058135441,0.955657154,-0.002786424,-0.016900662,0.088743884,35:57.3,46.5,93.6,1,,
0.057702132,-0.041973308,0.768863559,-0.133968174,0.033402141,0.027535219,35:10.8,92.4,90,0.042791705,-0.021007781,0.981732756,0.003016794,-0.022093018,0.039721945,35:58.4,47,94.7,1,,
0.049458966,-0.009890262,1.056913257,-0.005686469,-0.045704909,0.002184308,35:11.3,93,91,0.022183801,-0.054878889,0.933724493,-0.01164397,0.017613223,-0.188894369,35:59.5,47.6,95.7,5,,
0.116616488,-0.023398912,1.009636045,-0.078379437,-0.003249773,0.026313487,35:11.8,93.5,92,0.067642414,-0.063804248,0.909354806,0.023938928,0.025249038,-0.562591165,36:00.5,48.1,96.8,5,,
-0.04862662,-0.024605041,1.012804031,-0.012711421,0.001942581,0.034254733,35:12.4,94,93,0.089098874,-0.109999008,0.907648921,-0.009353226,0.040367953,-0.713627577,36:01.6,48.6,97.8,5,,
-0.000987343,-0.057170536,1.070072889,-0.030121081,0.048673775,0.07060121,35:12.9,94.5,94,0.084977288,-0.061150769,0.969669759,-0.020043369,0.013184451,-0.514943689,36:02.6,49.1,98.9,5,,
0.052610762,0.022579709,0.946031153,-0.031037379,0.031264111,0.078237027,35:13.4,95.1,95,0.033699983,-0.083584774,0.97381261,0.010729924,0.032031014,-0.182687044,36:03.7,49.7,99.9,5,,
-0.011601276,-0.02774098,1.024745226,-0.042440444,-0.042803861,0.045157131,35:13.9,95.6,96,0.020001788,-0.079001479,0.962724388,0.01034018,0.002439167,0.004676796,36:04.7,50.2,101,5,,
-0.106879838,0.062640481,1.002568841,0.054992564,-0.050439678,-0.004322954,35:14.5,96.1,97,0.02703272,0.014827581,0.967110902,0.004192956,0.00073796,0.019435622,36:05.8,50.7,102,5,,
-0.028139263,0.033748168,0.901190937,-0.008537427,0.019809823,-0.004933819,35:15.0,96.6,98,0.027275166,0.025493221,0.97454372,-0.001846347,-0.002603783,0.007762991,36:06.8,51.2,103.1,5,,
-0.006664563,-0.013026198,0.918737113,0.008435652,0.084223472,0.062192846,35:15.5,97.2,99,0.032972643,0.034597943,0.950174004,-0.033273531,-0.00150073,0.074397232,36:07.9,51.8,104.2,5,,
-0.014316468,-0.036907561,0.982342005,0.007283866,-0.044883609,-0.135521308,35:16.1,97.7,100,0.022426247,-0.008563519,0.955291659,-0.002437979,0.017504949,0.192428559,36:09.0,52.3,105.2,5,,
0.026184158,-0.050657436,0.917031288,0.043324918,-0.029001113,-0.238452107,35:16.6,98.3,101,-0.003701525,-0.072247159,0.872922093,0.010695625,-0.028004512,0.236410856,36:10.0,52.9,106.3,5,,
0.05164098,-0.03642511,1.016946912,0.054320492,0.01467575,-0.422017127,35:17.1,98.8,102,-0.000303902,-0.084549673,1.0086613,0.001532648,0.008800119,0.255500391,36:11.1,53.4,107.3,5,,
0.133345246,-0.042696983,1.082988739,-0.107558802,0.042164687,-0.536859751,35:17.7,99.3,103,0.022789916,-0.065854669,1.032177985,0.000463631,0.010479998,0.217626758,36:12.1,53.9,108.4,5,,
0.170439467,-0.07405635,0.999888182,-0.112445727,0.120050006,-0.725922525,35:18.2,99.8,104,0.035760772,-0.021951555,0.942132056,-0.00710715,0.01105431,-0.050857928,36:13.2,54.4,109.4,5,,
0.101827279,-0.065854669,0.977711737,0.031413041,0.087368712,-0.703320563,35:18.7,100.4,105,0.034063652,-0.033047947,1.025232643,-0.048113311,0.012969335,-0.157253653,36:14.3,55,110.5,5,,
0.140861079,-0.061271381,0.967963934,0.042408615,-0.006093668,-0.568319321,35:19.2,100.9,106,0.016849992,-0.013388037,1.044362843,-0.008822447,0.013792548,-0.199467152,36:15.3,55.5,111.6,5,,
0.079764709,-0.059341572,0.90557754,-0.080375299,-0.026252221,-0.382616311,35:19.8,101.4,107,0.063035939,-0.008899508,0.966623545,-0.001492064,0.028300596,-0.215349644,36:16.4,56,112.6,5,,
0.018668335,-0.041008402,0.941888332,0.011559919,0.084925257,-0.200578451,35:20.3,101.9,108,0.037215447,-0.018384846,0.983682334,0.018819205,-0.028815303,-0.025675983,36:17.4,56.5,113.7,5,,
0.065217957,-0.028223429,0.931896746,-0.10053385,0.013148587,-0.138881072,35:20.8,102.5,109,0.043155374,-0.014300436,0.995379716,0.017750192,-0.02072134,0.044115372,36:18.5,57.1,114.7,5,,
0.030790633,-0.049692538,0.951636195,-0.015012719,0.021089835,-0.054581668,35:21.4,103,110,0.05151976,-0.064648541,0.973447055,-0.012613993,-0.001282259,0.052126247,36:19.6,57.6,115.8,4,,
0.068127304,-0.019298071,0.860006213,0.121821098,-0.00273391,-0.16301024,35:21.9,103.5,111,0.044246379,-0.050535261,0.949808449,0.006985728,-0.00313771,0.018514617,36:20.6,58.1,116.9,4,,
0.010182728,-0.08973603,0.981123507,-0.027230021,0.035445169,-0.178892747,35:22.4,104.1,112,0.033215089,0.030592647,0.968694985,-0.005277097,-0.003559053,0.017732288,36:21.7,58.7,117.9,4,,
0.088735208,-0.03642511,1.140988708,-0.038531028,-0.016783811,-0.166370004,35:22.9,104.6,113,0.022907255,0.081092723,0.978686541,-0.011691183,-0.019288834,0.380128101,36:22.7,59.2,119,5,,
0.117343821,-0.023881365,1.084938407,0.011559919,0.033307139,-0.10742151,35:23.5,105.1,114,-0.06356018,-0.01154281,1.024989009,0.002969585,-0.040516403,0.896920085,36:23.8,59.7,120,1,,
0.088250317,-0.021227879,0.861224651,0.011559919,0.063850403,0.068813115,35:24.0,105.6,115,-0.060351314,-0.044626789,0.960043728,0.022975419,-0.046319619,0.96732232,36:24.9,60.2,121.1,1,,
0.049943861,0.024036465,1.020846009,-0.075488374,0.00184758,0.076143496,35:24.5,106.2,116,-0.171303943,-0.02786159,0.912157327,-0.015814522,-0.028451812,0.941207856,36:25.9,60.8,122.2,1,,
0.112252459,-0.126643598,0.779098809,-0.162536681,0.007345367,-0.121471412,35:25.0,106.7,117,-0.106292464,-0.027011033,0.972350448,0.001289705,-0.019288834,0.640051275,36:27.0,61.3,123.2,1,,
0.16825746,0.441639692,1.694667816,-0.387335092,-0.002123044,-0.325805843,35:25.6,107.2,118,-0.026164578,-0.010819916,0.950295836,-0.016189825,-0.032105064,0.065362956,36:28.0,61.8,124.3,5,,
0.01187985,0.005341437,0.965283275,0.017363138,-0.001206746,-0.265330195,35:26.1,107.8,119,0.030548186,-0.055120116,0.895098537,-0.024659092,0.014027205,-0.229854509,36:29.1,62.4,125.3,5,,
0.061581265,-0.104450814,0.985510051,0.116934173,0.014981182,-0.307479888,35:26.6,108.3,120,0.025699267,-0.006619612,0.950417727,0.039176326,-0.003077022,-0.206794344,36:30.1,62.9,126.4,5,,
0.099402823,-0.055964407,0.941644609,0.060123704,0.018035509,-0.23417604,35:27.2,108.8,121,0.00327302,-0.04209392,0.979539543,-0.005886687,0.013326051,-0.074018376,36:31.2,63.4,127.4,5,,
0.021092795,-0.05186357,0.942132056,-0.023407746,0.005409779,-0.129853532,35:27.7,109.3,122,0.026647103,-0.013867356,0.950052172,0.038838971,0.024770292,0.112140108,36:32.2,63.9,128.5,5,,
-0.010367097,-0.00940781,0.881451488,0.09082406,0.029844388,-0.096561372,35:28.2,109.9,123,0.008538789,-0.029429559,0.959556311,0.016663942,-0.007239518,-0.071264556,36:33.3,64.5,129.5,5,,
0.07855247,-0.07043796,0.964064717,0.050812386,0.04633775,-0.118552521,35:28.7,110.4,124,0.008924407,-0.052949085,0.956388265,-0.024955288,0.016160252,0.005231623,36:34.3,65,130.6,5,,
0.096008584,0.011896837,0.952123582,0.030959263,0.01609992,-0.131380692,35:29.3,110.9,125,0.027082018,-0.006030647,0.916665673,0.037658397,0.004706529,0.120837871,36:35.4,65.5,131.7,4,,
0.032972645,-0.009649036,1.064224124,0.00408119,0.070772357,-0.250804842,35:29.8,111.4,126,-0.007404057,0.030834659,0.982829422,-0.011210822,0.025475947,0.32685218,36:36.5,66,132.7,4,,
0.115889147,-0.034977753,0.992089868,-0.057310767,0.005715211,-0.401688576,35:30.3,112,127,-0.108731102,-0.042576371,0.957850456,0.032313328,-0.080051024,0.559133708,36:37.5,66.6,133.8,4,,
0.15589273,-0.058376666,1.009879708,0.037984215,-0.028798673,-0.506757379,35:30.9,112.5,128,-0.109841868,-0.01063272,0.92056483,-0.024649855,-0.018659068,0.666645974,36:38.6,67.1,134.8,3,,
0.104979083,-0.296707869,0.979661286,-0.030127261,0.00205002,-0.325024992,35:31.4,113.1,129,-0.080686222,-0.042576374,0.949808478,0.019332439,-0.08799227,0.459868103,36:39.6,67.7,135.9,3,,
