,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label
-0.047886115,-0.088771127,0.956266463,0.043588601,-0.07152544,-0.168109715,32:22.8,164.8,263,0.012970856,-0.022434009,0.979905039,-0.001403773,-0.005645311,0.065898911,34:43.4,138.7,290.3,5
-0.272506535,-0.022434007,0.908989251,-0.053844403,-0.082521006,0.762543499,32:23.4,165.4,264,0.001525417,0.035811904,0.968694955,-0.0120422,-0.023331945,0.547649309,34:44.5,139.3,291.4,5
-0.335696459,0.080364339,0.802250028,-0.166854471,0.126394913,0.886854589,32:23.9,165.9,265,-0.065534865,0.002650414,0.902409405,-0.014943808,-0.038450859,0.734115928,34:45.5,139.8,292.4,5
-0.114284903,0.020394577,0.983804166,-0.041932531,-0.084048167,0.824240863,32:24.4,166.4,266,0.012122296,-0.074900642,0.940304279,0.009189028,0.00657322,0.132321156,34:46.6,140.3,293.5,5
-0.183398888,-0.005548195,1.038392186,-0.018719655,-0.057780966,0.614103258,32:25.0,167,267,0.002545682,-0.060427086,0.967842072,-0.006008606,-0.006768389,-0.018180002,34:47.7,140.9,294.6,5
0.091644555,-0.043420661,0.947005928,0.057638504,-0.000970498,0.482767224,32:25.5,167.5,268,0.020542057,-0.075624315,0.964673996,-0.015253969,-0.009698058,0.279480964,34:48.8,141.4,295.7,5
-0.04368991,-0.017127039,0.995257914,-0.017497923,-0.068165675,0.103725322,32:26.0,168,269,0.031154302,-0.057291151,0.959556371,-0.020904472,-0.000687796,0.392949179,34:49.9,141.9,296.9,5
0.086310744,-0.100832425,0.963089943,0.054889612,0.000251232,-0.128098041,32:26.5,168.5,270,0.005695284,-0.055602571,0.939938724,-0.016017551,-0.010156206,0.119128844,34:51.1,142.4,298,5
0.008970499,-0.016885813,0.882669985,-0.030326094,0.00574902,0.000183662,32:27.1,169.1,271,-0.010984186,0.001466156,0.959068924,-0.001367001,0.001649868,-0.034325354,34:52.2,143,299.1,5
-0.161677346,0.066282369,1.168039083,-0.009862106,-0.044036496,0.144042417,32:27.6,169.6,272,0.002973507,0.045887796,0.959190816,-0.030231321,-0.025100442,0.679945722,34:53.3,143.5,300.2,5
0.101827279,0.027678354,0.967720211,-8.83E-05,-0.004024824,0.17794545,32:28.1,170.1,273,0.025778788,0.00253446,0.863661647,-0.013127094,-0.011661407,0.196598604,34:54.3,144,301.2,5
-0.065658279,0.075022906,0.945300102,-0.045903157,0.042400934,0.149845645,32:28.7,170.7,274,0.0386036,-0.045828218,0.901190937,-0.017403152,0.010635174,-0.193897009,34:55.4,144.6,302.3,5
-0.00567722,-0.075744927,1.058619022,0.07443729,0.007581615,0.045693126,32:29.2,171.2,275,0.018183443,-0.070437964,0.88230443,-0.036645409,0.01827099,0.011048281,34:56.4,145.1,303.3,5
0.064248167,0.00097117,0.854644895,-0.002226293,-0.008300881,0.046914853,32:29.7,171.7,276,0.055277668,-0.052104793,0.934699297,0.010198236,-0.002494538,-0.028387012,34:57.5,145.6,304.4,5
-0.135512769,0.026949978,0.990871429,0.037479952,-0.066333085,0.049052883,32:30.2,172.2,277,0.025062423,0.020515973,0.953585804,-0.02042369,-0.009675655,-0.162175715,34:58.6,146.1,305.5,5
0.04218559,-0.132191792,0.514687717,0.271135896,0.063475788,0.132435977,32:30.8,172.8,278,0.083643842,-0.099143841,0.896804392,0.006301668,0.051716303,-0.308783375,34:59.6,146.7,306.5,5
-0.099227928,0.029620694,0.826132357,-0.002531722,-0.032430056,0.096394941,32:31.3,173.3,279,0.002322817,-0.112049423,0.992333531,-0.106250254,-0.003719717,0.056055896,35:00.7,147.2,307.6,5
0.054550331,0.046858966,0.94993031,-0.050179213,-0.033040922,0.034697551,32:31.8,173.8,280,-0.065164613,-0.122663371,0.898997635,-0.005304774,-0.009217506,0.078963341,35:01.7,147.7,308.6,3
0.059399247,0.005827022,1.100535035,-0.029104363,0.003305559,0.047220286,32:32.4,174.4,281,-0.091452606,-0.072367765,0.894123733,-0.001181431,-0.011050101,0.020472994,35:02.8,148.3,309.7,3
0.023032364,0.040060773,0.896073341,0.064968884,-0.031819195,0.033170387,32:32.9,174.9,282,-0.039863956,-0.196840331,0.873531371,0.015770078,-0.010897385,-0.054357998,35:03.8,148.8,310.7,1
0.015758984,-0.02002175,0.940913498,0.116586998,-0.008606314,0.026145434,32:33.4,175.4,283,-0.016283558,6.42333E-05,0.961384088,0.007367596,0.008010759,-0.04354345,35:04.9,149.3,311.8,1
0.231535852,0.04807293,1.1473248,-0.090190887,-0.060224425,-0.080755979,32:34.0,176,284,0.026911497,-0.039922883,0.983316779,0.019742619,-0.015938443,-0.010397019,35:06.0,149.9,312.9,1
-0.142424181,-0.095525458,0.927266538,-0.097826704,0.063475788,0.08936999,32:34.5,176.5,285,0.053095656,-0.03193734,0.996720135,-0.032404937,-0.018926379,0.011803518,35:07.0,150.4,313.9,5
-0.055291187,0.093960725,0.925804317,-0.23496595,-0.223936304,0.01973135,32:35.0,177,286,0.088735208,-0.110843297,0.976736963,-0.033626666,0.056210047,-0.078604536,35:08.1,150.9,315,5
0.064733058,-0.114823528,0.910938859,0.002966061,-0.029681165,0.126938194,32:35.5,177.5,287,0.066406542,-0.082378641,0.870485157,-0.026143569,0.071787111,-0.216049217,35:09.1,151.4,316,5
-0.082689941,-0.014232328,1.007442713,0.038701683,-0.007384583,-0.181854188,32:36.1,178.1,288,0.027275166,-0.044264952,0.962115169,-6.34827E-05,0.000773937,-0.073778306,35:10.2,152,317.1,5
0.000727338,-0.072367772,0.813460052,-0.146085054,0.034154251,-0.016615132,32:36.6,178.6,289,-0.030731037,-0.069714285,0.872678399,0.042051811,-0.038321527,0.028786367,35:11.3,152.5,318.2,5
0.070794202,0.074051738,1.034249425,-0.09263435,-0.017158426,0.067378841,32:37.1,179.1,290,0.051742448,-0.092389513,0.992820948,0.044800702,0.025972039,-0.019166557,35:12.3,153,319.2,3
0.031033078,-0.041490853,0.847333908,0.074813507,0.014707576,0.076613165,32:37.7,179.7,291,0.049521435,-0.082619871,0.89802289,-0.01536952,0.026582905,-0.186085485,35:13.4,153.6,320.3,3
0.079764709,0.050015271,1.005980611,-0.023140233,0.046892714,0.020070476,32:38.2,180.2,292,-0.123459524,-0.438066229,1.1295349,0.330991056,0.009631395,-0.078267768,35:14.4,154.1,321.3,1
0.10716109,-0.075262479,1.111501217,0.084372059,-0.01999703,-0.590183914,32:38.7,180.7,293,0.028729841,-0.037442457,0.984169751,-0.018355465,-0.016140618,-0.110720612,35:15.6,154.6,322.5,1
0.129951015,-0.067784473,1.055694818,0.060242876,0.045670982,-0.96220082,32:39.3,181.3,294,0.077461472,-0.083705388,0.934577465,0.023030654,0.02203846,-0.086591436,35:16.6,155.2,323.5,1
0.020123012,-0.097696491,1.198744774,-0.028943453,0.022458104,-1.086206555,32:39.8,181.8,295,-0.036161422,-0.02797437,1.00658983,0.034789812,-0.060122918,0.433560312,35:17.7,155.7,324.6,5
0.17213659,0.062397692,0.797863483,0.023285523,0.015738586,-1.147293091,32:40.4,182.4,296,-0.021980029,-0.042214531,0.974909216,0.076416165,-0.046990993,0.035172246,35:18.7,156.3,325.6,5
0.146922231,-0.005065744,0.841972589,0.152788952,0.031926516,-1.057190418,32:40.9,182.9,297,0.003681597,0.059484181,0.831128061,0.0018254,0.004625439,0.020254821,35:19.8,156.8,326.7,5
0.121465407,-0.042214531,1.018409133,-0.013977252,0.099427119,-1.138130069,32:41.5,183.5,298,-0.066792173,-0.055361344,1.050211549,-0.078656096,0.022187814,0.032472126,35:20.9,157.4,327.8,5
0.0977057,-0.079845771,1.006224275,0.034891963,0.045670982,-1.065742493,32:42.0,184,299,-0.051786862,-0.011935957,0.918371558,-0.06063557,-0.015685831,0.222145788,35:21.9,157.9,328.8,5
0.113222241,-0.161138907,0.897535443,0.065435231,0.078046836,-0.134172991,32:42.6,184.6,300,-0.06454752,-0.013283852,0.900947243,0.032063233,-0.029124867,0.139373548,35:23.0,158.5,329.9,5
-0.182411551,-0.133880377,1.00451839,-0.042687919,0.004132147,0.803810596,32:43.1,185.1,301,0.004970141,0.0218866,0.949686617,-0.033910215,-0.029888447,-0.033501321,35:24.0,159,330.9,5
-0.235481218,-0.041008402,0.996476471,0.005570434,-0.053900052,1.051821828,32:43.7,185.7,302,0.217716433,0.180637673,1.01755619,0.270453393,0.078692848,-0.032890455,35:25.1,159.6,332,5
-0.357171178,0.213414669,0.923611045,0.067573264,-0.085970476,1.095498681,32:44.2,186.2,303,-0.21785089,-0.062356897,1.042413235,0.112239286,-0.026681405,-0.264102958,35:26.1,160.1,333,5
-0.256955922,-0.077192284,0.781535745,-0.060403012,-0.120484367,1.112602949,32:44.7,186.7,304,-0.013064906,-0.05729115,0.955169767,-0.052694321,0.062352207,-0.041289857,35:27.2,160.6,334.1,5
-0.186360925,0.073566154,1.05715704,0.057799414,-0.081694424,1.189266443,32:45.2,187.2,305,-0.227088794,-0.073091447,1.075677902,-0.046585668,-0.106704749,0.719390094,35:28.3,161.1,335.2,2
-0.187595099,0.10367243,0.916056454,-0.108966798,-0.129952773,1.287004948,32:45.8,187.8,306,-0.114408322,-0.030853393,1.019505799,-0.034215644,-0.007897301,0.548042402,35:29.3,161.7,336.2,5
-0.159702659,0.000728378,0.969182372,-0.030776046,-0.018164434,1.410094261,32:46.3,188.3,307,0.031998605,-0.05370719,1.138429821,0.678969562,-0.02194719,-0.682392925,35:30.4,162.2,337.3,5
-0.171550781,-0.011578843,1.118081212,0.027867019,-0.084443316,1.467821002,32:46.8,188.8,308,0.095402468,0.017016651,0.977711797,-0.018944016,-0.020420035,0.002539728,35:31.4,162.7,338.3,3
-0.160936847,0.020151785,1.09200561,0.019925766,-0.097271487,1.44369185,32:47.4,189.4,309,0.152983372,-0.002029249,0.966745436,-0.018485868,0.037764878,-1.180248082,35:32.5,163.3,339.4,5
-0.436158597,-0.019539297,0.850989401,-0.0649845,-0.044737071,1.455909133,32:47.9,189.9,310,0.024850707,-0.076709837,0.988068908,0.040309915,0.067086412,-0.528913036,35:33.6,163.8,340.5,5
-0.294228077,-0.151489854,0.986484826,-0.051240034,-0.075585768,1.219504356,32:48.4,190.4,311,-0.030488591,0.007562603,1.067757785,0.081082661,-0.017822945,0.047988063,35:34.6,164.3,341.5,5
-0.209069788,-0.183572903,0.975274801,-0.007868599,-0.048096832,1.206065297,32:49.0,191,312,-0.072693095,-0.077795353,0.995257914,0.009761639,-0.019349193,0.131615479,35:35.7,164.9,342.6,2
-0.238936901,0.083520643,0.785678625,-0.07078772,-0.055427212,1.134594083,32:49.6,191.6,313,-0.108484266,0.096874233,1.136967659,-0.160517046,0.025549402,0.858697861,35:36.7,165.5,343.6,3
-0.193765998,0.025736013,0.932871521,-0.029859751,-0.078640096,1.192320824,32:50.1,192.1,314,-0.121196304,-0.053067344,1.010367095,0.071000881,-0.013851406,0.503021538,35:37.8,166,344.7,3
-0.176981151,0.12163908,0.855863333,0.015955143,-0.046569668,-0.058731142,32:50.7,192.7,315,-0.149088733,-0.056929313,0.684178919,0.044886392,-0.099677972,0.026546652,35:38.9,166.6,345.8,1
0.208503485,-0.057652991,1.160240769,-0.008479465,-0.00258737,-0.59812516,32:51.2,193.2,316,-0.032582304,-0.033289172,0.971010089,0.007872932,-0.002245837,-0.006172348,35:39.9,167.1,346.8,1
0.080007151,-0.063201189,0.924098432,-0.026194558,-0.011444916,-0.339118272,32:51.8,193.8,317,-0.023325968,0.067374939,0.979905039,-0.001428351,0.00813419,-0.007511092,35:41.0,167.7,347.9,1
-0.072322845,0.05827022,1.037417531,0.057799414,0.080795735,-0.080111422,32:52.3,194.3,318,-0.049192723,0.049286893,1.037783027,-0.002074724,-0.013256866,0.063091165,35:42.0,168.2,348.9,5
-0.113791235,-0.012061295,0.835392773,-0.123322129,-0.07222601,-0.084082052,32:52.8,194.8,319,0.100857498,0.004981165,1.154513776,-0.041628249,-0.059224472,0.057440668,35:43.1,168.7,350,5
-0.112803891,-0.141117156,0.805661798,0.313446522,-0.032519769,0.010296633,32:53.4,195.4,320,0.208624706,-0.183814138,1.124417245,0.133537363,0.003389211,-0.533724189,35:44.2,169.3,351.1,5
0.003879135,-0.000482452,1.093955159,-0.035662971,0.049641609,0.212493032,32:53.9,195.9,321,0.010678247,-0.024605042,1.047043502,-0.052623823,0.056076342,0.126773871,35:45.3,169.8,352.2,5
-0.100955777,-0.025328718,0.961140394,-0.003897976,-0.003809101,0.015794421,32:54.4,196.4,322,0.018026758,-0.058106462,0.93555221,0.000216024,0.102043949,0.225734048,35:46.3,170.3,353.2,5
-0.026905084,-0.028947107,0.960896671,-0.042077057,0.013905992,0.019459611,32:55.0,197,323,-0.130576055,-0.056688086,0.869875878,0.039616831,0.020951588,0.130133633,35:47.4,170.9,354.3,5
-0.003455699,-0.025811171,0.985510051,-0.018547129,0.004362999,-0.107894041,32:55.5,197.5,324,-0.056401947,-0.035701435,0.841241509,0.005255662,0.024922212,-0.048849888,35:48.4,171.4,355.3,5
0.00533381,0.101487294,0.869266629,-0.010911316,-0.00602171,-0.006490415,32:56.0,198,325,-0.051465232,0.012587634,0.941644639,-0.047278751,0.006138106,-0.029454917,35:49.5,171.9,356.4,3
0.053095657,-0.03642511,0.954316854,-0.012743913,-0.022515073,-0.010461039,32:56.5,198.5,326,-0.012835455,-0.030511137,1.012316704,0.01487679,-0.039371355,-0.052667796,35:50.5,172.4,357.4,3
-0.082443111,0.022336917,1.028156996,-0.06405659,-0.008159739,0.024052847,32:57.1,199.1,327,-0.025300654,-0.108792877,0.953220218,0.012572229,0.009522803,-0.049305891,35:51.6,173,358.5,1
0.169469699,0.076236866,0.876090169,0.02451887,0.019023765,0.013362706,32:57.6,199.6,328,-0.038876615,0.026707183,0.943716049,0.005942702,0.040970242,0.017155346,35:52.6,173.5,359.6,1
0.021820132,0.021851331,0.943106771,-0.055199046,0.023605254,-0.013820797,32:58.2,200.2,329,-0.057142453,0.071745206,1.004762083,0.000459936,0.003824311,0.010370886,35:53.7,174.1,360.6,1
0.059641697,-0.020986654,0.928485036,0.066974007,0.011693382,-0.006490415,32:58.7,200.7,330,0.003963551,-0.028360471,1.03936702,0.005499572,-0.013432631,-0.221910618,35:54.8,174.6,361.7,1
0.055035222,-0.217344537,0.994526803,0.01291243,-0.004189115,0.005116025,32:59.2,201.2,331,-0.030607621,-0.08828868,0.921295941,-0.027792582,-0.004880518,0.00517853,35:55.8,175.1,362.7,5
0.028608618,-0.169340581,0.969182372,0.015698411,-0.005920505,0.014939919,32:59.7,201.7,332,-0.043813329,-0.060909538,0.968207598,-0.000736143,-0.020831086,0.114143662,35:56.9,175.6,363.8,5
0.000484892,-0.085152738,0.944081604,-0.001382194,0.000785584,0.010484637,33:00.3,202.3,333,-0.028139263,-0.007207009,0.958216012,0.004213635,0.001656474,0.064067867,35:57.9,176.2,364.8,5
0.000242446,-0.007719229,0.959190845,-0.00105866,-0.000128517,0.004302439,33:00.8,202.8,334,-0.04023421,0.016005531,0.953707606,-0.001712285,-0.000969697,0.049657885,35:59.0,176.7,365.9,5
0.003394243,-0.002412259,0.960409284,-0.00373112,-0.000119187,0.007111556,33:01.3,203.3,335,-0.030854456,0.038239832,0.953707606,0.002258338,-0.015019597,0.317522287,36:00.1,177.2,367,5
0.002424459,0.025736013,0.98136723,-0.00463888,-0.000990876,0.009011946,33:01.8,203.8,336,-0.01925318,0.104522206,0.948224455,0.031427151,-0.026320604,0.468406022,36:01.1,177.7,368,5
0.023032364,0.046373382,0.990384042,0.004748367,-0.001274523,0.02327485,33:02.4,204.4,337,-0.002085106,0.192048922,0.948955536,0.086405022,0.18228988,0.372347444,36:02.2,178.3,369.1,5
0.031033078,0.051957611,0.981854618,0.002887301,0.072489627,-0.035695221,33:02.9,204.9,338,-0.187965341,0.167405486,0.752413988,0.268137455,-0.080687613,-0.26783932,36:03.2,178.8,370.1,5
0.04679206,0.002913511,0.87755233,-0.003221355,0.00193469,-0.032030027,33:03.5,205.5,339,-0.194012821,-0.143408801,1.198257416,-0.278128803,-0.035483583,-0.262952406,36:04.3,179.4,371.2,5
0.008485607,0.038846813,0.91166991,-0.022769041,0.023009541,0.015922893,33:04.0,206,340,-0.200553961,0.092868163,0.905699342,0.012490328,-0.037316181,-0.055258222,36:05.4,179.9,372.3,5
0.048004292,0.034962133,1.108577013,-0.003526784,0.033699684,0.074260525,33:04.6,206.6,341,-0.191174209,0.190834962,0.868901104,-0.024008866,-5.33992E-05,-0.027769285,36:06.5,180.5,373.4,5
-0.026905084,0.02840673,0.978686571,0.078940019,0.074322224,0.009203376,33:05.1,207.1,342,-0.150322907,0.279332869,0.975396633,0.010046871,0.006513403,0.022627098,36:07.5,181,374.4,5
0.007030932,0.054385535,0.971375644,-0.08110667,-0.015169536,-0.00545739,33:05.7,207.7,343,-0.164515957,0.198118746,0.907161534,0.003021918,-0.005703902,-0.012344937,36:08.6,181.6,375.5,5
0.16825746,0.017481066,1.099560142,-0.09851633,0.033394251,-0.001181333,33:06.2,208.2,344,-0.16698432,0.204431355,0.932627827,-0.004439102,-0.007022924,-0.010813243,36:09.6,182.1,376.5,5
-0.041221555,0.013839177,0.914350629,0.033735998,0.026674733,0.025391303,33:06.8,208.8,345,-0.159702659,0.184886545,0.93287155,-0.000909418,0.00183807,-0.010232732,36:10.7,182.7,377.6,5
0.162681207,-0.041973308,0.763014853,0.085964978,-0.05854097,0.045855291,33:07.3,209.3,346,-0.158345073,0.183551177,0.931165665,-0.000200775,-0.000581274,-0.010700501,36:11.7,183.2,378.6,5
-0.014316468,-0.140634701,0.963089943,0.007943861,-0.060560077,0.07571514,33:07.9,209.9,347,-0.168712169,0.196297795,0.927144647,-0.00094522,-0.003409199,-0.013654278,36:12.8,183.8,379.7,5
-0.058253214,-0.073815122,0.957484901,-0.014658153,-0.004971343,0.00913083,33:08.4,210.4,348,-0.159702666,0.184522353,0.929947168,-0.004229695,0.0017622,-0.010555288,36:13.9,184.3,380.8,5
-0.000493671,-0.047762729,0.949686646,-0.005703118,0.002319393,0.009878269,33:09.0,211,349,-0.159085579,0.175539032,0.936405122,-0.006541569,0.0103118,-0.007385317,36:14.9,184.9,381.8,5
0.016486323,0.052685987,0.973568916,-0.015517145,0.006184302,0.013616138,33:09.5,211.5,350,-0.16858875,0.169954807,0.923854738,0.003931705,-0.002794131,-0.008892839,36:16.0,185.4,382.9,5
-0.000246836,0.046616174,0.948224485,-0.005519059,-0.017727807,0.023801474,33:10.0,212,351,-0.17019318,0.182215825,0.933602601,-0.003317984,-0.000335765,-0.006041599,36:17.0,185.9,384,5
-0.072076008,0.072837777,0.999157071,-0.023539584,-0.008870261,0.038156807,33:10.5,212.5,352,-0.168095082,0.18051628,0.931531221,-0.000789657,-0.000756201,-0.008434349,36:18.1,186.4,385,5
-0.01875951,-0.005065744,1.055938363,-0.179310217,0.007012236,0.05220671,33:11.1,213.1,353,-0.167971663,0.179059528,0.931653023,-0.001431067,1.45113E-05,-0.006709752,36:19.2,187,386.1,5
-0.00172785,-0.14666535,0.933358967,0.003338486,-0.01223002,0.081528239,33:11.6,213.6,354,-0.172661543,0.181366056,0.936770678,-0.00439034,-0.001769772,-0.019448103,36:20.2,187.5,387.1,5
-0.013822797,-0.070679188,0.956022739,-0.003023908,-0.001814297,0.080458313,33:12.1,214.1,355,-0.168095089,0.185979106,0.934090018,-0.000204779,0.000646064,-0.005972691,36:21.3,188,388.2,5
0.004121581,-0.000723678,0.958459735,0.004611909,0.081874244,-0.015447527,33:12.6,214.6,356,-0.164022289,0.147253696,0.932627827,-0.00144076,-0.002038701,-0.006707117,36:22.4,188.5,389.3,5
-0.005183549,-0.018333169,0.961140394,-0.001151606,0.003015635,0.000390189,33:13.2,215.2,357,-0.177104577,0.174082268,0.972837836,-0.002509773,-0.008452787,-0.00243106,36:23.4,189.1,390.3,5
-0.004196206,-0.019780524,0.96016556,-0.001133412,0.000848355,0.003630006,33:13.7,215.7,358,-0.165133044,0.193991266,0.960652977,-0.001306236,0.00301347,-0.002394921,36:24.5,189.6,391.4,5
-0.061708909,-0.011820069,0.96357733,-0.001744278,0.00023749,0.013709282,33:14.3,216.3,359,-0.197345093,0.13292893,0.916543841,0.000763163,0.053922521,-0.029213751,36:25.5,190.2,392.4,5
0.05164098,0.047830135,0.942619443,-0.000522546,-0.000373375,0.150848538,33:14.8,216.8,360,-0.205737501,0.144340187,0.901556492,-0.038424093,0.08097002,0.078482693,36:26.6,190.7,393.5,5
-0.014810139,0.063368864,0.971131921,-0.003271438,-0.031527501,0.524087191,33:15.3,217.3,361,-0.074050696,0.167284083,0.850014597,-0.023610614,0.046150698,0.119257939,36:27.7,191.2,394.6,5
-0.056278527,0.026949978,0.952123582,-0.027095184,-0.030916639,0.860673964,33:15.9,217.9,362,-0.185250148,0.135842443,0.915812761,-0.162124308,-0.234541889,0.101237424,36:28.7,191.8,395.6,5
0.002909351,-0.011820069,1.256500959,-0.021902829,-0.020226495,0.505455792,33:16.4,218.4,363,-0.003618625,0.151988149,0.874140561,-0.14257662,-0.055100217,-0.088283523,36:29.8,192.3,396.7,5
-0.019746851,-0.190327242,0.888518751,-0.013350718,0.009705901,0.22293064,33:16.9,218.9,364,0.008468048,0.093717933,0.994039416,-0.023475926,0.013897907,-0.007014532,36:30.8,192.8,397.7,5
0.001454675,-0.123507656,0.951392472,-0.014267012,0.011843929,0.00301914,33:17.4,219.5,365,-0.006294309,-0.005285798,0.94993028,-0.00042765,-0.006837767,0.032413811,36:31.9,193.4,398.8,5
-0.010860768,-0.050657436,0.96284622,-0.020504054,0.001736118,0.003824455,33:18.0,220,366,0.011060328,-0.00408909,0.958947122,-0.011530006,-0.015319199,0.110082868,36:33.0,193.9,399.9,5
-0.010120261,-0.049210083,0.961384058,-0.000328936,-0.000714049,0.002500831,33:18.5,220.5,367,0.000423436,0.056934858,0.98270756,-0.004647434,0.005004894,-0.13773039,36:34.0,194.4,400.9,5
-0.00740507,-0.051381115,0.960409284,0.001824498,0.000485713,0.002727869,33:19.0,221,368,0.001932983,0.03435515,0.967110962,-0.004490007,-0.007626908,0.001019005,36:35.1,194.9,402,5
-0.00740507,-0.054034602,0.961627781,-0.000583194,0.001690909,0.001435749,33:19.6,221.6,369,0.003023989,0.025007635,0.966745406,0.003097981,-0.001822173,-0.006723186,36:36.1,195.5,403,5
-0.011107604,-0.005789421,0.965770602,-0.004858788,-0.001292739,0.004935968,33:20.1,222.1,370,0.010182729,0.013960574,0.961262226,0.001125026,0.031863884,-0.003317412,36:37.2,196,404.1,5
0.044367604,-0.000482452,0.954316854,0.000327967,0.001431682,0.021069173,33:20.6,222.6,371,0.025190233,0.013960573,0.925560653,0.019140206,-0.043378711,0.001527871,36:38.3,196.5,405.2,5
0.043882709,0.050986439,0.996720076,-0.031131595,-0.019948602,0.003659514,33:21.2,223.2,372,-0.004689877,0.024764841,0.966745406,0.002188034,-0.001791017,-0.008420261,36:39.3,197.1,406.2,5
0.003636689,-0.045832921,1.021577239,-0.006584432,-0.002195972,0.017712079,33:21.7,223.7,373,-0.026226036,0.015660122,0.963699222,0.002029646,-0.008995283,-0.004960708,36:40.4,197.6,407.3,5
0.109100662,-0.045832921,0.956266463,0.027318589,-5.79E-05,0.112090752,33:22.2,224.2,374,0.004234024,0.019059218,0.966623545,0.004239604,-0.005344809,-0.004220954,36:41.4,198.1,408.3,5
-0.090835519,-0.011096391,0.898510277,0.025485992,-0.010442653,0.228460595,33:22.8,224.8,375,0.008970499,0.025007635,0.962602496,0.000160322,-0.003700272,-0.004351147,00:00.0,198.7,11,5
0.022547469,-0.043179438,0.877065003,-0.050261296,0.00849417,0.147520944,33:23.3,225.3,376,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,199.2,11,5
0.022305025,-0.009890262,0.897048116,-0.076833934,0.000858354,-0.042152718,33:23.8,225.8,377,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,199.7,11,5
-0.409253508,0.07550849,1.250652194,-0.060340572,-0.080386721,-0.068725355,33:24.3,226.3,378,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,200.2,11,5
-0.033569649,-0.07043796,1.034736872,0.00380028,0.020100608,-0.030546278,33:24.9,226.9,379,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,200.8,11,5
0.02497193,-0.067784473,0.957241178,-0.015747409,0.002080085,-0.024743058,33:25.4,227.4,380,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,201.3,11,5
0.001697121,-0.076227389,0.931653023,-0.0511542,0.061594222,0.019880954,33:26.0,228,381,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,201.9,11,5
-0.06195575,0.027678354,0.772275329,-0.007782768,-0.015680235,0.056838304,33:26.5,228.5,382,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,202.4,11,5
-0.012588618,0.000242793,0.909232914,-0.038631462,0.012419568,0.034541722,33:27.1,229.1,383,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,203,11,5
0.027153943,-0.072126538,0.86658597,-0.007477336,0.019139085,-0.040289272,33:27.6,229.6,384,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,203.5,11,5
0.015516539,-0.039561048,0.851233125,0.02795285,-0.010487879,-0.023795908,33:28.1,230.1,385,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,204,11,5
-0.016291153,-0.013991102,1.110282779,-0.030995645,0.000202263,-0.020436149,33:28.6,230.6,386,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,204.5,11,5
0.117828719,-0.048727628,1.030350208,-0.016029447,0.015473895,-0.009135143,33:29.2,231.2,387,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,205.1,11,5
-0.000493671,-0.074780032,1.048383832,0.013597518,-0.013847637,0.005220191,33:29.7,231.7,388,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,205.6,11,5
-0.034803826,-0.035942659,1.04009819,-0.006561037,-0.020261724,0.018048361,33:30.2,232.2,389,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,206.1,11,5
-0.024683565,0.035204921,1.006468058,-0.020610936,0.013641299,-0.002415625,33:30.7,232.7,390,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,206.6,11,5
0.016728768,-0.138704881,0.754972875,0.237479627,0.045406293,0.033625424,33:31.3,233.3,391,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,207.2,11,5
-0.11625959,-0.02412259,0.897535443,-0.011142526,0.018833652,0.08951959,33:31.8,233.8,392,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,207.7,11,5
0.032487754,-0.17054671,0.873653233,-0.063066073,0.007227214,0.025073308,33:32.4,234.4,393,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,208.3,11,5
