,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label
0.002909351,0.19302009,0.892174125,-0.039814539,0.029225748,-0.760433674,31:12.4,94.4,130,0.041570694,-0.048848245,1.056669593,0.044810329,-0.006926434,-0.153296217,32:21.2,68.3,148.1,3
0.319058836,-0.106621847,1.067879677,-0.005300652,0.119633809,-0.833737493,31:12.9,94.9,131,0.252386205,-0.001289926,0.985997438,-0.058731329,0.077678405,-1.563020587,32:22.3,68.8,149.2,2
0.213594854,-0.054999504,0.91849345,-0.024542909,0.064350501,-0.787922561,31:13.4,95.4,132,-0.160196325,-0.055602567,0.932627857,-0.005127901,-0.077023223,0.297216892,32:23.4,69.3,150.3,2
0.198320761,-0.001688581,0.902896881,0.003862329,0.076262377,-0.738442481,31:14.0,96,133,-0.224990681,0.050379458,0.893027097,-0.104393501,0.021173373,0.855547726,32:24.4,69.9,151.3,2
0.186440915,-0.066819578,0.91508168,-0.07005237,-0.006509868,-0.53166461,31:14.5,96.5,134,-0.045877166,-0.024484428,0.992699057,0.019459425,-0.029375732,0.548435241,32:25.5,70.4,152.4,5
-0.025917742,-0.062718727,0.796644986,-0.092043519,0.004791138,-0.203324527,31:15.1,97.1,135,0.021310417,-0.058979732,0.979173928,0.018695844,-0.033957221,-0.01218636,32:26.5,71,153.4,5
0.10813088,-0.089977264,0.57293129,0.127867967,0.054271221,-0.347488731,31:15.6,97.6,136,-0.076353423,0.024698278,1.025354534,-0.0200941,-0.019143738,0.07211304,32:27.6,71.5,154.5,5
0.133830145,0.10488639,0.996720076,0.022188284,0.04724627,-0.468440056,31:16.1,98.1,137,0.0180845,0.05135063,0.956510156,-0.022995709,0.019188055,0.163895547,32:28.7,72,155.6,5
0.092614345,-0.05186357,1.017678142,-0.016601659,-0.001317514,-0.505091965,31:16.6,98.6,138,0.029285474,-0.037386878,0.956631958,0.036105499,-0.000359633,0.046303989,32:29.7,72.5,156.6,5
0.191532269,-0.111928813,0.869754016,0.47789377,0.042664781,-0.468134612,31:17.2,99.2,139,-0.04666359,-0.052620907,0.752779573,0.154307924,-0.001428649,0.09074443,32:30.8,73.1,157.7,5
0.160984099,0.021365747,0.991358757,-0.028208099,-0.065152928,0.100580931,31:17.7,99.7,140,-0.022338798,0.03823983,0.888031334,-0.026355468,-0.032735489,0.065546246,32:31.8,73.6,158.7,5
-0.024189893,0.202246219,0.843434811,0.048150055,0.094588332,0.071870267,31:18.2,100.2,141,0.041215805,0.022943898,0.998304188,0.01793226,-0.014256818,0.040195337,32:32.9,74.1,159.8,5
0.000969784,0.154658869,0.883888483,-0.045006894,0.064350501,-0.031060528,31:18.7,100.7,142,0.123647418,0.01402559,1.044119149,0.013198055,-0.034415369,-0.027305272,32:34.0,74.6,160.9,5
-0.016784824,0.230167359,0.970157146,-0.056918766,0.025255123,0.123182952,31:19.3,101.3,143,-0.098857684,-0.000782367,0.926535428,-0.166396327,-0.080230258,0.05455067,32:35.0,75.2,161.9,5
0.033457536,-0.01061394,1.152198672,0.074417263,0.006623734,0.058431227,31:19.8,101.8,144,-0.008978441,-0.064527928,0.959190786,0.020833872,-0.018532874,-0.027457997,32:36.1,75.7,163,5
-0.025424073,0.09104722,0.967232823,-0.013619944,0.026031865,0.000992923,31:20.3,102.3,145,0.03576077,0.000841983,0.923854738,-0.119359702,0.008497912,0.025381855,32:37.1,76.2,164,3
-0.071335502,0.14300482,0.860737264,0.016923316,0.002513553,0.088957518,31:20.9,102.9,146,0.055398894,0.004262209,0.926657259,0.025836637,0.030800145,0.048341821,32:38.2,76.8,165.1,3
0.014061864,0.008254947,0.957972288,0.048993744,-0.013674377,0.190666586,31:21.4,103.4,147,0.118556052,-0.071523476,1.083598018,0.072307467,0.012836976,-0.776192367,32:39.3,77.3,166.2,3
-0.034556992,0.182822809,0.919955611,-0.172750339,0.013814561,0.164399385,31:21.9,103.9,148,0.096129801,-0.017649399,0.998304129,-0.002828965,0.019098345,-1.116749823,32:40.4,77.8,167.3,3
-0.025670907,0.271684885,1.203131318,-0.441225618,-0.044217635,0.140575632,31:22.5,104.5,149,0.134193819,-0.023640138,0.930190861,0.06940585,0.065676818,-1.097660244,32:41.5,78.4,168.4,2
0.082431607,0.040060773,0.927266538,-0.012398213,0.156757027,-0.618424475,31:23.0,105,150,0.10546397,-0.120492339,0.951879859,0.050163597,0.061858909,-0.599957742,32:42.6,78.9,169.5,2
0.106918648,0.118239984,0.968451262,-0.046912096,0.066043541,-0.992579401,31:23.5,105.5,151,-0.208946384,-0.087444389,1.000497431,-0.018558742,-0.024883952,0.927816212,32:43.7,79.4,170.6,2
-0.026164578,0.090318836,0.963821054,-0.119299635,0.045274124,-0.524962068,31:24.0,106,152,-0.30706355,0.068111192,0.852573395,0.003585126,-0.103227422,1.104050815,32:44.7,79.9,171.6,2
-0.193519145,0.102944054,0.906795979,-0.081425987,-0.08025869,0.436234415,31:24.6,106.6,153,-0.186978012,0.088619292,0.986606747,-0.025583692,-0.105823599,1.238135695,32:45.8,80.5,172.7,2
-0.171797618,-0.087564997,0.945300102,0.138485491,-0.063459896,0.406302005,31:25.1,107.1,154,-0.16562672,-0.005425233,1.043631792,-0.001454514,-0.051303875,1.438957632,32:46.8,81,173.7,2
-0.072322845,0.01044008,1.000619292,-0.003540665,-0.003900532,-0.14500387,31:25.7,107.7,155,-0.298547722,0.000306244,0.971497506,-0.022529367,-0.071004279,1.449800491,32:47.9,81.6,174.8,2
0.021092795,0.042974286,0.865854919,-0.045384936,-0.001762503,-0.434248567,31:26.2,108.2,156,-0.251648933,-0.167531379,0.980879813,-0.029554317,-0.0618413,1.212784827,32:49.0,82.1,175.9,2
0.049701411,-0.025328718,1.043753505,0.116799794,0.020534078,-0.239077121,31:26.7,108.7,157,-0.216351449,0.054628328,0.859275073,-0.050323736,-0.067033654,1.163457453,32:50.1,82.6,177,5
-0.136993781,-0.137981221,0.860006213,-0.03316763,-0.056129508,-0.024968851,31:27.2,109.2,158,0.015761167,0.031993045,1.008052051,0.003737839,-0.024578519,-0.328428151,32:51.2,83.1,178.1,5
0.033457536,-0.114341073,0.867560804,0.090227149,-0.022837354,0.110032372,31:27.8,109.8,159,0.003842153,-0.002465485,0.980757982,0.015802428,0.03467541,-0.209614847,32:52.3,83.7,179.2,5
-0.155259624,-0.111205138,0.882669985,0.081980474,-0.003289666,0.035201374,31:28.3,110.3,160,-0.113297563,-0.076589225,0.820527285,0.095062196,-0.05237289,-0.036892709,32:53.4,84.2,180.3,5
0.126314327,-0.054758281,2.063137531,0.564258575,-0.109885655,0.06513378,31:28.8,110.8,161,-0.048538321,-0.012905585,1.027547777,-0.019780474,0.022916254,0.114143726,32:54.4,84.7,181.3,5
-0.204626754,-0.015920909,0.865611255,0.038609035,0.059934888,0.15951246,31:29.4,111.4,162,-0.015180392,-0.027379139,0.973203361,-0.030312093,0.009134495,-0.044217215,32:55.5,85.3,182.4,5
-0.155259624,0.01699548,0.871216238,-0.03744369,-0.144399539,0.18272534,31:29.9,111.9,163,0.029214734,0.032531092,0.911791742,-0.011827614,-0.014268392,-0.008475727,32:56.5,85.8,183.4,5
0.129708573,0.082792267,1.138795376,-0.088145502,0.03580571,0.12316598,31:30.4,112.5,164,0.043513294,0.049286892,0.952123582,-0.01976886,0.005432013,0.018707776,32:57.6,86.4,184.5,4
-0.115765922,-0.00820168,0.883157432,0.005011447,0.006178745,0.064217478,31:31.0,113,165,0.040730914,0.000432339,0.935795903,0.00588748,0.017649318,-0.010155606,32:58.7,86.9,185.6,4
-0.034803826,-0.040767174,0.727678776,-0.037749119,7.01E-05,0.151876643,31:31.5,113.5,166,0.04182192,-0.193342559,0.981854588,0.01430542,-0.00505481,0.010027972,32:59.7,87.4,186.6,5
0.059399247,-0.068749383,0.988921821,-0.064016327,0.04741215,0.053527333,31:32.0,114,167,0.000363669,-0.046435983,0.951636225,-0.001220427,0.000328533,0.007393538,33:00.8,87.9,187.7,1
0.016728768,-0.02412259,0.930921972,-0.031335033,-0.037803553,0.19280462,31:32.6,114.6,168,0.002909351,0.011661877,0.970888257,-0.004185,-0.000555032,0.008061751,33:01.8,88.5,188.7,1
0.078794926,0.050500855,1.007199049,-0.017896,-0.06437619,-0.519769728,31:33.1,115.1,169,0.027032721,0.049165497,0.98611933,0.003817834,0.035607552,-0.006210186,33:02.9,89,189.8,1
0.226444483,0.015295932,0.992333591,-0.016063403,0.049550179,-1.195081234,31:33.6,115.6,170,0.027638834,0.020880162,0.89461112,-0.012995198,0.012472115,-0.008053567,33:04.0,89.5,190.9,1
0.179894865,-0.03111814,1.064224124,-0.066154353,0.055353399,-0.467846155,31:34.1,116.1,171,0.010549604,0.031684431,1.043631792,0.037706617,0.054010954,0.041731951,33:05.1,90,192,5
-0.112310223,-0.124955006,0.91508168,0.106109641,0.03580571,0.979293585,31:34.7,116.7,172,0.087644196,0.035933301,1.035467893,-0.0898115,0.009112358,-0.003319362,33:06.2,90.6,193.1,4
-0.068126634,-0.216862082,0.864149034,0.023031972,-0.105304167,0.956691563,31:35.2,117.2,173,0.060729826,-0.014067065,0.838682741,0.059850488,-0.015933119,0.035623297,33:07.3,91.1,194.2,4
-0.070841834,0.10367243,0.915325344,0.002873421,-0.100417241,0.725479066,31:35.8,117.8,174,-0.036284841,-0.107224911,0.960287422,-0.003357146,-0.03276571,0.042422985,33:08.4,91.7,195.3,1
-0.213759676,0.049529687,0.798594534,-0.003235236,0.037332874,0.706542253,31:36.3,118.3,175,0.007996326,0.002461629,0.961627781,-0.010610132,0.004251847,0.011747204,33:09.5,92.2,196.4,1
-0.055538021,0.030834658,0.816140711,0.057545856,-0.037803553,0.388281494,31:36.8,118.8,176,-0.036161422,0.059726976,0.973690778,-0.014529321,-0.013299034,0.030979141,33:10.5,92.7,197.4,4
0.119768284,0.017238274,1.003299952,-0.036527388,-0.056129508,-0.644386232,31:37.3,119.3,177,-0.01024368,-0.075865547,0.994648665,-0.087985866,-0.002608892,0.066867474,33:11.6,93.2,198.5,4
0.161226541,0.074051738,0.883888483,-0.005067829,0.07795541,-1.161178231,31:37.9,119.9,178,-0.004850608,-0.035701433,0.957241237,0.000794001,0.040029973,0.032505393,33:12.6,93.8,199.5,5
0.274448752,-0.006271873,0.906552255,-0.089367233,0.062072918,-1.225319028,31:38.4,120.4,179,-0.004689877,-0.019056846,0.960652977,-0.001142509,0.001931995,0.002010097,33:13.7,94.3,200.6,1
0.090674773,0.023550879,0.985997438,-0.132738665,0.113691024,-0.60529083,31:38.9,120.9,180,-0.005033964,0.018005033,0.953098387,-0.001133412,-6.79425E-05,0.08227891,33:14.8,94.8,201.7,1
-0.142177328,-0.149801284,0.993308365,-0.051493589,-0.068346821,0.525115252,31:39.4,121.4,181,-0.035544333,0.045159421,0.961627752,-0.015183311,-0.03122207,0.692380577,33:15.9,95.3,202.8,5
-0.220424235,0.072594978,0.935795903,-0.007816724,-0.079342395,0.868421555,31:40.0,122,182,-0.00841875,-0.101073655,1.072509855,-0.017626774,-0.005260297,0.364193216,33:16.9,95.9,203.8,4
-0.208822966,0.008740533,0.818821371,-0.010260183,-0.053991482,0.848568439,31:40.5,122.5,183,-0.004703046,-0.087082546,0.957119346,-0.017385533,0.006790024,0.003421797,33:18.0,96.4,204.9,3
-0.10367097,-0.015920909,0.822964251,0.038303606,-0.039330713,0.739528954,31:41.0,123,184,-0.008762666,-0.050295599,0.960896671,0.000747781,-0.000114168,0.00261435,33:19.0,96.9,205.9,1
0.024244592,0.004370267,0.891443074,0.035249278,-0.01642327,0.524504423,31:41.6,123.6,185,-0.009256337,-0.029912012,0.963699192,-0.002720991,0.000199085,0.003185858,33:20.1,97.5,207,1
-0.090095013,0.050258063,1.24017334,-0.005067829,-0.101333544,0.074296758,31:42.1,124.1,186,0.044125156,0.025251994,0.975518465,-0.015401814,-0.00925846,0.012364343,33:21.2,98,208.1,1
0.135284826,0.034233753,1.145618796,0.025780864,0.050161045,-0.296498448,31:42.6,124.6,187,0.056368675,-0.045832921,0.988921851,0.010367079,-0.001126958,0.064901415,33:22.2,98.5,209.1,5
0.011394958,0.03034907,0.959190845,-0.032556765,0.032751385,-0.383241326,31:43.1,125.2,188,-0.034144025,-0.027137914,0.88778764,-0.012387652,-0.000974241,0.18799077,33:23.3,99.1,210.2,5
0.128253892,-0.005548195,0.951392472,0.029446058,-0.019172164,-0.223805487,31:43.7,125.7,189,-0.193474242,0.032809114,1.073850155,-0.068587253,-0.039764183,-0.055439036,33:24.3,99.6,211.2,5
-0.072076008,0.096388653,0.776905537,-0.011787347,0.033056818,0.048334979,31:44.2,126.2,190,-0.004298859,-0.069111217,0.995989025,-0.005973564,0.011090347,-0.027644668,33:25.4,100.1,212.3,5
0.026669051,0.022094125,1.02230823,0.045939416,0.005567879,-0.042073078,31:44.7,126.7,191,-0.030129314,-0.024274518,0.851964176,-0.029468484,0.022956993,0.038359629,33:26.5,100.6,213.4,5
0.16437833,-0.091665842,1.148299456,0.03799817,0.013814561,-0.200898036,31:45.3,127.3,192,0.007282662,-0.035941872,0.887909442,-0.023054399,0.015779327,-0.002873775,33:27.6,101.2,214.5,5
0.033215091,-0.017127039,0.990627706,0.029751487,-0.00726029,-0.107130222,31:45.8,127.8,193,-0.000387307,-0.026776075,0.980757952,-0.001521397,-0.005142808,-0.022116029,33:28.6,101.7,215.5,5
-0.036038004,0.055113915,0.941644609,-0.024004653,-0.011536347,-0.045432836,31:46.3,128.3,194,0.058667524,-0.06175383,1.03936702,-0.001215965,0.000813129,-0.001957476,33:29.7,102.2,216.6,5
-0.061708909,-0.051381115,1.030837655,0.07006859,-0.009398319,0.004352682,31:46.9,128.9,195,-0.029743696,-0.000368869,1.023283124,-0.013585987,-0.003310212,0.007816368,33:30.7,102.8,217.6,5
0.051156089,0.111198999,0.950661421,0.02639173,0.010149369,-0.007864622,31:47.4,129.4,196,-0.049765411,-0.081413736,0.826254159,0.113168551,0.032119973,0.061572507,33:31.8,103.3,218.7,5
-0.022215208,0.078422002,1.070803881,0.027613461,0.011676531,0.003436385,31:47.9,129.9,197,-0.006465003,-0.138222441,0.909232974,-0.028045319,0.01466498,0.006839518,33:32.9,103.8,219.8,3
-0.190063447,0.066525161,1.053257704,-0.026142679,-0.039941579,0.012904796,31:48.4,130.4,198,-0.024822346,-0.067784477,0.942131996,-0.008754347,0.005456669,-0.183352843,33:34.0,104.3,220.9,4
-0.084911466,0.053899955,0.944081604,-0.038054552,-0.010314617,-0.05062519,31:49.0,131,199,0.054671554,-0.059462182,0.941522777,0.019192737,0.03279289,-0.697548658,33:35.0,104.9,221.9,5
-0.062696256,0.03204862,1.015241027,0.005956449,-0.069654427,-0.058026161,31:49.5,131.5,200,-0.012436338,0.07393034,0.907283396,0.048056122,0.003471357,-0.518870577,33:36.1,105.4,223,5
0.060611479,-0.067543253,1.019140244,0.007483616,0.054656655,0.018637428,31:50.0,132,201,0.026062935,0.00177242,1.049358666,0.021788914,-0.02646104,-0.021931697,33:37.1,105.9,224,5
-0.083677284,-0.039078593,0.971131921,-0.029473733,0.034803532,0.021691754,31:50.6,132.6,202,0.073097443,0.01468895,0.907039672,0.045154508,0.053256875,-0.154794883,33:38.2,106.5,225.1,3
0.025699267,0.052685987,1.000619292,0.03039106,0.005176569,-0.048252314,31:51.1,133.1,203,0.153468266,0.051107835,1.07896781,0.009724326,0.035083633,-0.923263341,33:39.2,107,226.2,5
0.016971214,-0.031841818,1.109308004,-0.098196074,-0.040332891,-0.05680443,31:51.6,133.6,204,0.091159664,-0.027740979,1.005858719,-0.048307873,0.008969144,-0.665936358,33:40.3,107.5,227.2,5
0.032487754,-0.062959962,0.918249726,0.032834522,0.054351222,-0.001215693,31:52.2,134.2,205,0.025335598,-0.148233313,1.043875456,0.007891731,0.011107172,-0.115394084,33:41.4,108.1,228.3,5
0.007273377,0.182580009,0.898266554,0.293368548,0.184160084,-0.00793521,31:52.7,134.7,206,0.047155732,-0.04619476,0.978077292,0.020872619,0.004082222,0.021439731,33:42.4,108.6,229.3,5
0.065702841,0.045402214,0.841485202,0.054825671,-0.016509147,-0.026261168,31:53.2,135.2,207,-0.036161422,-0.031962432,0.969913453,-0.080531012,0.030654859,0.183013588,33:43.5,109.1,230.4,5
0.048489183,0.021608539,0.971131921,-0.044134498,0.045188244,0.002754932,31:53.7,135.7,208,-0.068373475,-0.007762291,0.977468044,-0.073964212,-0.0223377,0.141169317,33:44.6,109.6,231.5,5
-0.011107604,0.059726976,0.889249802,-0.005039122,-0.038194861,0.008252719,31:54.3,136.3,209,-0.10268363,-0.037390013,0.959678203,-0.008143483,-0.022490417,0.098561477,33:45.6,110.2,232.5,5
0.064490609,-0.001206129,0.986241162,-0.029779166,0.053434923,-0.015265593,31:54.8,136.8,210,-0.010853679,-0.081293128,0.932749689,-0.037098849,-0.004501629,-0.011307505,33:46.7,110.7,233.6,2
-0.165873557,0.058513008,0.907770753,0.060628898,-0.04124919,-0.00091026,31:55.3,137.3,211,-0.02887977,-0.033771625,0.966501683,-0.009944368,0.02116323,0.015939599,33:47.7,111.2,234.6,5
0.104251742,0.023065295,1.003299952,-0.085367903,0.009147193,0.044293769,31:55.8,137.8,212,-0.141891668,-0.043541275,0.947371513,-0.066143971,-0.016404979,0.595498003,33:48.8,111.7,235.7,5
-0.127120361,0.023550879,1.27355969,-0.055435505,0.039385024,0.06445232,31:56.4,138.4,213,-0.123170992,0.001231196,0.898632139,-0.062936932,0.008182345,0.502188347,33:49.9,112.3,236.8,5
-0.001234178,-0.263901144,1.151467562,0.052993074,0.002122243,0.018637428,31:56.9,138.9,214,-0.062326001,0.005397837,0.987581462,-0.018801916,-0.011365343,-0.000706478,33:51.0,112.8,237.9,5
-0.014069632,-0.096490361,0.937501729,0.021838948,-0.001237516,-0.003964586,31:57.4,139.4,215,-0.075778544,-0.019539297,0.949686617,0.004320061,0.013825575,0.054188594,33:52.0,113.3,238.9,5
-0.016784824,0.000485585,0.973325253,0.005255751,0.000585078,0.007213119,31:58.0,140,216,-0.039246869,-0.024725655,0.978686571,-0.004364977,-0.029927088,0.026725756,33:53.1,113.9,240,3
0.02497193,0.078422002,0.980879843,-0.010147851,0.011686319,-0.015730856,31:58.5,140.5,217,0.045579832,-0.041249627,1.021211684,-0.055691138,0.015656098,0.009485636,33:54.1,114.4,241,3
0.041215803,0.033262581,0.923854768,-0.002817467,0.002828773,-0.023977537,31:59.0,141,218,0.03976113,-0.061447588,1.097123206,0.005649924,-0.021506626,0.166852435,33:55.2,114.9,242.1,3
0.062066156,0.115569271,0.866342247,-0.020837992,0.032761171,-0.014814558,31:59.5,141.5,219,-0.018263136,-0.122422136,0.996232748,-0.013938824,-0.012483753,0.11104739,33:56.3,115.4,243.2,5
0.047034506,0.063611656,1.043997288,-0.019616261,0.001607043,0.016034137,32:00.1,142.1,220,0.013455749,-0.002892361,0.961384088,0.003334086,0.002289808,-0.001684079,33:57.3,116,244.2,5
-0.046405103,0.05948418,0.935064793,0.011537865,0.008021127,0.036192689,32:00.6,142.6,221,0.014304309,0.024643446,0.965892464,-0.001047105,0.003405172,-5.59087E-05,33:58.4,116.5,245.3,2
-0.083677284,0.098088197,0.971375644,-0.028168377,-0.025881892,0.023669951,32:01.1,143.1,222,0.01927445,0.045160988,0.923367321,0.011299413,-0.00758392,0.192550123,33:59.4,117,246.3,5
-0.055291187,0.119453952,1.082988739,-0.088338599,-0.008166801,0.013590676,32:01.6,143.6,223,-0.07084183,0.10500779,0.893758178,0.011146698,-0.093410488,1.058146179,34:00.5,117.5,247.4,5
0.05164098,0.049529687,0.80785507,-0.07062351,-0.03229598,0.028251443,32:02.2,144.2,224,-0.005523751,-0.018424015,1.060325027,0.013895592,0.007840427,-0.084171832,34:01.6,118.1,248.5,5
-0.01135444,0.001699548,0.89802289,-0.051992118,-0.000836418,0.035276394,32:02.7,144.7,225,0.024250498,-0.08949481,0.959678173,0.038482916,-0.017510481,-0.109980895,34:02.7,118.6,249.6,3
0.037094224,-0.043420661,0.833443224,0.057963625,-0.039931793,0.048409995,32:03.3,145.3,226,-0.025881615,-0.018405998,0.938232869,-0.036042646,-0.016899616,0.13421249,34:03.8,119.2,250.7,5
-0.088120326,-0.187673748,1.178761721,-0.063293129,-0.015191752,0.074982628,32:03.8,145.8,227,0.158438399,0.024400653,0.908623725,-0.007179258,0.048768399,-0.711072236,34:04.9,119.7,251.8,5
-0.022462046,-0.117235787,0.971863031,0.003836468,-0.001723259,0.013061961,32:04.3,146.3,228,0.077582694,0.037511453,0.832833976,0.093766227,0.004938817,-0.169234827,34:06.0,120.2,252.9,2
-0.01875951,0.073323362,1.011829376,0.015183367,-0.008300881,0.002932556,32:04.8,146.8,229,-0.009453543,0.003077228,0.987947017,0.056350727,-0.008805651,0.019827973,34:07.1,120.7,254,2
0.005576256,0.081578307,0.982098341,-0.023301143,0.004221857,-0.072203867,32:05.4,147.4,230,-0.116136171,-0.055602567,0.919224501,-0.033599179,-0.042097808,0.614810765,34:08.2,121.3,255.1,2
-0.044924092,0.059969768,0.97040087,-0.006196916,0.072027892,-0.103357993,32:05.9,147.9,231,-0.080221586,-0.010630369,0.943228662,-0.043678457,-0.008500218,0.405283958,34:09.2,121.8,256.1,5
0.061581265,0.075994074,0.921661496,-0.015665326,0.010941374,-0.026083544,32:06.4,148.4,232,-0.118851364,0.010552883,0.952976495,0.008855952,-0.007431204,0.300520554,34:10.3,122.3,257.2,5
0.102554627,0.029863488,1.002568841,0.102231666,-0.069692835,0.018815052,32:06.9,148.9,233,-0.03566775,0.10695013,0.970888227,-0.032835599,-0.01919036,0.339005053,34:11.3,122.8,258.2,5
0.03976113,0.084734611,1.08030808,-0.044681426,0.006665317,0.103114456,32:07.5,149.5,234,-0.029867114,0.018893976,1.021577209,-0.010437606,0.004244946,0.053943168,34:12.4,123.4,259.3,5
0.061581265,0.086191364,0.973568916,0.040839709,0.029267332,0.166949868,32:08.0,150,235,0.065217951,-0.047762727,0.902896821,-0.012422919,0.006077542,0.097314596,34:13.4,123.9,260.3,5
-0.077259555,0.028163938,0.780073643,-0.162578419,0.012163104,0.119913258,32:08.6,150.6,236,0.016819263,0.047651578,0.984413445,-0.013491936,0.01401879,-0.035090441,34:14.5,124.5,261.4,5
-0.154272288,-0.052346017,0.964308441,-0.051400945,0.032321658,0.034392118,32:09.1,151.1,237,-0.065164614,0.009880885,1.128681988,-0.106343448,-0.009652237,-0.055248993,34:15.5,125,262.4,5
0.06594529,0.021851331,1.103946686,-0.046514019,-0.015631264,0.038057309,32:09.6,151.6,238,0.012955997,-0.016309359,1.012682259,0.049274471,0.025014366,0.13366108,34:16.6,125.5,263.5,5
0.023517253,0.05487112,0.837342381,-0.189456493,-0.039455008,-0.018142294,32:10.1,152.1,239,0.082552832,-0.030997529,1.022551954,-0.066942643,0.020127443,0.137631699,34:17.7,126,264.6,5
0.030548185,-0.090218484,1.106871128,-0.069726899,-0.068165675,0.071654901,32:10.7,152.7,240,-0.011387364,0.008522807,0.892783433,-0.004634384,-0.023854854,0.045085621,34:18.8,126.6,265.7,5
0.198563203,-0.028464656,0.768619895,0.325808346,-0.034873519,0.017287889,32:11.2,153.2,241,-0.029743695,-0.046020096,0.875237256,0.021480102,0.00409223,0.044322042,34:19.8,127.1,266.7,5
0.198563203,0.076236866,0.872922122,-0.106684253,0.054312807,-1.281717062,32:11.7,153.7,242,-0.008502156,-0.05367276,1.033518285,-0.025709238,-0.027520044,-0.006379776,34:20.9,127.6,267.8,5
0.336272478,-0.003377163,1.15000546,-0.336675018,0.17037721,-1.233764172,32:12.2,154.2,243,0.06279349,0.000508325,1.024501532,0.013233423,-0.014691876,-0.083043365,34:21.9,128.1,268.8,5
0.038306456,0.094203517,1.154879332,-0.105462521,0.095851645,-0.023029217,32:12.8,154.8,244,0.060247809,0.030125078,0.788602978,0.112408798,0.007863177,-0.116523463,34:23.0,128.7,269.9,5
-0.255968571,-0.013026198,1.175349832,-0.098132133,-0.051366881,0.978789806,32:13.3,155.3,245,0.05394422,0.067132145,0.974056304,-0.01617834,-0.005575858,0.053907944,34:24.1,129.2,271,5
-0.223879933,-0.045832921,0.851720512,-0.074613824,-0.151243344,1.140668988,32:13.8,155.8,246,-0.001353884,-0.037148789,0.834905416,-0.014345746,0.024051107,0.211053021,34:25.1,129.7,272,5
-0.239924252,0.073566154,0.984535277,-0.028188065,-0.017463859,1.220692396,32:14.4,156.4,247,0.00121594,0.006812292,0.91849342,-0.011097714,0.007936983,0.163178392,34:26.2,130.3,273.1,5
-0.254240721,0.032291412,0.94993031,-0.052622676,-0.118867487,1.135782123,32:14.9,156.9,248,-0.008292631,-0.032203657,0.988921821,0.022540856,0.023129704,0.035585851,34:27.2,130.8,274.1,3
-0.178955853,-0.000241226,0.936039627,0.047253795,-0.09626548,0.885632873,32:15.4,157.4,249,0.031033078,-0.059462183,1.006346107,-0.004489928,-0.00069404,-0.061847154,34:28.3,131.3,275.2,3
0.103766859,-0.064166084,0.994770527,-0.048041187,-0.017463859,-0.402681947,32:15.9,157.9,250,0.025214374,-0.239416696,1.004274756,0.015210476,0.010912399,-0.010076328,34:29.4,131.8,276.3,5
0.255053103,-0.137739986,0.820283592,0.009685583,0.10257116,-1.39320004,32:16.5,158.5,251,0.006061148,0.00675748,0.988556296,-0.031673431,0.000374974,-0.043215765,34:30.5,132.4,277.4,5
0.240748808,-0.023640137,1.003543615,-0.003142588,0.069584444,-1.411220551,32:17.0,159,252,0.035033434,-0.02300574,0.96564877,-0.01014043,-0.010467885,0.06673998,34:31.6,132.9,278.5,5
0.295056671,0.005341437,1.049846053,-0.082249641,0.071722463,-1.451537609,32:17.5,159.5,253,0.004727695,-0.088771131,0.948102623,0.001160573,-0.019783579,0.258857101,34:32.7,133.4,279.6,5
-0.022462046,-0.063442409,0.817115545,0.09765017,0.033543386,-0.232250571,32:18.1,160.1,254,-0.002342238,-0.024243203,0.971010089,0.004296783,-0.012626331,0.196141973,34:33.8,134,280.7,5
-0.292500228,-0.039561048,0.964308441,-0.156469762,0.000251232,1.246959567,32:18.6,160.6,255,0.00154956,-0.018333168,0.950174034,-0.006856471,-0.003935003,0.206007056,34:34.8,134.5,281.7,5
-0.256215394,-0.055723183,0.990140319,-0.033991285,-0.151243344,1.166325331,32:19.1,161.1,256,0.058550688,-0.046499413,0.938720286,-0.042138902,0.029649086,-0.662704751,34:35.9,135,282.8,5
-0.14908874,0.081335515,0.996476471,0.053667881,-0.049228851,0.834320188,32:19.7,161.7,257,0.052610761,-0.109395947,0.959190816,0.016863015,0.009367967,-0.171280884,34:37.0,135.6,283.9,5
-0.161430523,0.119453952,0.994526803,-0.062396519,-0.094432876,0.755213141,32:20.2,162.2,258,0.028487396,-0.062959958,0.965039521,-0.010786226,-0.005841532,0.167431019,34:38.0,136.1,284.9,5
-0.000987343,-0.036183886,1.053988934,0.084821999,-0.052588612,0.25919053,32:20.7,162.7,259,0.040852137,-0.047762726,0.960287452,-0.004983006,-0.022487611,0.314038679,34:39.1,136.6,286,5
0.08412873,-0.061512604,1.059350252,0.004798658,0.038735744,-0.565782964,32:21.2,163.2,260,-0.006309167,-0.06959367,0.969913423,0.006990962,-0.030411481,-0.129860729,34:40.2,137.1,287.1,5
0.288995534,-0.013991102,1.049358606,-0.032769553,0.072333336,-1.56699121,32:21.8,163.8,261,0.012728411,-0.01435294,0.957972318,0.006485004,0.014559201,-0.242356151,34:41.3,137.7,288.2,5
0.215776876,0.011411251,0.922636271,-0.084693104,0.083023474,-1.559049964,32:22.3,164.3,262,0.012849634,-0.026414236,0.963942885,-0.002711918,-0.002065223,0.001640398,34:42.4,138.2,289.3,5
