acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label,,
0.014304309,-0.021710331,0.9669891,0.004000634,-0.005052203,0.001553998,30:13.8,55.1,15,-0.03843562,0.014931743,0.947005957,0.037185103,0.016691127,0.250821277,30:21.9,7.4,15.5,5,,
0.020123012,-0.021710331,0.9669891,0.002666093,-0.002837231,0.005080558,30:14.4,55.7,16,-0.005768899,-0.050657435,1.015119255,-0.087125972,-0.003467428,-0.312396482,30:23.0,8,16.6,5,,
0.014789201,-0.024363814,0.965526879,0.006395318,0.000545488,0.001988979,30:15.0,56.2,17,0.15383194,-0.027017301,0.985875607,0.003892951,0.060062559,-0.763825893,30:24.0,8.5,17.6,5,,
0.019395674,-0.022192782,0.967963934,0.00742878,-2.28E-05,0.00217756,30:15.5,56.8,18,0.210806727,0.040971649,0.894489288,-0.016265605,0.020814466,-0.930133969,30:25.1,9.1,18.7,5,,
0.016001431,-0.021227879,0.964552164,-0.071201995,-0.000917912,0.003015972,30:16.1,57.4,19,0.005455033,-0.029126449,0.989896595,-0.070235409,0.076963642,-0.120110467,30:26.1,9.7,19.7,5,,
0.012122296,-0.021951558,0.965526879,0.006185494,-0.000576924,0.002594959,30:16.6,57.9,20,0.017993504,0.007434158,0.935186684,0.075853154,-0.019298064,0.037356224,30:27.2,10.2,20.8,5,,
0.017456107,-0.059100345,0.970157146,0.069236487,0.00029778,0.00521116,30:17.2,58.5,21,0.1779553,0.019605904,0.858665824,0.201080531,-0.067250992,-0.992257148,30:28.3,10.8,21.8,5,,
0.024244592,0.059726976,0.964064717,0.004409395,-0.003611115,0.024643032,30:17.7,59,22,0.068127302,0.008531444,1.085791349,-0.101603199,0.042399325,-0.012887448,30:29.3,11.3,22.9,5,,
0.008728053,0.063854448,0.985266328,-0.01308208,-0.016162995,0.083387829,30:18.2,59.5,23,-0.04741963,0.008030955,1.153051615,0.018889969,-0.062974929,0.4499957,30:30.4,11.8,23.9,5,,
-0.099721596,-0.042214531,1.058131695,-0.060729567,-0.064421356,0.09224537,30:18.7,60,24,0.152377255,-0.02617301,0.920930386,0.026525788,-0.004331866,-0.512575209,30:31.4,12.3,25,5,,
-0.010120261,0.03204862,1.017190695,0.007558137,-0.001176683,0.139643818,30:19.3,60.6,25,0.224989809,-0.014660731,0.851964176,0.061345108,0.015979405,-0.847023919,30:32.5,12.9,26,2,,
-0.038753197,-0.050657436,0.922879934,0.030771017,-0.013393987,0.790826201,30:19.8,61.1,26,-0.012802025,0.040789152,0.949808449,0.089444906,-0.009371504,0.176938932,30:33.5,13.4,27.1,2,,
-0.182905212,0.011411251,0.951392472,-0.111560583,-0.060736045,1.13749218,30:20.3,61.6,27,0.087886646,-0.061271379,0.991480649,0.026831221,-0.039456615,-0.205615427,30:34.6,13.9,28.2,5,,
-0.242145777,0.017238274,0.950174034,-0.01107325,-0.086697817,1.118555307,30:20.8,62.1,28,0.211655281,-0.028932222,1.050333381,-0.031659128,-0.001582972,-0.833584905,30:35.6,14.4,29.2,3,,
-0.082689941,0.003156303,0.982098341,0.051540434,-0.004841874,0.482950062,30:21.4,62.7,29,-0.028330058,-0.250513081,1.283307582,-0.0716708,-0.107873527,0.19557032,30:36.7,15,30.3,3,,
0.005818702,0.026707184,0.911913574,0.022829771,0.038224127,0.018692493,30:21.9,63.2,30,-0.120085539,-0.032203658,0.990384042,0.011712305,-0.026323014,0.644403562,30:37.7,15.5,31.3,5,,
-0.035297498,-0.029188333,1.048627615,-0.150655955,-0.046075277,-0.24000895,30:22.4,63.7,31,0.066430181,0.000934375,1.005858749,0.015599016,0.008480559,-0.196927562,30:38.8,16,32.4,5,,
0.0237597,-0.072126538,0.981610894,-0.023595989,0.039140422,-0.384784013,30:23.0,64.3,32,0.04351904,-0.025502578,0.970035315,0.01819519,0.013825631,-0.557032615,30:39.9,16.6,33.5,3,,
0.057944573,-0.020262975,0.986728549,-0.000688538,0.060215276,-0.352713585,30:23.5,64.8,33,0.074794566,0.024462537,0.846968412,0.043087944,0.005578949,-0.224416494,30:40.9,17.1,34.5,5,,
0.249719307,-0.033771627,0.985022664,0.008474439,0.059909843,-1.174938202,30:24.0,65.3,34,0.021941357,-0.018260318,0.971253812,0.013460986,0.020392431,-0.05642856,30:42.0,17.6,35.6,2,,
0.211655289,0.100758918,0.965770602,-0.014738441,0.012567786,-1.238773704,30:24.6,65.8,35,0.216746643,-0.024243203,0.91983375,-0.023038212,0.049561247,-0.90797472,30:43.0,18.1,36.6,5,,
0.209958166,-0.01881562,0.823207974,-0.017792769,0.029061146,-0.621494234,30:25.1,66.4,36,0.010655463,-0.06416609,0.976249546,-0.001505215,0.005731666,-0.122249286,30:44.1,18.7,37.7,3,,
0.007515823,-0.077433512,1.041316628,-0.147601634,0.130159348,-0.184725642,30:25.6,66.9,37,-0.001357596,-0.055843794,0.859396905,0.040186334,-0.003431316,0.067424368,30:45.1,19.2,38.7,5,,
0.003394243,0.019180615,0.938476563,0.007130817,0.023767935,-0.055495292,30:26.1,67.4,38,-0.050578352,-0.010734552,0.920808524,-0.000894345,-0.056118443,0.074296609,30:46.2,19.7,39.8,5,,
-0.04862662,-0.008925358,0.79761982,0.114643097,-0.000361241,0.059652805,30:26.7,67.9,39,0.181834444,-0.043179433,0.916543812,0.021249514,0.043605312,-0.816039503,30:47.2,20.2,40.8,3,,
0.084613629,0.023793673,1.072753549,0.037063211,-0.038234886,0.015059642,30:27.2,68.5,40,0.037942783,-0.013970735,1.022430122,-0.039989725,-0.030767533,-0.022372821,30:48.3,20.8,41.9,3,,
0.131405681,-0.01881562,0.726216614,0.198637083,-0.165294871,-1.119928002,30:27.7,69,41,0.051847631,-0.029670786,0.923367351,0.016362593,-0.009692683,-0.007864773,30:49.4,21.3,43,5,,
0.224504918,0.058027428,0.991115034,0.203523979,0.030792886,-0.864586294,30:28.3,69.5,42,0.197350979,-0.037148788,0.926535398,-0.000588918,0.031388005,-0.952873319,30:50.4,21.8,44,5,,
0.099645272,-0.047762729,1.12271142,-0.094272815,0.024378801,-0.175530314,30:28.8,70.1,43,0.099524055,-0.018066877,1.030350268,-0.047472823,-0.006638356,-0.14653119,30:51.5,22.4,45.1,5,,
0.036609333,0.064825617,1.048871279,-0.108933583,0.06041985,0.149755418,30:29.3,70.6,44,0.034306097,-0.01471478,0.995623469,-0.005170407,0.003288204,-0.130190544,30:52.5,22.9,46.1,5,,
-0.193272308,-0.005789421,1.086400509,-0.031964559,-0.128948376,0.866911232,30:29.8,71.1,45,0.0770978,-0.019369335,0.889859021,0.012850119,0.040550986,-0.180128768,30:53.6,23.4,47.2,5,,
0.098433048,0.021851331,1.219702721,0.069744498,0.002998517,0.033080168,30:30.4,71.6,46,0.116980154,-0.044506177,0.977711767,0.014835432,-0.003431316,-0.375452921,30:54.7,23.9,48.2,3,,
0.13576971,-0.001206129,0.924098432,0.071577102,-0.009829653,-0.297092497,30:30.9,72.2,47,0.235899873,0.00752657,0.950295836,0.010864805,0.057655212,-1.029842347,30:55.7,24.5,49.3,3,,
0.168984801,-0.051139891,0.917762339,-0.018525526,0.001165922,-0.728057921,30:31.4,72.7,48,0.157347392,-0.07936332,0.963942915,-0.036629966,0.065901892,-0.802447736,30:56.7,25,50.3,5,,
0.305481851,0.016752686,0.853426337,0.029121965,0.054616634,-1.253401995,30:31.9,73.2,49,0.054914001,-0.046918435,0.9048464,0.000632817,0.008327843,-0.321696788,30:57.8,25.5,51.4,5,,
0.144497767,-0.046074148,0.850502014,0.093568251,-0.022657823,-0.440645844,30:32.5,73.7,50,-0.024921115,-0.043541274,0.908867389,0.050418328,-0.016259483,-0.251905426,30:58.9,26,52.4,5,,
0.009940282,0.024522049,0.92872864,0.095706269,-0.051063057,0.119823031,30:33.0,74.3,51,0.153710708,-0.034495302,1.072631657,0.012086537,0.019628849,-0.772820771,30:59.9,26.6,53.5,5,,
-0.035544332,0.057056256,0.970888257,0.083183542,0.032320049,0.234054834,30:33.5,74.8,52,0.082916502,-0.009751609,0.927753925,-0.029146865,0.014741928,-0.699516922,31:01.0,27.1,54.6,5,,
0.069339536,-0.038113695,1.021577239,0.004687354,-0.04342724,-0.036558472,30:34.1,75.3,53,0.121950295,-0.025081226,0.950417697,0.001090964,-0.00480576,-0.480674461,31:02.0,27.6,55.6,5,,
0.106433757,-0.084429063,0.961384058,0.048975088,-0.03548599,-0.374672383,30:34.6,75.9,54,0.142315749,-0.021348492,1.015728533,0.052098215,-0.037028901,-0.426612884,31:03.1,28.2,56.7,3,,
0.198805645,0.004613059,1.030837655,-0.02157985,0.027127694,-0.759517491,30:35.1,76.4,55,-0.010266304,-0.019659911,0.944934547,-0.039004497,-0.02628109,-0.083464488,31:04.1,28.7,57.7,3,,
0.224504918,-0.062477503,1.069829106,-0.041738406,-0.030293638,-0.907652318,30:35.6,76.9,56,0.07261255,-0.030699901,0.955779016,-0.05091637,0.079551313,-0.03719144,31:05.2,29.2,58.8,5,,
0.143770441,-0.073573895,0.992577255,0.12838757,-0.034264263,-0.465996742,30:36.2,77.4,57,0.015893881,-0.025323235,0.960043728,0.024678204,0.001971427,0.143471964,31:06.3,29.7,59.8,5,,
-0.200430557,-0.427452266,1.57403791,-0.271729171,-0.181482792,0.857137382,30:36.7,78,58,0.167045236,-0.062718732,1.083963573,-0.034117572,0.061225356,-0.735715851,31:07.3,30.3,60.9,3,,
-0.231778666,-0.034495305,0.975274801,-0.028299369,-0.019908929,0.884626329,30:37.2,78.5,59,0.001849578,-0.061633216,0.930678248,-0.022052985,0.040761368,-0.185631694,31:08.4,30.8,62,3,,
-0.008392412,-0.029912012,1.005493283,0.051723979,-0.032737099,0.404180795,30:37.7,79,60,0.070066869,-0.03521898,0.951879919,0.187931936,0.000902412,-0.243205745,31:09.4,31.3,63,5,,
0.083643839,-0.026052397,1.025232673,0.004908875,0.009855006,-0.141949683,30:38.3,79.6,61,0.029013131,0.025152531,1.110039145,-0.104061645,0.006552916,-0.549554661,31:10.5,31.9,64.1,5,,
0.049216524,0.027921148,0.986484826,0.026289158,0.007106112,-0.251905441,30:38.8,80.1,62,-0.094044382,-0.044506179,0.857812911,0.002381625,0.087492558,0.394079417,31:11.6,32.4,65.1,5,,
0.081946716,0.020880161,0.986484826,0.002465412,0.017490823,-0.507857978,30:39.3,80.6,63,-1.8239E-05,-0.024817284,0.923732907,0.00409719,-0.020801035,-0.183937617,31:12.6,32.9,66.2,5,,
0.005091364,-0.071885318,0.953585804,0.033924967,0.010160439,-0.606207252,30:39.9,81.2,64,0.153468262,-0.014232329,0.899119526,0.003486324,0.015545445,-0.666215703,31:13.7,33.5,67.3,5,,
0.106676206,-0.019056847,0.820039928,0.086459376,0.007106112,-0.313908249,30:40.4,81.7,65,-0.013068109,-0.061150763,0.999278903,0.028226364,-0.022633635,0.058728602,31:14.7,34,68.3,5,,
0.042912927,0.067981921,0.873896897,-0.000283487,0.004051786,-0.13492474,30:40.9,82.2,66,0.120010737,-0.00205042,0.953463942,0.026851922,0.009589509,-0.38078896,31:15.8,34.5,69.4,5,,
0.007515823,-0.059100345,0.990140319,0.030870646,0.012298467,-0.011835398,30:41.4,82.7,67,0.138679067,-0.032444883,0.944325298,0.033571437,0.045783274,-0.666826591,31:16.9,35,70.5,5,,
0.036366891,0.022579709,0.952367306,-0.003948674,0.028486395,-0.101021722,30:42.0,83.3,68,0.089947431,-0.01135318,1.055938363,0.078928173,0.040132772,-0.349023938,31:17.9,35.6,71.5,5,,
0.216504201,-0.034495305,0.93214041,0.010712095,0.026959233,-1.131551385,30:42.5,83.8,69,-0.027398759,-0.060547701,0.976858765,0.02227043,-0.010874477,0.090188159,31:19.0,36.1,72.6,5,,
0.216989085,-0.013991102,0.907527089,-0.056788519,0.072163261,-0.684398055,30:43.0,84.3,70,-0.077506396,-0.032444883,0.866342306,0.05495172,0.016156311,0.638745159,31:20.0,36.6,73.6,5,,
0.049943861,-0.034495305,0.949442923,0.004603438,0.0266538,-0.215558946,30:43.5,84.8,71,-0.133661503,-0.011578843,0.953098387,-0.014839634,-0.025229809,0.781229436,31:21.1,37.1,74.7,5,,
-0.028632935,-0.093836874,1.003056169,-0.007613868,-0.015190469,-0.028939625,30:44.1,85.4,72,0.03150682,-0.015254394,0.961505949,-0.005371224,0.004397154,0.199380334,31:22.2,37.7,75.8,5,,
-0.002468356,-0.030876914,0.843678474,0.085237645,-0.051536955,-0.027717896,30:44.6,85.9,73,0.282207057,-0.012905586,0.985022694,0.012343872,0.059527744,-1.107413173,31:23.2,38.2,76.8,5,,
-0.000246836,-0.080810674,0.875115335,-0.004864976,0.044674322,0.162566632,30:45.1,86.4,74,0.116980154,-0.053310921,0.915812761,0.036320332,0.032191524,-0.648195207,31:24.3,38.7,77.9,5,,
-0.125886187,-0.021469103,0.831493676,0.004298009,-0.087578006,0.364457607,30:45.7,87,75,-0.033474766,-0.018026925,0.950417727,0.010205843,-0.04996985,-0.093224123,31:25.3,39.3,78.9,5,,
0.024729483,0,1.010123372,-0.0060867,-0.024658879,-0.21586439,30:46.2,87.5,76,0.136012163,-0.090580326,0.927144617,0.041512683,0.030511642,-0.302140042,31:26.4,39.8,80,5,,
0.318573952,-0.067784473,0.929459751,0.011933818,0.090794653,-1.310840368,30:46.7,88,77,0.030212373,-0.026534849,0.973568946,-0.00246961,-0.013012504,0.164102852,31:27.5,40.3,81,5,,
0.045094937,-0.018574392,0.903627872,0.03056521,-0.003584029,-0.321238637,30:47.2,88.5,78,-0.082319684,-0.042576369,1.041560352,0.05128653,-0.046915525,0.343391795,31:28.5,40.8,82.1,5,,
0.068612188,0.006312607,1.043022513,-0.081528559,-0.050620653,-0.068951294,30:47.8,89.1,79,0.186804567,0.043459872,0.996841967,0.01158029,0.064567383,-1.120394081,31:29.6,41.4,83.1,5,,
0.007273377,-0.034254078,1.00183773,0.00154911,-0.010914413,0.024205651,30:48.3,89.6,80,0.248628296,0.042731493,0.932627827,-0.01743581,0.037078447,-0.962179959,31:30.6,41.9,84.2,5,,
-0.044924092,-0.041249629,0.916543841,-0.007003002,-0.037487052,0.106367029,30:48.8,90.1,81,-0.016753591,-0.022434008,0.911182523,0.009710919,0.007296728,-0.005731951,31:31.7,42.4,85.3,5,,
0.148619354,-0.018091943,0.930190861,0.039728187,0.018101687,-0.122096576,30:49.4,90.7,82,0.029457178,-0.034615914,0.929825306,0.014597841,-0.006753173,0.278167669,31:32.7,43,86.3,5,,
0.118798494,-0.006995551,0.977711737,-0.024718095,0.000692027,-0.662101448,30:49.9,91.2,83,-0.149582401,-0.061633216,1.011951149,-0.008156892,-0.053331645,0.694014192,31:33.8,43.5,87.4,5,,
0.275903463,-0.067302026,0.875359058,0.023540258,0.062083982,-1.243645191,30:50.4,91.7,84,-0.005070096,-0.186708841,0.956997544,0.002929049,-0.019162695,0.032562025,31:34.8,44,88.4,5,,
0.142073318,-0.043903116,0.983316779,-0.047014676,0.015658226,-0.264122754,30:51.0,92.2,85,0.016122654,-0.108792879,0.966136187,0.003526647,0.001057299,-0.001171383,31:35.9,44.5,89.5,5,,
0.056974791,0.007769363,1.077383757,-0.047930971,-0.028934939,-0.028939625,30:51.5,92.8,86,0.019395674,0.02708469,0.967720211,-0.00113577,0.040376406,-0.083326024,31:37.0,45.1,90.5,5,,
0.008000716,-0.021951558,0.999157071,0.012544684,-0.007249221,-0.073227361,30:52.0,93.3,87,0.088250313,0.012625214,0.939329475,0.007061001,0.026876043,-0.568732724,31:38.0,45.6,91.6,5,,
0.060611479,-0.007478003,0.992089868,-0.022885498,0.01382563,-0.187153727,30:52.5,93.8,88,0.114070803,0.002991062,0.950661331,0.020194605,0.036955319,-0.864086062,31:39.1,46.1,92.6,5,,
0.063035935,-0.054034602,0.904602706,-0.018304009,0.064832881,-0.153250694,30:53.1,94.3,89,0.078916145,-0.015920908,0.913375795,0.016071264,0.019392943,-0.467634529,31:40.1,46.6,93.7,5,,
0.091159664,0.015295932,0.875115335,0.044004247,0.016269092,-0.207006842,30:53.6,94.9,90,0.013261413,-0.03196243,0.985510051,-0.002633478,-0.005311471,-0.183046639,31:41.2,47.2,94.8,5,,
0.082189165,-0.044385564,0.924829543,0.031786941,0.055669896,-0.267482489,30:54.1,95.4,91,-0.046528518,0.00733156,0.952489138,0.023417037,0.004936484,0.122416422,31:42.2,47.7,95.8,3,,
0.151771143,-0.044626791,1.030593991,-0.002116077,-0.062532529,-0.483423352,30:54.7,95.9,92,-0.018060199,0.027237419,1.092736721,-0.023911981,-0.021535222,-0.080497026,31:43.3,48.2,96.9,3,,
0.307178974,0.011654044,0.948468089,0.003992572,0.066665471,-1.268996119,30:55.2,96.5,93,-0.01545745,-0.138222441,0.991358727,0.014143355,0.003394771,-0.082079247,31:44.3,48.8,97.9,5,,
0.164620772,0.003399096,0.952123582,0.017737038,0.048644952,-0.790688574,30:55.7,97,94,0.042306812,0.04734455,0.973690748,0.01233973,0.016871043,-0.405740142,31:45.4,49.3,99,4,,
0.193714276,-0.081293128,1.009148717,-0.058621116,0.121337913,-0.838641524,30:56.2,97.5,95,0.151892368,0.033626772,0.908989251,-0.008124255,0.046192573,-1.011413008,31:46.4,49.8,100,4,,
0.120980509,-0.077433512,0.918737113,-0.014638815,0.010465872,-0.766253948,30:56.7,98,96,0.09479636,-0.001903174,0.982951224,-0.014538338,0.014427579,-0.541657656,31:47.5,50.3,101.1,4,,
0.044852495,-0.050898664,0.860249877,0.027510889,0.026348367,-0.443106264,30:57.3,98.6,97,0.001280776,-0.009528423,0.994404972,-0.020341558,-0.012450491,-0.036319412,31:48.6,50.9,102.1,5,,
0.064975508,-0.042938206,0.949442923,-0.026245255,-0.009692682,-0.200287312,30:57.8,99.1,98,0.083401395,-0.012759122,0.939938754,0.056932896,0.003432007,-0.324647814,31:49.6,51.4,103.2,5,,
0.012607188,-0.015197231,0.93969506,0.025983721,-0.012441576,-0.223500192,30:58.3,99.6,99,0.057312121,-0.022046319,0.990018457,-0.005528076,-0.00664727,-0.078010965,31:50.7,51.9,104.2,1,,
-0.062449418,-0.071885318,0.878039718,0.074852936,-0.020077391,-0.280310661,30:58.9,100.1,100,-0.022832298,-0.184417203,0.92738837,0.015258282,0.004341281,-0.114351256,31:51.7,52.4,105.3,1,,
0.066430181,-0.027499752,1.072266102,0.04217165,-0.01183071,-0.563752115,30:59.4,100.7,101,0.005091364,-0.053793374,0.957484931,0.006417707,-0.003499652,-0.002030575,31:52.8,53,106.4,1,,
0.240991235,-0.041490853,1.072997212,-0.017998576,0.051088408,-0.981889427,30:59.9,101.2,102,0.021941355,0.04673757,1.003421813,0.013994381,0.004331556,-0.318681687,31:53.8,53.5,107.4,1,,
0.070309311,-0.062477503,0.921661496,-0.049152702,0.010771304,-0.726547718,31:00.5,101.7,103,0.069945648,-0.022675235,0.882669985,-0.020977652,0.035332968,-0.62228176,31:54.9,54,108.5,4,,
0.095523693,0.042974286,0.933846354,-0.009141028,0.018712552,-0.672486126,31:01.0,102.3,104,0.011476673,0.024157862,0.991846174,0.00086078,-0.034152955,0.177188143,31:55.9,54.6,109.5,4,,
0.12219274,0.001942341,0.989165485,0.015904449,-0.031683832,-0.525878489,31:01.5,102.8,105,-0.148718484,-0.011337618,1.00451842,0.006511282,-0.051257182,0.9975802,31:57.0,55.1,110.6,4,,
0.121707849,-0.052104793,0.91166991,-0.01372252,0.022072311,-0.435470432,31:02.0,103.3,106,0.131926197,-0.003845514,0.967963874,0.001013495,0.041899766,-0.845552936,31:58.1,55.6,111.7,3,,
0.0977057,-0.019056847,1.025963783,0.059581317,-0.039625078,-0.384157747,31:02.6,103.8,107,0.279782593,-0.053913988,1.018530935,0.036596395,0.063432766,-1.442521036,31:59.1,56.1,112.7,3,,
0.186925799,-0.023640137,1.005493283,0.044615112,-0.034432724,-0.469068021,31:03.1,104.4,108,0.249961734,-0.029188333,0.979905009,0.014605246,0.029987896,-1.085012078,00:00.0,56.7,0,5,,Missing Numbers?
0.043397821,-0.034254078,1.009148717,-0.02190027,-0.021241453,-0.151575968,31:03.6,104.9,109,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,57.2,0,5,,video goes up to 2:21 data goes up to 1:52
-0.06393043,-0.005065744,0.880720377,-0.056108724,-0.031320728,-0.015353009,31:04.1,105.4,110,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,57.7,0,5,,
0.059399247,-0.078880869,0.907770753,-0.0820705,0.06030906,-0.098430678,31:04.7,106,111,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,58.3,0,5,,
0.085825853,0.017481066,1.003787279,-0.01976224,0.098793566,0.024047798,31:05.2,106.5,112,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,58.8,0,5,,
-0.012094947,0.001699548,1.016459584,-0.004796043,-0.03040443,0.356663942,31:05.7,107,113,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,59.3,0,5,,
0.043882709,-0.052346017,0.903627872,0.054152451,0.034347285,-0.069720015,31:06.3,107.5,114,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,59.8,0,5,,
0.148376897,-0.023640137,1.055451035,0.005283237,0.013577866,-0.471669346,31:06.8,108.1,115,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,60.4,0,5,,
0.185713574,-0.101797327,1.11247611,-0.073518381,0.108872846,-0.999762356,31:07.3,108.6,116,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,60.9,0,5,,
0.013819417,-0.079363316,0.957241178,0.014446214,0.012967002,-0.355604947,31:07.8,109.1,117,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,61.4,0,5,,
-0.010120261,-0.043903116,0.904115319,-0.058552183,0.068555735,-0.015658442,31:08.4,109.7,118,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,62,0,5,,
0.109585553,-0.061753828,1.044484735,0.290557295,-0.027044673,-0.045896269,31:08.9,110.2,119,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,62.5,0,5,,
0.030548185,-0.008684132,0.859275103,0.085306577,0.028849497,-0.44051522,31:09.4,110.7,120,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,63,0,5,,
-0.090835519,0.05754184,1.255769849,-0.152319998,-0.034375057,-0.638130128,31:09.9,111.2,121,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,63.5,0,5,,
0.148861781,-0.007236777,0.964308441,-0.055803291,0.047480889,-0.460979193,31:10.5,111.8,122,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,64.1,0,5,,
-0.134278595,-0.049692538,0.779586196,-0.022511136,0.171486527,0.490137964,31:11.0,112.3,123,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,64.6,0,5,,
-0.053810168,-0.039319821,0.936039627,0.027274385,0.00349859,0.298020869,31:11.6,112.8,124,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,65.1,0,5,,
-0.042949405,-0.058617894,0.963089943,-0.011021726,-0.034698218,0.017037049,31:12.1,113.4,125,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,65.7,0,5,,
0.042912927,0.008983325,0.88437587,0.019216105,-0.006903852,-0.384912282,31:12.6,113.9,126,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,66.2,0,5,,
0.219413549,-0.000723678,0.88778764,0.007609665,0.047768585,-1.066943288,31:13.1,114.4,127,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,66.7,0,5,,
0.087522976,-0.02774098,0.910451412,-0.000637017,-0.016677696,-0.265488118,31:13.7,115,128,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,67.3,0,5,,
