acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed
0.0543078854680061,0.6715642809867859,0.6833259463310242,-0.09098418056964874,0.014820525422692299,-0.010044170543551445,2022-06-29 16:34:23.464077,48.1
0.0414582528173923,0.6671939492225647,0.6911242604255676,-0.06166265904903412,0.008101006969809532,-0.007600709795951843,2022-06-29 16:34:23.993241,48.6
0.035639550536871,0.6747205257415771,0.6903931498527527,-0.0628843903541565,0.00565754622220993,-0.007906141690909863,2022-06-29 16:34:24.546740,49.1
0.0385489016771317,0.66865074634552,0.6969729661941528,-0.05983006954193115,0.00596297811716795,-0.007295276969671249,2022-06-29 16:34:25.085708,49.7
0.0370942242443562,0.6710786819458008,0.6957545280456543,-0.06166265904903412,0.0053521133959293365,-0.005768113769590855,2022-06-29 16:34:25.611006,50.2
0.0385489016771317,0.6725354790687561,0.694536030292511,-0.06471697986125946,0.0044358158484101295,-0.005768113769590855,2022-06-29 16:34:26.157997,50.8
0.0366093330085278,0.677634060382843,0.6913679242134094,-0.06929847598075867,0.00565754622220993,-0.004851815290749073,2022-06-29 16:34:26.682528,51.3
0.0472769550979137,0.671321451663971,0.6962418556213379,-0.05860833823680878,0.0038249504286795855,-0.007295276969671249,2022-06-29 16:34:27.226983,51.8
0.0358819961547852,0.6708358526229858,0.6947796940803528,-0.06166265904903412,0.006879276596009731,-0.005157248117029667,2022-06-29 16:34:27.753009,52.4
0.0366093330085278,0.671807050704956,0.6952671408653259,-0.06135722994804382,0.00565754622220993,-0.0060735465958714485,2022-06-29 16:34:28.313445,52.9
0.0366093330085278,0.6681651473045349,0.6977040767669678,-0.06349526345729828,0.0035195176023989916,-0.005768113769590855,2022-06-29 16:34:28.839938,53.4
0.0339424274861813,0.6691363453865051,0.6964855790138245,-0.062184274196624756,0.004060965031385422,-0.00567117054015398,2022-06-29 16:34:29.388285,54.0
0.0358819961547852,0.671807050704956,0.6947796940803528,-0.06676577031612396,0.004060965031385422,-0.00567117054015398,2022-06-29 16:34:29.916511,54.5
0.0223050247877836,0.6710786819458008,0.674552857875824,-0.07745590806007385,-0.01701388508081436,0.001964644994586706,2022-06-29 16:34:30.451350,55.1
0.036851778626442,0.6722926497459412,0.6947796940803528,-0.06371144950389862,0.0028392341919243336,-0.007503766566514969,2022-06-29 16:34:30.984973,55.6
0.0344273224473,0.671321451663971,0.6933175325393677,-0.06187884509563446,0.003450099378824234,-0.0038385745137929916,2022-06-29 16:34:31.534585,56.1
0.035639550536871,0.6727781891822815,0.6935611963272095,-0.06187884509563446,0.003755532205104828,-0.005365737713873386,2022-06-29 16:34:32.063703,56.7
0.0363668911159039,0.6720498204231262,0.6933175325393677,-0.06340600550174713,0.005282695405185223,-0.006587468087673187,2022-06-29 16:34:32.601459,57.2
0.0363668911159039,0.6696219444274902,0.6942923069000244,-0.06096254289150238,0.003450099378824234,-0.0038385745137929916,2022-06-29 16:34:33.126614,57.7
0.0353971011936665,0.671807050704956,0.6896620988845825,-0.062184274196624756,0.0055881282314658165,-0.004754872526973486,2022-06-29 16:34:33.672804,58.3
0.0378215610980988,0.6698647141456604,0.6930738687515259,-0.06096254289150238,0.004060965031385422,-0.006587468087673187,2022-06-29 16:34:34.205285,58.8
0.0351546555757523,0.6710786819458008,0.6964855790138245,0.013635367155075073,0.005494209937751293,-0.004674958996474743,2022-06-29 16:34:34.758694,59.4
0.0370942242443562,0.6720498204231262,0.691611647605896,-0.06089019775390625,0.0024398837704211473,-0.006202121265232563,2022-06-29 16:34:35.283608,59.9
0.0361244417726994,0.6727781891822815,0.6918553709983826,-0.061501070857048035,0.0033561813179403543,-0.005285823717713356,2022-06-29 16:34:35.832277,60.4
0.0385489016771317,0.6722926497459412,0.6933175325393677,-0.06180649995803833,0.0045779114589095116,-0.005285823717713356,2022-06-29 16:34:36.361446,61.0
0.0383064560592175,0.6737493872642517,0.6923427581787109,-0.06516624987125397,0.0045779114589095116,-0.006507554091513157,2022-06-29 16:34:36.906346,61.5
0.0375791192054749,0.675206184387207,0.6947796940803528,-0.06455539166927338,0.0045779114589095116,-0.004369526170194149,2022-06-29 16:34:37.431296,62.0
0.031517967581749,0.6895309090614319,0.6299563646316528,-0.0584467351436615,0.007632237859070301,0.002655424177646637,2022-06-29 16:34:37.976523,62.6
0.0320028625428677,0.7135673761367798,0.6287378668785095,-0.060584768652915955,0.05802861973643303,0.05671699717640877,2022-06-29 16:34:38.501510,63.1
-0.0148101393133402,0.7014277577400208,0.6757713556289673,-0.0682205855846405,0.14202257990837097,0.12605020403862,2022-06-29 16:34:39.049523,63.7
-0.0271519217640162,0.6518980860710144,0.674552857875824,-0.06913688778877258,0.17928536236286163,0.19935403764247894,2022-06-29 16:34:39.578143,64.2
0.035639550536871,0.6633092761039734,0.6640739440917969,-0.03523385524749756,0.12736181914806366,0.14773592352867126,2022-06-29 16:34:40.131419,64.7
-0.0288797691464424,0.6997281908988953,0.6043682098388672,-0.0834922045469284,0.050698235630989075,0.08298420161008835,2022-06-29 16:34:40.656614,65.3
0.1023121774196625,0.5669206976890564,0.6789394617080688,-0.07616183161735535,-0.0665878877043724,-0.023611780256032944,2022-06-29 16:34:41.208979,65.8
0.016243876889348,0.7545993328094482,0.8336869478225708,0.006915837526321411,-0.11515167355537415,-0.096304751932621,2022-06-29 16:34:41.733626,66.3
0.0225474685430527,0.7339619994163513,0.7047712802886963,-0.048062026500701904,-0.05742491036653519,-0.1363164186477661,2022-06-29 16:34:42.271156,66.9
0.1488617807626724,0.6324746608734131,0.628494143486023,-0.09021173417568207,-0.03757179155945778,-0.12898603081703186,2022-06-29 16:34:42.796069,67.4
0.0087280534207821,0.1345070898532867,2.593665599822998,0.20361444354057312,0.02259843796491623,-0.19434861838817596,2022-06-29 16:34:43.345105,67.9
0.1209805086255074,0.4620342552661896,0.5305280685424805,-0.08685196936130524,-0.0363500602543354,-0.05751480162143707,2022-06-29 16:34:43.874640,68.5
0.0140618635341525,0.7703808546066284,0.6228891015052795,-0.059057608246803284,-0.08644101023674011,-0.09080696105957031,2022-06-29 16:34:44.424040,69.0
-0.0227088797837496,0.7378466725349426,0.9160564541816711,-0.07524552941322327,-0.08552470803260803,-0.08194941282272339,2022-06-29 16:34:44.953337,69.6
0.052125871181488,0.5955701470375061,0.7249981164932251,-0.07585640251636505,-0.07330740243196487,-0.13417838513851166,2022-06-29 16:34:45.506359,70.1
0.0133345257490873,0.6504412889480591,0.4437719583511353,-0.11617349088191986,-0.05009452998638153,-0.12562626600265503,2022-06-29 16:34:46.031130,70.6
0.1057064160704613,0.6441287398338318,0.6197210550308228,-0.0782998651266098,-0.16096657514572144,-0.1375381499528885,2022-06-29 16:34:46.579494,71.2
0.0375791192054749,0.6455854177474976,0.6136286854743958,-0.16107209026813507,-0.19609132409095764,-0.26032206416130066,2022-06-29 16:34:47.107608,71.7
0.0676424130797386,0.8636131882667542,0.9443252682685852,-0.059057608246803284,-0.2690897285938263,-0.3379019498825073,2022-06-29 16:34:47.646652,72.2
-0.0103670973330736,0.6004260182380676,0.64262855052948,-0.05172722041606903,-0.32651105523109436,-0.3082749843597412,2022-06-29 16:34:48.171740,72.8
0.1495891362428665,0.6905021071434021,0.8456280827522278,-0.00041453540325164795,-0.3204024136066437,-0.34614863991737366,2022-06-29 16:34:48.724169,73.3
0.1221927404403687,0.6769056916236877,0.6845445036888123,-0.08715741336345673,-0.13531023263931274,-0.17571721971035004,2022-06-29 16:34:49.248530,73.9
0.1331028044223785,0.7191516160964966,0.7469308972358704,-0.10303990542888641,-0.20647603273391724,-0.19526490569114685,2022-06-29 16:34:49.785989,74.4
0.0385489016771317,0.7087115049362183,0.6818637847900391,-0.06516624987125397,-0.1521090269088745,-0.22397558391094208,2022-06-29 16:34:50.310418,74.9
0.0436402633786201,0.5844017267227173,0.7769055366516113,-0.05783587694168091,-0.16493719816207886,-0.18946169316768646,2022-06-29 16:34:50.863221,75.5
0.0305481851100922,0.635388195514679,0.786653459072113,-0.059057608246803284,0.0064105074852705,-0.019030291587114334,2022-06-29 16:34:51.387791,76.0
0.0009697836940177,0.6285899877548218,0.7147628664970398,-0.06241735816001892,-0.01099915150552988,-0.027582405135035515,2022-06-29 16:34:51.940865,76.5
0.0143043091520667,0.6591818332672119,0.7047712802886963,-0.06180649995803833,0.0045779114589095116,-0.005285823717713356,2022-06-29 16:34:52.484571,77.1
0.0128496335819364,0.6936583518981934,0.6704100370407104,-0.06180649995803833,0.0030507489573210478,-0.006812986917793751,2022-06-29 16:34:53.012840,77.6
0.0138194169849157,0.6783624887466431,0.6899058222770691,-0.06180649995803833,0.0048833442851901054,-0.003758660750463605,2022-06-29 16:34:53.565559,78.2
0.0133345257490873,0.6793335676193237,0.6860066056251526,-0.062111929059028625,0.002745316131040454,-0.004674958996474743,2022-06-29 16:34:54.090395,78.7
0.0138194169849157,0.677876889705658,0.6899058222770691,-0.06180649995803833,0.0030507489573210478,-0.004980390891432762,2022-06-29 16:34:54.643827,79.2
0.016243876889348,0.6888024806976318,0.6772335171699524,-0.060584768652915955,0.0745219886302948,-0.004980390891432762,2022-06-29 16:34:55.183596,79.8
