acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed
-0.003702534828335,0.7351759076118469,0.6280067563056946,-0.14474032819271088,-0.003810865106061101,-0.05372103676199913,2022-06-23 15:30:09.569662,35.5
-0.0029620276764035,0.7145385146141052,0.6265445947647095,-0.09678740799427032,0.01787484996020794,-0.020123446360230446,2022-06-23 15:30:10.096272,36.0
-0.0019746851176023,0.7257069945335388,0.609729528427124,-0.10075803101062775,0.01573682203888893,-0.019818013533949852,2022-06-23 15:30:10.620861,36.5
-0.0022215207573026,0.7254642248153687,0.6309311389923096,-0.10350693762302399,0.017569418996572495,-0.021650608628988266,2022-06-23 15:30:11.149255,37.1
-0.0027151920367032,0.7232790589332581,0.6355614066123962,-0.09862001240253448,0.01787484996020794,-0.01890171505510807,2022-06-23 15:30:11.686580,37.6
0.0152740925550461,0.7004565596580505,0.6163093447685242,-0.09617654979228973,0.0172639861702919,-0.020734312012791634,2022-06-23 15:30:12.237394,38.2
0.0104251746088266,0.6951151490211487,0.6231328248977661,-0.09892542660236359,0.016042254865169525,-0.022566907107830048,2022-06-23 15:30:12.765722,38.7
-0.0288797691464424,0.7210939526557922,0.6124101877212524,-0.10747756063938141,0.008406439796090126,-0.01157133374363184,2022-06-23 15:30:13.302178,39.2
0.0191532280296087,0.6982713937759399,0.6309311389923096,-0.10289604961872101,0.018485715612769127,-0.022566907107830048,2022-06-23 15:30:13.837139,39.8
0.0164863225072622,0.7028845548629761,0.6270319819450378,-0.10350693762302399,0.0172639861702919,-0.021650608628988266,2022-06-23 15:30:14.368686,40.3
-0.0024683563970029,0.7208511829376221,0.6445781588554382,-0.1032014936208725,0.016958553344011307,-0.021345175802707672,2022-06-23 15:30:14.903847,40.8
-0.0034556991886348,0.7271637916564941,0.6353176832199097,-0.10197977721691132,0.018485715612769127,-0.022566907107830048,2022-06-23 15:30:15.428915,41.3
0.0203654561191797,0.7026417255401611,0.6206958889961243,-0.09953631460666656,0.020623743534088135,-0.021650608628988266,2022-06-23 15:30:15.957320,41.9
0.0174561068415642,0.69899982213974,0.6277630925178528,-0.09953631460666656,0.019096581265330315,-0.021345175802707672,2022-06-23 15:30:16.492595,42.4
0.0082431612536311,0.7101683020591736,0.6282504796981812,-0.08884616196155548,0.020623743534088135,-0.020734312012791634,2022-06-23 15:30:17.017480,42.9
0.0157589837908745,0.6628237366676331,0.5697632431983948,-0.0876244455575943,0.013598794117569923,-0.025315800681710243,2022-06-23 15:30:17.549665,43.5
-0.005924055352807,0.7128390073776245,0.6465277671813965,-0.10778297483921051,0.02031831257045269,-0.02806469425559044,2022-06-23 15:30:18.078578,44.0
0.0322453044354916,0.7116250395774841,0.5987631678581238,-0.10472865402698517,0.026732396334409714,-0.028370127081871033,2022-06-23 15:30:18.607362,44.5
-0.0229557137936354,0.7223079204559326,0.635805070400238,-0.07846145331859589,-0.04473883658647537,-0.01157133374363184,2022-06-23 15:30:19.133269,45.0
0.0060611478984356,0.7150241732597351,0.6460403203964233,-0.0977037101984024,0.004130383022129536,-0.019512580707669258,2022-06-23 15:30:19.663735,45.6
0.0087280534207821,0.7308056354522705,0.6243513226509094,-0.108088418841362,0.01879114843904972,-0.022566907107830048,2022-06-23 15:30:20.192289,46.1
0.0101827280595899,0.7240074276924133,0.6299563646316528,-0.10411779582500458,0.02092917636036873,-0.02348320558667183,2022-06-23 15:30:20.720580,46.6
0.0053338101133704,0.7213367223739624,0.6319059133529663,-0.10625581443309784,0.011155333369970322,-0.01890171505510807,2022-06-23 15:30:21.244603,47.2
0.0055762561969459,0.7354186773300171,0.6175277829170227,-0.10625581443309784,0.016042254865169525,-0.02195604145526886,2022-06-23 15:30:21.773382,47.7
0.0055762561969459,0.7363898754119873,0.6204521656036377,-0.10289604961872101,0.016042254865169525,-0.02195604145526886,2022-06-23 15:30:22.302706,48.2
